Budget_I,Budget_E,C_es,C_pv,C_dg,sv,wtp,e_grid_import,e_grid_export,fuel($/gal),dg_efficiency(gal/kw),subsidy_rate
1000000,100000,380,1200,500,1,0.2567,0.14,0.097,3.12,0.07,0.4
