Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Outage Duration,Outage Hour,Area Affected,NERC Region,Alert Criteria,Event Type,Event Category,Demand Loss (MW),Number of Customers Affected,,
42162,0.577777778,42162,0.592361111,1,3,Tennessee,SERC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,System Operations,Equipment Failure,Unknown,Unknown,,
42163,0,Unknown,Unknown,#VALUE!,#VALUE!,"Merced County, California",WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,System Operations,Equipment Failure,176,Unknown,,
42175,0.577777778,42175,0.645833333,2,3,"Solano County, California",WECC,Suspected Physical Attack,Vandalism,Human Attack,Unknown,0,,
42178,0.75,42185,0.75,192,+6,"Gloucester County, Burlington County, Atlantic County, Cape May County, New Jersey",RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,263000,,
42178,0.7125,42181,0.666666667,95,+6,"New Castle County, Delaware",RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,65000,,
42178,0.729166667,42178,0.791666667,2,3,"Delaware County, PA; Chester County, PA",RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,200000,,
42178,0.770833333,42179,0.208333333,35,+6,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont",NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,62442,,
42178,0.7625,42178,0.854166667,2,3,New Jersey,RFC,"Load shedding of 100 Megawatts or more implemented under emergency operational policy

Loss of electric service to more than 50,000 customers for 1 hour or more",System Operations,Equipment Failure,198,156338,,
42178,0.768055556,Unknown,Unknown,#VALUE!,#VALUE!,New Jersey,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,90,73000,,
42181,0.083333333,Unknown,Unknown,#VALUE!,#VALUE!,Kansas,SPP,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,110000,,
42182,0.708333333,42185,0.720833333,96,+6,"Wayne County, Michigan",RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,68000,,
42184,0.80625,42184,0.820833333,0,3,Washington,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,Severe Weather,Natural Disaster,0,0,,
42185,0.583333333,42185,0.875,7,+6,California,WECC,Public appeal to reduce the use of electricity,Severe Weather,Natural Disaster,Unknown,Unknown,,
42185,0.451388889,42186,0.875,59,+6,California,WECC,Public appeal to reduce the use of electricity,Severe Weather,Natural Disaster,Unknown,Unknown,,
42188,0.354166667,42188,0.604166667,6,6,"Butte County, California",WECC,Suspected Physical Attack,Suspicious Activity ,Suspicious Activity,0,0,,
42188,0.720138889,42188,0.979166667,6,6,Texas,TRE,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,System Operations,Equipment Failure,350,30000,,
42198,0.593055556,42201,0.25,88,+6,"Ohio, Kentucky",RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,480,68339,,
42198,0.819444444,42200,0.510416667,65,+6,Virginia,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,52739,,
42199,0.645138889,42200,0.496527778,44,+6,Arkansas,SPP,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,Severe Weather,Natural Disaster,Unknown,Unknown,,
42199,0.833333333,42200,0.390972222,37,+6,Alabama,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,366,111644,,
42200,0.083333333,42200,0.121527778,0,3,California,WECC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,System Operations,Equipment Failure,360,0,,
42201,0.697916667,42201,0.741666667,1,3,Texas,SPP,Load shedding of 100 Megawatts or more implemented under emergency operational policy,System Operations,Equipment Failure,117,17311,,
42203,0.083333333,42204,0.291666667,53,+6,"Henepin and Ramsey County, Minnesota",MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,250,250000,,
42203,0.768055556,42203,0.877083333,3,3,California,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,System Operations,Equipment Failure,30,70,,
42203,0.832638889,42203,0.947916667,3,3,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,160,78164,,
42206,0.532638889,42206,0.55,1,3,Washington,WECC,Load shedding of 100 Megawatts or more implemented under emergency operational policy,System Operations,Equipment Failure,200,Unknown,,
42212,0.161111111,42212,0.191666667,1,3,California,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,System Operations,Equipment Failure,Unknown,484,,
42213,0.503472222,42213,0.518055556,0,3,Puerto Rico,N/A,System-wide voltage reductions of 3 percent or more,System Operations,Equipment Failure,150,Unknown,,
42214,0.697916667,42214,0.875,5,6,New York,NPCC,Fuel supply emergencies that could impact electric power system adequacy or reliability,System Operations,Equipment Failure,500,0,,
42215,0.409722222,42215,0.791666667,10,+6,Texas,TRE,Public appeal to reduce the use of electricity,System Operations,Equipment Failure,Unknown,Unknown,,
42215,0.541666667,Unknown,Unknown,#VALUE!,#VALUE!,Tennessee,SERC,Suspected Physical Attack,Vandalism,Human Attack,0,0,,
42216,0.454861111,Unknown,Unknown,#VALUE!,#VALUE!,Washington,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,System Operations,Equipment Failure,9,0,,
42218,0.739583333,42220,0.125,58,+6,Michigan: Emmet County; Grand Traverse County; Leelanau County; Kalkaska County; Benzie County; Manistee County; Wexford County; Missaukee County; Mecosta County; ,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,162000,,
42219,0.020833333,42219,0.083333333,2,3,Illinois,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,115000,,
42219,0.041666667,42221,0,71,+6,Michigan,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,72520,,
42219,0.352083333,42220,0.054166667,41,+6,Arizona: New Mexico,WECC,Suspected Physical Attack,Sabotage,Human Attack,0,Unknown,,
42220,0.303472222,42221,0.536111111,53,+6,Massachusetts: Rhode Island:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,132000,,
42227,0.8125,42229,0.170138889,57,+6,Texas: Houston;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,100000,,
42229,0.635416667,42229,0.791666667,4,6,Texas: Williamson County;,TRE,Public appeal to reduce the use of electricity,Other,Other,Unknown,Unknown,,
42243,0.910416667,42244,0.75,45,+6,Puerto Rico,WECC,"Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident / Loss of electric service to more than 50,000 customers for 1 hour or more",System Operations,Equipment Failure,360,Unknown,,
42245,0.416666667,Unknown,Unknown,#VALUE!,#VALUE!,Washington,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,500000,,
42245,0.458333333,42251,0.625,172,+6,"King County, Skagit County, Whatcom County, Kitsap County, Pierce County, Thurston County, Island County, Washington",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,250,250000,,
42245,0.541666667,42247,0.291666667,66,+6,Washington: King County;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,1200,64000,,
42250,0.10625,42250,0.267361111,4,6,Michigan,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,50114,,
42260,0.747222222,42260,0.859027778,3,3,New York: Dutchess County;,NPCC,Suspected Physical Attack,Vandalism,Human Attack,0,0,,
42267,0.55,42267,0.572222222,0,3,California,WECC,Load shedding of 100 Megawatts or more implemented under emergency operational policy,System Operations,Equipment Failure,150,Unknown,,
42276,0.652777778,42276,0.653472222,0,3,Oregon,WECC,Suspected Physical Attack,Vandalism,Human Attack,Unknown,Unknown,,
42290,0.270833333,42290,0.354166667,2,3,Utah: Emery County;,WECC,Suspected Physical Attack,Vandalism,Human Attack,0,0,,
42290,0.434027778,42290,0.75,8,+6,Texas,TRE,Public appeal to reduce the use of electricity,Other,Other,Unknown,Unknown,,
42290,0.688888889,42290,0.860416667,4,6,California,WECC,Public appeal to reduce the use of electricity,Other,Other,41788,Unknown,,
42293,0.517361111,42293,0.538888889,0,3,Utah ,WECC,Suspected Physical Attack,Vandalism,Human Attack,0,0,,
42295,0.291666667,42295,0.978472222,16,+6,California: Central Coast area;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,88,55677,,
42300,0.404166667,42300,0.559722222,4,6,Puerto Rico,N/A,"Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational / Load shedding of 100 Megawatts or more implemented under emergency operational policy / System-wide voltage reductions of 3 percent of more / Loss of electric service to more than 50,000 customers for 1 hour or more",System Operations,Equipment Failure,500,300000,,
42305,0.568055556,42306,0.708333333,52,+6,Pennsylvania: Columbia County; Montour County; Northumberland County;,RFC,Suspected Physical Attack,Other,Other,Unknown,35000,,
42307,0.625,42307,0.666666667,1,3,Oregon: Josephine County;,WECC,Suspected Physical Attack,Other,Other,0,0,,
42308,0.03125,42309,0.670138889,64,+6,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,130252,,
42309,0.495138889,42309,0.5,1,3,Ohio: Hamilton County;,RFC,Suspected Physical Attack,Vandalism,Human Attack,0,0,,
42310,0.734027778,42312,0.375,64,+6,Arkansas: Hot Spring County;,SERC,Suspected Physical Attack,Sabotage,Human Attack,4,0,,
42318,0.5,42318,0.583333333,2,3,Indiana: Dearborn County;,RFC,Suspected Physical Attack,Sabotage,Human Attack,0,0,,
42321,0.479166667,42321,0.482638889,0,3,New York,NPCC,Suspected Physical Attack,Suspicious Activity ,Suspicious Activity,Unknown,Unknown,,
42325,0.375,Unknown,Unknown,#VALUE!,#VALUE!,Washington: Snohomish County;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,900,89000,,
42325,0.416666667,Unknown,Unknown,#VALUE!,#VALUE!,Washington,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,300000,,
42325,0.5625,Unknown,Unknown,#VALUE!,#VALUE!,"Washington: Stevens County, Lincoln County, Adams County, Whitman County, Spokane County; Idaho: Bonner County, Kootenai County, Shoshone County, Benewah County, Idaho County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,182000,,
42329,0.854166667,42331,0.041666667,53,+6,Michigan,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,60000,,
42336,0.25,42338,0.541666667,79,+6,Oklahoma,SPP,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,55609,,
42336,0.25,Unknown,Unknown,#VALUE!,#VALUE!,Oklahoma,SPP,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,35000,,
42337,0.7,42337,0.763888889,2,3,Puerto Rico,N/A,System-wide voltage reductions of 3 percent or more,System Operations,Equipment Failure,0,0,,
42338,0.2625,42338,0.8875,15,+6,Puerto Rico,N/A,System-wide voltage reductions of 3 percent or more,System Operations,Equipment Failure,100,86559,,
42340,0.54375,42341,0.520138889,47,+6,Kansas: Thomas County;,SPP,Suspected Physical Attack,Vandalism,Human Attack,0,0,,
42343,0.875,42343,0.9375,1,3,Kansas,SPP,Suspected Physical Attack,Vandalism,Human Attack,0,0,,
42343,0.806944444,42344,0.227083333,34,+6,"New York: Orange County, Sullivan County; Pennsylvania: Pike County;",NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Other,Other,110,52476,,
42346,0.583333333,42346,0.584027778,0,3,Nevada: Clark County;,WECC,Suspected Physical Attack,Sabotage,Human Attack,0,0,,
42347,0.754166667,42347,0.911111111,3,3,Puerto Rico,,System-wide voltage reductions of 3 percent or more,System Operations,Equipment Failure,0,0,,
42347,0.166666667,42347,0.458333333,7,+6,Washington,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,115,76300,,
42348,0.892361111,42348,0.9375,1,3,Missouri: New Madrid County;,SERC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,System Operations,Equipment Failure,400,1,,
42348,0.746527778,42348,0.747222222,0,3,California: Stanislaus County;,WECC,Suspected Physical Attack,Vandalism,Human Attack,Unknown,Unknown,,
42348,0.161805556,42348,0.172222222,1,3,California: Plumas County,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,Severe Weather,Natural Disaster,24,9956,,
42348,0.250694444,42348,0.300694444,1,3,California: Northern;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,Severe Weather,Natural Disaster,29,9956,,
42362,0.125,42364,0,69,+6,"Michigan: Antrim County, Charlevoix County, Manistee County, Mecosta County, Kalkaska County, Grand Traverse County, Osceola County, Lake County, Newaygo County, Clare County, Isabella County;",RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,168000,,
42364,0.8125,Unknown,Unknown,#VALUE!,#VALUE!,Texas,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,70000,,
