,Investment,Reinvestment,Avg Recourse,Load Lost%,Load Served%,Load Transferred%,Grid Load%,Grid Exported,Grid Imported,Bill Before,Bill After,Impact Endurance,Sustained Access,Demand Assurance,Peak Assurance,ES1,PV1,DG1,ES2,PV2,DG2
0,8914214.4,4591202.984137802,41322079.75576031,0.34749950454798634,0.42139277398979563,92650.05261846991,0.7274025055680786,1375190.306492834,2707554.8049402777,519953.1994835195,505863.64680433134,0.5876730148177541,0.5067311184474095,0.3792534965908161,0.4500289384917975,2400.0,2604.0,0.0,1200.0000000000002,1345.0000000000005,0.47094673616173627
