,1,1,1,2,2,2,3,3,3,4,4,4
,1,2,3,1,2,3,1,2,3,1,2,3
0,300.00000000000006,0.0,0.14875789594877217,300.00000000000006,0.0,0.10078068874435743,300.00000000000006,1345.0000000000005,0.10077576027574071,300.00000000000006,0.0,0.10078068874435743
