,Investment,Reinvestment,Avg Recourse,Load Lost%,Load Served%,Load Transferred%,Grid Load%,Grid Exported,Grid Imported,Bill Before,Bill After,Impact Endurance,Sustained Access,Demand Assurance,Peak Assurance,ES1,PV1,DG1,ES2,PV2,DG2
0,8914214.4,4591194.0905751055,42816453.7101124,0.34752219802376366,0.41302045722582675,92666.2325053339,0.7792181988417678,1375173.7718168148,2945300.817393305,519953.1994835195,487669.8739689824,0.5877407137953385,0.5040435568987862,0.3717184115032441,0.4552372518828824,2400.0,2604.0,0.0,1200.0000000000002,1345.0000000000005,0.45109503371322773
