,Investment,Reinvestment,Avg Recourse,Load Lost%,Load Served%,Load Transferred%,Grid Load%,Grid Exported,Grid Imported,Bill Before,Bill After,Impact Endurance,Sustained Access,Demand Assurance,Peak Assurance,ES1,PV1,DG1,ES2,PV2,DG2
0,8914214.400000002,4591202.984137801,40568484.146714255,0.34749950454798634,0.4213929409610366,92650.05221494085,0.7274025173887078,1375190.306492834,2707554.8708922183,519953.1994835195,519953.1994835194,0.5887950915350838,0.5017990938585237,0.3792536468649329,0.45779528414447845,2400.0,2604.0,0.0,1200.0000000000002,1345.0000000000005,0.4709467361617362
