,Investment,Reinvestment,Avg Recourse,Load Lost%,Load Served%,Load Transferred%,Grid Load%,Grid Exported,Grid Imported,Bill Before,Bill After,Impact Endurance,Sustained Access,Demand Assurance,Peak Assurance,ES1,PV1,DG1,ES2,PV2,DG2
0,8914214.4,4591195.730557307,42075673.1543509,0.34750892413968965,0.42138210484340455,92649.98974995951,0.7274024169933259,1375176.8261508055,2707554.669051796,519953.1994835195,491774.09032026585,0.5859051503626926,0.5014213162446771,0.3792438943590641,0.4481770769323464,2400.0,2604.0,0.0,1200.0000000000002,1345.0000000000005,0.45475570827034295
