,probs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.060597535943081926,24.149054,22.470087,23.697819,20.605404,19.897017,24.309364,24.111124,20.724281,22.0344,21.773226,21.216621,22.354738,23.71277,23.36461,21.756613,22.174421,21.754332,21.868896,25.274834,26.676882,30.432926,40.853725,40.072075,33.216293,34.379425,32.024414,35.37565,34.0589,26.217045,28.153782,33.98494,38.713234,42.087196,39.351025,35.930973,30.176548,31.609474,40.036846,34.17426,26.989157,30.523098,27.142242,27.71056,35.312817,35.545982,42.070923,57.34004,63.719814,64.5851,63.249744,59.982628,55.36554,50.117428,48.170227,48.959675,51.080948,55.458755,60.20985,61.912395,60.45728,56.689114,53.002323,47.65755,47.964783,47.176376,39.34915,39.239307,46.32685,43.10881,35.097443,28.84694,27.058895,29.20663,26.005697,21.808067,20.488035,17.82623,21.246002,28.001907,29.85419,29.568262,26.800882,22.239323,26.173676,27.494688,23.74639,23.03152,25.140293,25.633121,23.503769,26.403505,26.067879,21.314161,22.972145,24.795813,22.858322,21.661877,24.064335,22.1593,22.208792
1,0.24173033745712882,25.84593,24.272305,23.93411,21.818913,23.311834,24.541927,23.524748,23.987936,24.47456,23.961988,22.07366,22.996508,24.589233,23.13145,24.099865,23.893381,22.277472,23.439682,25.778456,26.184498,27.27079,32.392876,36.890762,34.843826,28.332445,27.485655,34.539143,36.91009,31.154428,27.351871,30.457472,36.042564,38.620907,37.771976,37.277916,34.07537,34.848293,39.00937,34.91688,32.561893,43.61383,55.356598,60.878254,64.107216,65.24506,65.06622,64.2856,63.83743,63.789482,63.780224,63.119865,61.889988,60.642124,59.917988,60.015186,60.51634,60.89083,59.977135,56.51596,50.803864,48.170933,51.291965,50.283527,46.370922,43.269375,36.29884,34.02392,37.79076,36.472713,32.387154,28.305435,26.517294,27.83974,26.353615,23.570303,22.45036,21.807823,24.200209,28.956493,30.720974,29.270376,28.639782,28.82647,28.308645,26.792486,25.814377,24.717562,26.042194,26.62212,25.812021,27.595787,25.43747,22.865078,24.38579,25.239553,24.515526,22.746239,24.375566,23.251642,23.471216
2,0.2417303374571288,22.995743,23.170473,26.407078,23.521627,23.089035,25.403343,22.935646,22.964344,24.537056,23.55654,22.501013,23.132187,23.790861,23.543505,24.150208,24.05659,23.2827,23.92325,26.243769,28.262512,33.949844,40.59322,33.791424,28.242416,34.181282,32.77872,27.760136,29.986574,29.336853,28.283913,31.431295,34.130215,37.57855,39.933205,35.338844,30.63707,34.018837,36.867302,34.40848,36.28251,37.332626,29.67933,29.888607,37.207764,40.862656,49.0534,57.954258,61.17304,61.700348,59.51258,53.846817,44.53422,38.551407,39.041653,36.34264,34.469086,41.02259,49.854908,56.676556,61.31601,63.233063,62.921837,60.147408,55.47067,49.606483,44.7881,42.173923,44.096096,44.242935,37.152756,29.138737,28.77847,28.52982,25.502491,25.285141,23.185661,22.438166,26.662674,29.414074,29.960958,30.162012,29.604998,29.773455,32.189503,29.463911,27.1606,26.267933,25.835796,26.113277,25.692957,27.253136,25.576015,23.308325,24.859205,24.898417,23.882467,24.075726,24.772787,24.058432,26.401058
3,0.24173033745712882,24.279884,24.144361,25.272396,22.545122,21.501081,24.313929,22.780048,20.406162,21.91846,23.29972,23.886889,22.830257,23.914774,23.33129,21.712643,23.063164,22.214705,23.026606,25.878803,25.888697,26.913195,30.118385,29.325811,30.146914,34.77904,30.80216,25.849125,27.832203,29.135723,28.373322,30.990042,35.90819,37.527534,37.813736,36.19395,29.034204,31.898693,36.87322,31.379456,31.263708,34.893227,28.433214,28.975065,37.331223,38.293835,44.726,55.44021,58.97166,60.584297,61.57708,61.338943,60.2049,57.654804,51.04868,42.228687,39.528057,41.830048,47.386784,51.653072,55.145573,55.062878,48.981983,39.150948,40.05672,42.023903,34.96707,32.64892,38.05283,37.6804,33.317673,28.836897,27.786493,28.066404,25.416464,24.946629,22.546232,21.177866,24.581156,26.05734,29.04561,29.408058,24.426037,25.182587,29.501461,26.379002,23.169937,23.101671,27.15265,28.03076,23.862959,25.087645,24.654102,21.265123,23.19057,25.411331,23.1518,22.075266,25.351635,24.365696,23.771004
4,0.2417303374571288,23.957035,23.249334,24.488432,21.500978,21.414759,24.92806,24.394571,20.418505,22.323515,22.441618,21.131275,22.81459,22.774633,22.44103,22.7551,23.57175,24.080996,24.190445,24.901947,25.376425,27.76508,32.73624,30.407944,27.957676,30.520348,28.738836,26.746376,28.380627,30.030085,32.16034,35.834274,40.269833,43.42043,40.614334,36.90185,36.938126,41.721077,44.620167,40.099403,40.078087,40.716602,33.514084,33.388035,39.996758,42.66543,49.931984,57.306904,59.4094,59.802124,60.073,60.29979,60.269367,60.03716,59.79711,59.38457,58.96406,58.813484,58.064842,55.078808,48.481133,44.982212,45.87661,40.75259,42.379562,47.11821,37.21779,31.607399,40.163326,37.62595,32.482403,29.399223,28.579973,29.726084,25.468296,22.53874,20.798958,19.054543,24.122139,29.408552,29.802906,31.127188,27.850485,20.866623,26.569103,30.030672,25.584414,25.615372,26.258606,25.713844,25.499216,25.15084,25.449066,24.427553,24.57891,25.156944,23.482853,23.544744,25.135773,22.760992,24.119347
5,0.38292492254802624,25.077892,24.906368,26.774132,22.99503,21.65711,24.551558,24.271692,22.475018,23.150484,24.02765,21.98801,22.437325,23.664791,22.583723,22.559706,23.217361,23.332867,23.529678,25.947672,27.974924,30.840359,36.58578,35.6423,32.93207,34.300575,33.931908,33.96588,34.369038,30.687307,27.344824,29.090734,31.840813,35.98836,38.12915,34.071453,29.684711,30.309708,34.18529,35.914677,37.714233,46.172985,53.154503,55.174995,57.03269,58.952328,60.815872,61.99439,62.358,61.11187,57.897274,52.54113,45.04826,39.25432,39.12133,37.684032,37.329426,40.928562,44.252415,47.118908,46.34861,45.854656,51.201492,50.781277,44.140564,36.280952,33.061543,34.15989,36.499092,38.1038,34.605064,29.77315,27.981882,27.06252,26.410442,25.481434,23.168053,22.49445,24.919083,26.742392,27.528593,31.746437,33.57172,32.11679,32.25789,28.215181,24.406223,24.640152,26.024559,26.24096,25.781279,26.835192,25.779444,23.760744,25.042149,25.770859,24.198645,25.357706,26.7608,23.680544,24.706379
6,0.2417303374571288,23.95267,22.435225,24.624615,21.405556,20.95425,23.28611,23.089172,22.983425,23.898603,24.142063,22.91621,22.75506,24.10373,24.427092,23.01144,24.145927,23.605978,23.798727,27.028568,27.045038,28.251598,32.579876,27.71258,27.068604,32.58004,31.212786,26.53952,27.332788,28.726362,27.224056,29.820414,36.442097,36.973595,38.0954,38.590008,33.17089,34.40244,37.542423,37.051117,40.98982,50.907635,56.257652,59.20744,61.57166,61.74895,58.867523,54.6679,52.97363,54.269466,54.21916,51.506954,45.256737,39.65526,37.016293,34.365498,33.27316,36.3463,41.755077,46.465645,47.77039,49.61977,54.382294,52.924656,48.645985,45.614548,39.813904,37.073727,40.042088,40.84942,37.7135,31.224266,29.15022,29.844234,26.69116,25.259783,21.772898,20.786144,25.95572,30.475122,30.554863,28.962488,27.154808,22.84037,26.468754,30.020853,24.973097,23.72261,25.86953,25.983772,25.426788,26.264814,25.341368,23.877949,24.021515,22.96717,22.145138,22.58277,24.068521,23.040272,24.500816
7,0.060597535943081926,24.402767,25.204334,26.23059,22.28242,21.575737,24.251682,22.386818,20.673944,23.102015,23.204016,22.027575,22.740978,23.994154,22.695969,22.67982,23.154324,22.499691,23.083652,24.998363,27.23741,30.981533,35.830235,32.70741,31.574306,35.786926,30.88924,26.994501,29.276712,28.899597,29.656351,35.46185,41.47831,42.404655,39.155376,36.854984,34.162342,35.58319,39.644638,35.9854,32.738724,28.97237,21.563744,27.665745,35.554146,30.822557,33.348896,49.583496,58.910477,60.250034,57.5763,52.075684,47.130424,43.09665,41.305294,38.47475,36.06965,43.56523,53.856403,60.094612,63.964035,65.53573,63.36283,50.283035,41.96135,46.048115,41.32073,37.009937,41.260185,41.21516,36.679237,29.19533,26.671352,26.919489,24.272175,23.809149,22.447372,22.247955,25.97635,28.496918,27.999563,28.768599,29.401182,30.250143,32.210148,28.49669,23.45866,22.30577,28.127836,29.593027,24.956081,25.598898,23.661354,21.519695,25.024363,26.453205,23.653784,22.687794,24.479578,22.616299,23.820204
8,0.2417303374571288,25.221823,23.004536,25.911184,23.335508,21.223083,23.413403,23.15496,22.4526,23.423855,23.788399,23.11348,23.128574,23.597178,23.444614,23.639458,24.478622,23.822102,24.171146,28.984455,30.542278,30.510357,36.22296,34.103127,28.60777,30.922152,31.911165,28.328215,27.887806,28.337627,26.82243,27.833178,31.812996,33.060577,31.43465,32.598892,34.15016,35.265682,37.514526,40.162704,45.087112,52.25589,55.296757,55.87928,56.96376,57.68495,57.430065,56.1373,54.824543,54.51451,53.455,50.14089,44.861805,39.993526,36.985603,36.250854,39.055576,46.291985,53.16365,56.17214,55.464443,53.540314,51.88541,48.684986,45.842716,44.514206,38.40349,33.541336,35.90944,39.646652,36.854065,28.902807,25.814625,27.596558,28.190498,26.12401,22.685583,23.391695,27.04291,26.60093,28.154528,31.901567,32.140327,30.485384,31.144234,28.58057,25.198751,25.68449,27.760319,26.888279,25.455534,26.098288,24.816545,24.00571,25.512173,25.974764,24.175217,24.409212,26.19259,24.539988,25.006973
9,0.060597535943081926,24.391396,22.251045,25.273434,22.937515,22.6539,24.851784,24.06676,24.046986,24.577892,23.337797,22.311224,23.013523,24.134157,23.746738,22.735126,23.54372,22.55017,23.32665,29.239916,29.539099,30.510296,41.365887,45.50937,37.868843,29.444666,27.555157,31.489225,32.532608,29.369556,27.462595,29.405516,33.986362,35.433167,34.686214,36.910183,36.85375,36.24196,36.530807,37.728657,41.31394,49.481445,56.354877,60.205467,62.70685,62.88055,60.7132,56.963657,54.742153,55.57676,56.22749,54.632328,51.659966,49.71789,48.821266,49.19543,52.735275,57.415657,60.110123,60.152664,58.198795,54.890236,51.607937,47.249043,44.157608,44.30912,39.112064,38.39775,47.213703,49.628365,39.185276,26.408125,26.302284,30.338736,28.765081,25.514072,22.453272,22.289272,26.166458,29.890932,31.363487,30.357697,29.095707,28.159811,28.460903,27.814432,25.41855,25.248451,27.359354,27.377752,25.420324,26.700365,25.381823,23.205471,24.680237,24.723753,23.476015,23.363132,25.701551,24.064175,23.794662
