Settings,Value,Investment,Reinvestment,Avg Recourse,Load Lost,Load Served,Load Transferred,Grid Load,Grid Exported,Grid Imported,Bill Before,Bill After,Robustness,Redundancy,Resourcefulness,ES1,PV1,DG1,ES2,PV2,DG2,Run Time,Gap %
,,231380,148906.2154,9743137.977,0.510531683,0.224083138,0.190400666,0.074984514,3.35992369,1992085.245,355079.4321,339841.9325,0.9,0.063537621,0.113530334,300,40,0,175,28,0,,
