Month,Day,Hour,DC Output (W),AC Output (W),Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (W/m2),Cell Temperature (C)
6,17,23,0,0,0,0,22,2.2,0.17,0,22
6,18,0,0,0,0,0,21,2.2,0.17,0,21
6,18,1,0,0,0,0,21,2.2,0.17,0,21
6,18,2,0,0,0,0,20,2.1,0.17,0,20
6,18,3,0,0,0,0,20,2,0.17,0,20
6,18,4,0,0,0,0,20,2,0.17,0,20
6,18,5,0,0,0,0,20,2.3,0.17,0,0
6,18,6,195.243,172.471,63,68,22,3,0.17,63.945,23.482
6,18,7,823.122,778.101,561,105,25,3.4,0.17,266.78,30.769
6,18,8,1573.296,1501.693,685,131,28,3.2,0.17,484.58,39.032
6,18,9,2145.113,2053.249,745,156,30,2.9,0.17,685.466,46.362
6,18,10,2575.98,2468.848,792,167,31,2.8,0.17,846.926,51.531
6,18,11,2215.017,2120.676,281,470,32,2.8,0.17,733.576,49.707
6,18,12,2923.84,2804.382,844,162,33,3,0.17,986.104,56.072
6,18,13,2838.935,2722.486,840,158,34,3.1,0.17,955.654,55.996
6,18,14,2601.598,2493.559,819,152,34,3.2,0.17,862.74,53.553
6,18,15,1155.637,1098.834,65,340,34,3.3,0.17,373.171,42.296
6,18,16,1602.69,1530.046,715,123,33,3.4,0.17,503.931,44.11
6,18,17,858.876,812.588,597,100,31,3,0.17,283.67,37.561
6,18,18,212.205,188.831,376,65,29,2.3,0.17,85.799,31.124
6,18,19,0,0,0,0,26,2.1,0.17,0,0
6,18,20,0,0,0,0,25,2.5,0.17,0,25
6,18,21,0,0,0,0,24,2.6,0.17,0,24
6,18,22,0,0,0,0,23,2.5,0.17,0,23
6,18,23,0,0,0,0,23,2.4,0.17,0,23
6,19,0,0,0,0,0,22,2.1,0.17,0,22
6,19,1,0,0,0,0,22,1.6,0.17,0,22
6,19,2,0,0,0,0,21,1.1,0.17,0,21
6,19,3,0,0,0,0,21,0.8,0.17,0,21
6,19,4,0,0,0,0,21,0.8,0.17,0,21
6,19,5,0,0,0,0,21,1.3,0.17,0,0
6,19,6,216.947,193.406,232,74,23,1.9,0.17,77.784,25.153
6,19,7,797.429,753.318,452,131,25,2.6,0.17,256.695,31.372
6,19,8,848.577,802.655,61,246,28,2.9,0.17,264.467,34.303
6,19,9,1169.918,1112.609,69,336,29,2.7,0.17,370.988,38.127
6,19,10,2514.348,2409.401,734,193,30,2.6,0.17,824.436,50.701
6,19,11,2773.136,2659.019,758,203,31,2.8,0.17,923.859,53.367
6,19,12,2859.671,2742.488,762,209,32,3,0.17,958.688,54.421
6,19,13,2784.558,2670.036,750,208,32,3.3,0.17,924.966,52.598
6,19,14,2550.801,2444.562,719,204,31,3.6,0.17,829.883,48.649
6,19,15,2116.642,2025.787,653,200,30,3.6,0.17,672.425,44.323
6,19,16,632.613,594.343,13,203,29,3.2,0.17,199.083,33.509
6,19,17,745.131,702.874,308,151,28,2.5,0.17,238.506,34.062
6,19,18,200.041,177.098,1,69,26,1.8,0.17,63.822,27.877
6,19,19,0,0,0,0,25,1.7,0.17,0,0
6,19,20,0,0,0,0,24,1.8,0.17,0,24
6,19,21,0,0,0,0,24,1.7,0.17,0,24
6,19,22,0,0,0,0,24,1.7,0.17,0,24
6,19,23,0,0,0,0,23,1.7,0.17,0,23
6,20,0,0,0,0,0,23,1.7,0.17,0,23
6,20,1,0,0,0,0,23,1.7,0.17,0,23
6,20,2,0,0,0,0,23,1.8,0.17,0,23
6,20,3,0,0,0,0,22,1.8,0.17,0,22
6,20,4,0,0,0,0,22,1.8,0.17,0,22
6,20,5,0,0,0,0,22,1.9,0.17,0,0
6,20,6,21.715,5.092,0,8,23,2.1,0.17,7.56,23.209
6,20,7,81.687,62.938,0,28,23,2.3,0.17,26.519,23.706
6,20,8,202.711,179.674,0,68,24,2.7,0.17,64.571,25.592
6,20,9,415.545,384.966,0,138,25,3.1,0.17,131.302,28.014
6,20,10,551.495,516.099,6,178,26,3.2,0.17,174.936,29.942
6,20,11,736.929,694.962,12,232,26,3.3,0.17,233.438,31.171
6,20,12,1008.127,956.551,17,316,27,3.5,0.17,320.215,33.871
6,20,13,964.163,914.144,16,303,27,3.6,0.17,305.796,33.463
6,20,14,851.398,805.375,14,269,27,3.6,0.17,269.182,32.695
6,20,15,815.583,770.829,16,256,26,3.4,0.17,255.255,31.582
6,20,16,379.764,350.453,0,126,26,3,0.17,119.602,28.799
6,20,17,519.026,484.78,42,158,25,2.3,0.17,160.705,29.272
6,20,18,187.67,165.166,0,64,24,1.4,0.17,59.486,25.911
6,20,19,0,0,0,0,23,1,0.17,0,0
6,20,20,0,0,0,0,23,1,0.17,0,23
6,20,21,0,0,0,0,23,1.2,0.17,0,23
6,20,22,0,0,0,0,23,1.6,0.17,0,23
6,20,23,0,0,0,0,23,2,0.17,0,23
6,21,0,0,0,0,0,23,2.3,0.17,0,23
6,21,1,0,0,0,0,23,2.3,0.17,0,23
6,21,2,0,0,0,0,23,2.2,0.17,0,23
6,21,3,0,0,0,0,23,2.1,0.17,0,23
6,21,4,0,0,0,0,22,1.7,0.17,0,22
6,21,5,0,0,0,0,22,1.7,0.17,0,22
6,21,6,13.231,0,0,5,23,2,0.17,4.723,23.133
6,21,7,384.152,354.686,0,126,24,2.5,0.17,118.298,27.035
6,21,8,619.375,581.574,12,196,25,3.2,0.17,191.595,29.34
6,21,9,1142.285,1085.955,59,329,27,3.8,0.17,357.122,34.352
6,21,10,670.147,630.547,9,215,28,4.3,0.17,212.912,32.069
6,21,11,1078.322,1024.258,20,338,29,4.7,0.17,343.227,35.21
6,21,12,1582.303,1510.381,57,459,29,4.9,0.17,504.921,37.903
6,21,13,1113.196,1057.897,21,348,29,5,0.17,354.05,35.164
6,21,14,947.733,898.297,17,299,29,4.9,0.17,300.603,34.306
6,21,15,928.142,879.4,25,287,28,4.6,0.17,291.306,33.357
6,21,16,1097.531,1042.787,151,270,27,4.1,0.17,338.101,33.688
6,21,17,698.791,658.176,206,165,26,3.2,0.17,219.3,30.951
6,21,18,221.572,197.867,91,75,25,2.1,0.17,74.312,27.022
6,21,19,0,0,0,0,24,1.6,0.17,0,0
6,21,20,0,0,0,0,23,1.6,0.17,0,23
6,21,21,0,0,0,0,23,1.6,0.17,0,23
6,21,22,0,0,0,0,23,1.7,0.17,0,23
6,21,23,0,0,0,0,23,1.7,0.17,0,23
6,22,0,0,0,0,0,23,1.5,0.17,0,23
6,22,1,0,0,0,0,23,1.2,0.17,0,23
6,22,2,0,0,0,0,22,1.2,0.17,0,22
6,22,3,0,0,0,0,22,1.2,0.17,0,22
6,22,4,0,0,0,0,22,1.2,0.17,0,22
6,22,5,0,0,0,0,22,1.5,0.17,0,22
6,22,6,44.993,27.545,0,16,23,2,0.17,15.131,23.427
6,22,7,379.467,350.167,0,125,25,2.5,0.17,117.374,28.012
6,22,8,606.197,568.863,11,194,27,3.1,0.17,189.19,31.357
6,22,9,999.687,948.41,35,302,28,3.6,0.17,314.319,34.667
6,22,10,2645.747,2536.144,889,87,29,4.2,0.17,846.135,45.502
6,22,11,2581.298,2473.979,446,413,30,4.6,0.17,836.821,45.394
6,22,12,894.193,846.654,15,283,30,4.9,0.17,286.345,35.047
6,22,13,2028.828,1941.084,175,492,30,4.9,0.17,651.79,41.509
6,22,14,1862.377,1780.532,187,442,30,4.8,0.17,594.108,40.639
6,22,15,1569.581,1498.11,195,364,29,4.6,0.17,493.078,38.083
6,22,16,1466.554,1398.734,466,207,28,4,0.17,451.318,37.076
6,22,17,585.724,549.115,86,167,27,3.1,0.17,182.94,31.213
6,22,18,207.105,183.912,326,63,26,2.3,0.17,81.253,28.024
6,22,19,0,0,0,0,25,2.3,0.17,0,0
6,22,20,0,0,0,0,24,2.6,0.17,0,24
6,22,21,0,0,0,0,24,2.7,0.17,0,24
6,22,22,0,0,0,0,24,2.8,0.17,0,24
6,22,23,0,0,0,0,24,2.8,0.17,0,24
6,23,0,0,0,0,0,24,2.9,0.17,0,24
6,23,1,0,0,0,0,24,3.1,0.17,0,24
6,23,2,0,0,0,0,23,3,0.17,0,23
6,23,3,0,0,0,0,23,2.7,0.17,0,23
6,23,4,0,0,0,0,23,2.5,0.17,0,23
6,23,5,0,0,0,0,23,2.8,0.17,0,23
6,23,6,188.72,166.179,131,67,24,3.3,0.17,65.094,25.418
6,23,7,793.862,749.878,623,82,26,4,0.17,260.776,31.135
6,23,8,1583.478,1511.515,759,92,28,4.6,0.17,482.943,36.957
6,23,9,2193.746,2100.158,830,99,29,4.7,0.17,685.607,41.518
6,23,10,2636.728,2527.444,867,104,30,4.6,0.17,843.934,45.584
6,23,11,2904.468,2785.697,882,111,31,4.6,0.17,945.514,48.441
6,23,12,2983.242,2861.679,881,117,32,4.6,0.17,979.66,50.064
6,23,13,2892.06,2773.728,867,121,32,4.5,0.17,946.947,49.699
6,23,14,2621.816,2513.061,839,122,32,4.4,0.17,848.907,48.098
6,23,15,2198.231,2104.484,794,119,31,4.3,0.17,696.347,44.41
6,23,16,1612.713,1539.714,720,111,30,4,0.17,498.587,40.042
6,23,17,859.342,813.038,597,94,29,3.5,0.17,280.565,34.988
6,23,18,201.52,178.525,388,58,28,3,0.17,83.013,29.798
6,23,19,0,0,0,0,26,3,0.17,0,0
6,23,20,0,0,0,0,26,3.3,0.17,0,26
6,23,21,0,0,0,0,25,3.2,0.17,0,25
6,23,22,0,0,0,0,25,2.9,0.17,0,25
6,23,23,0,0,0,0,24,2.5,0.17,0,24
6,24,0,0,0,0,0,24,2,0.17,0,24
6,24,1,0,0,0,0,24,1.8,0.17,0,24
6,24,2,0,0,0,0,24,1.6,0.17,0,24
6,24,3,0,0,0,0,24,1.5,0.17,0,24
6,24,4,0,0,0,0,24,1.5,0.17,0,24
6,24,5,0,0,0,0,24,2,0.17,0,24
6,24,6,185.49,163.064,61,66,25,2.8,0.17,61.626,26.478
6,24,7,629.572,591.409,183,157,27,3.1,0.17,199.373,31.572
6,24,8,1258.088,1197.654,312,239,28,3.2,0.17,389.045,36.837
6,24,9,2138.236,2046.616,787,120,29,3.2,0.17,676.686,44.369
6,24,10,1795.485,1716.01,180,435,30,3.2,0.17,578.388,43.058
6,24,11,2828.836,2712.745,855,129,31,3.1,0.17,937.355,52.58
6,24,12,2596.287,2488.436,432,440,32,3.1,0.17,866.526,51.888
6,24,13,2364.151,2264.525,363,438,32,3.1,0.17,782.354,49.956
6,24,14,1724.251,1647.3,147,443,32,3.1,0.17,560.764,44.863
6,24,15,446.252,414.585,1,151,31,3.1,0.17,144.437,34.314
6,24,16,1586.465,1514.396,694,121,30,3,0.17,494.017,41.624
6,24,17,688.561,648.308,201,166,29,2.5,0.17,219.19,34.587
6,24,18,210.432,187.121,22,73,27,2.1,0.17,68.232,28.88
6,24,19,0,0,0,0,26,2,0.17,0,0
6,24,20,0,0,0,0,26,2,0.17,0,26
6,24,21,0,0,0,0,25,1.8,0.17,0,25
6,24,22,0,0,0,0,25,1.5,0.17,0,25
6,24,23,0,0,0,0,24,1.2,0.17,0,24
6,25,0,0,0,0,0,24,1,0.17,0,24
6,25,1,0,0,0,0,24,1,0.17,0,24
6,25,2,0,0,0,0,24,1,0.17,0,24
6,25,3,0,0,0,0,24,0.9,0.17,0,24
6,25,4,0,0,0,0,24,0.9,0.17,0,24
6,25,5,0,0,0,0,24,1.2,0.17,0,24
6,25,6,179.942,157.712,194,63,25,1.6,0.17,65.152,26.927
6,25,7,623.921,585.958,181,156,26,1.9,0.17,197.721,31.658
6,25,8,970.013,919.787,112,257,27,2.1,0.17,301.799,35.338
6,25,9,936.008,886.988,28,289,28,2,0.17,296.888,36.335
6,25,10,425.705,394.766,2,143,29,2,0.17,138.05,32.866
6,25,11,2191.27,2097.77,271,473,30,2.1,0.17,726.684,49.975
6,25,12,2188.952,2095.535,241,500,31,2.1,0.17,730.914,51.079
6,25,13,2418.064,2316.529,407,419,31,2.2,0.17,809.281,52.831
6,25,14,2217.16,2122.743,415,371,31,2.4,0.17,730.06,49.978
6,25,15,1879.962,1797.494,415,306,30,2.6,0.17,602.979,45.139
6,25,16,1447.592,1380.444,451,214,29,2.8,0.17,451.006,39.964
6,25,17,861.018,814.655,575,100,28,2.7,0.17,280.193,34.833
6,25,18,209.704,186.42,334,63,27,2.6,0.17,82.831,28.95
6,25,19,0,0,0,0,26,2.7,0.17,0,0
6,25,20,0,0,0,0,26,2.7,0.17,0,26
6,25,21,0,0,0,0,25,2.4,0.17,0,25
6,25,22,0,0,0,0,25,2.3,0.17,0,25
6,25,23,0,0,0,0,25,2.4,0.17,0,25
6,26,0,0,0,0,0,25,2.5,0.17,0,25
6,26,1,0,0,0,0,24,2.5,0.17,0,24
6,26,2,0,0,0,0,24,2.3,0.17,0,24
6,26,3,0,0,0,0,24,1.9,0.17,0,24
6,26,4,0,0,0,0,24,1.6,0.17,0,24
6,26,5,0,0,0,0,24,2,0.17,0,24
6,26,6,151.467,130.246,412,50,26,3,0.17,64.739,27.383
6,26,7,657.093,617.955,239,151,28,3.9,0.17,209.838,32.241
6,26,8,1056.907,1003.603,161,259,30,4.5,0.17,328.644,36.154
6,26,9,1858.943,1777.219,430,289,31,4.6,0.17,587.393,41.841
6,26,10,1732.162,1654.931,155,435,32,4.5,0.17,557.071,42.377
6,26,11,2403.854,2302.822,388,422,33,4.5,0.17,787.19,47.671
6,26,12,2312.933,2215.123,273,492,33,4.5,0.17,758.987,47.128
6,26,13,2402.741,2301.748,380,429,34,4.6,0.17,790.065,48.528
6,26,14,2195.06,2101.426,379,387,33,4.7,0.17,711.251,45.921
6,26,15,1939.543,1854.963,466,284,33,4.6,0.17,619.364,44.43
6,26,16,1426.164,1359.775,426,222,32,4.5,0.17,445.431,40.353
6,26,17,866.087,819.544,590,97,30,4.2,0.17,282.65,35.444
6,26,18,207.462,184.256,366,61,29,3.5,0.17,84.214,30.693
6,26,19,0,0,0,0,27,3.1,0.17,0,0
6,26,20,0,0,0,0,26,3.1,0.17,0,26
6,26,21,0,0,0,0,26,3.1,0.17,0,26
6,26,22,0,0,0,0,25,3,0.17,0,25
6,26,23,0,0,0,0,25,2.9,0.17,0,25
6,27,0,0,0,0,0,25,2.7,0.17,0,25
6,27,1,0,0,0,0,25,2.5,0.17,0,25
6,27,2,0,0,0,0,24,2.3,0.17,0,24
6,27,3,0,0,0,0,24,2.1,0.17,0,24
6,27,4,0,0,0,0,24,2.1,0.17,0,24
6,27,5,0,0,0,0,25,2.7,0.17,0,25
6,27,6,160.577,139.033,359,55,26,3.8,0.17,65.381,27.253
6,27,7,324.486,297.134,0,108,28,4.7,0.17,101.75,29.859
6,27,8,736.997,695.028,34,225,30,5.1,0.17,230.622,33.991
6,27,9,2155.263,2063.039,804,110,31,5.3,0.17,676.367,42.449
6,27,10,2606.115,2497.916,839,121,32,5.4,0.17,835.701,45.95
6,27,11,2875.24,2757.505,853,130,33,5.5,0.17,936.262,48.427
6,27,12,2959.32,2838.605,854,136,34,5.5,0.17,971.925,50.008
6,27,13,2871.873,2754.257,840,140,34,5.4,0.17,940.687,49.683
6,27,14,2605.219,2497.052,813,139,34,5.3,0.17,844.565,48.264
6,27,15,2187.509,2094.143,773,131,33,5.1,0.17,695.169,45.054
6,27,16,1600.616,1528.046,694,122,32,5,0.17,496.634,40.742
6,27,17,861.144,814.776,560,105,31,4.7,0.17,281.034,36.063
6,27,18,230.934,206.897,325,71,29,4.1,0.17,89.505,30.671
6,27,19,0,0,0,0,28,3.6,0.17,0,0
6,27,20,0,0,0,0,27,3.4,0.17,0,27
6,27,21,0,0,0,0,26,3.2,0.17,0,26
6,27,22,0,0,0,0,26,3,0.17,0,26
6,27,23,0,0,0,0,25,2.8,0.17,0,25
6,28,0,0,0,0,0,25,2.7,0.17,0,25
6,28,1,0,0,0,0,25,2.5,0.17,0,25
6,28,2,0,0,0,0,25,2.5,0.17,0,25
6,28,3,0,0,0,0,25,2.7,0.17,0,25
6,28,4,0,0,0,0,25,3.1,0.17,0,25
6,28,5,0,0,0,0,25,3.5,0.17,0,25
6,28,6,159.673,138.161,368,54,26,4.2,0.17,65.292,27.179
6,28,7,776.932,733.548,621,82,28,4.8,0.17,257.527,32.544
6,28,8,1558.512,1487.433,748,96,30,5,0.17,478.589,38.428
6,28,9,2166.007,2073.403,814,108,31,5,0.17,681.055,42.965
6,28,10,2604.114,2495.986,850,118,33,4.9,0.17,841.917,47.951
6,28,11,1730.376,1653.207,121,455,34,4.8,0.17,563.174,44.07
6,28,12,2050.107,1961.609,176,508,35,4.6,0.17,675.428,47.397
6,28,13,1686.408,1610.798,92,476,35,4.5,0.17,552.639,45.276
6,28,14,2609.275,2500.964,836,130,35,4.4,0.17,856.304,51.237
6,28,15,2186.769,2093.429,787,127,34,4.3,0.17,701.928,47.516
6,28,16,1603.262,1530.598,704,121,33,4.2,0.17,501.612,42.819
6,28,17,865.625,819.098,559,108,32,4,0.17,284.005,37.634
6,28,18,236.316,212.089,306,74,30,3.6,0.17,90.661,31.831
6,28,19,0,0,0,0,28,3.6,0.17,0,0
6,28,20,0,0,0,0,27,3.7,0.17,0,27
6,28,21,0,0,0,0,26,3.7,0.17,0,26
6,28,22,0,0,0,0,25,3.4,0.17,0,25
6,28,23,0,0,0,0,25,2.9,0.17,0,25
6,29,0,0,0,0,0,25,2.6,0.17,0,25
6,29,1,0,0,0,0,25,2.7,0.17,0,25
6,29,2,0,0,0,0,25,2.8,0.17,0,25
6,29,3,0,0,0,0,24,2.5,0.17,0,24
6,29,4,0,0,0,0,24,2.1,0.17,0,24
6,29,5,0,0,0,0,24,2.3,0.17,0,24
6,29,6,174.882,152.831,12,61,26,2.8,0.17,56.748,27.373
6,29,7,516.71,482.546,68,153,27,3,0.17,161.802,30.789
6,29,8,1087.62,1033.227,188,255,29,3.2,0.17,338.373,36.679
6,29,9,1403.252,1337.675,149,354,31,3.4,0.17,446.591,40.783
6,29,10,1626.973,1553.469,123,430,32,3.8,0.17,525.063,42.794
6,29,11,2360.921,2261.41,365,432,33,4.1,0.17,775.429,48.271
6,29,12,2418.492,2316.941,345,461,34,4.3,0.17,799.433,49.3
6,29,13,2406.835,2305.697,385,427,34,4.3,0.17,793.549,49.197
6,29,14,2635.611,2526.367,849,122,33,4.1,0.17,860.32,50.009
6,29,15,2059.147,1970.329,566,251,33,3.9,0.17,661.538,46.465
6,29,16,1501.111,1432.066,541,181,32,3.7,0.17,470.036,41.884
6,29,17,803.373,759.052,403,138,31,3.3,0.17,260.49,36.765
6,29,18,211.932,188.568,342,63,29,3,0.17,84.618,30.856
6,29,19,0,0,0,0,27,3.3,0.17,0,0
6,29,20,0,0,0,0,26,3.8,0.17,0,26
6,29,21,0,0,0,0,25,3.8,0.17,0,25
6,29,22,0,0,0,0,24,3.5,0.17,0,24
6,29,23,0,0,0,0,23,3.1,0.17,0,23
6,30,0,0,0,0,0,23,3.1,0.17,0,23
6,30,1,0,0,0,0,23,3.2,0.17,0,23
6,30,2,0,0,0,0,23,3.1,0.17,0,23
6,30,3,0,0,0,0,23,3.1,0.17,0,23
6,30,4,0,0,0,0,23,3.1,0.17,0,23
6,30,5,0,0,0,0,23,3.6,0.17,0,23
6,30,6,156.718,135.311,382,53,25,4.5,0.17,64.387,26.112
6,30,7,458.167,426.078,32,143,27,5.3,0.17,142.433,29.409
6,30,8,1592.142,1519.872,776,90,29,5.5,0.17,485.979,37.051
6,30,9,2198.217,2104.471,827,108,31,5.5,0.17,689.457,42.395
6,30,10,2652.827,2542.973,874,111,33,5.4,0.17,855.104,47.276
6,30,11,2393.916,2293.236,380,424,34,5.4,0.17,781.819,46.999
6,30,12,2139.943,2048.262,206,505,35,5.4,0.17,702.107,46.654
6,30,13,2936.843,2816.924,899,112,36,5.5,0.17,971.037,52.001
6,30,14,2673.581,2562.991,878,109,36,5.6,0.17,873.29,50.235
6,30,15,1513.552,1444.067,178,367,35,5.8,0.17,485.05,42.707
6,30,16,1567.081,1495.699,615,157,34,5.9,0.17,489.299,41.732
6,30,17,796.531,752.452,390,140,33,5.7,0.17,258.437,37.132
6,30,18,284.375,258.444,126,98,30,4.9,0.17,96.747,31.689
6,30,19,0,0,0,0,27,4.2,0.17,0,0
6,30,20,0,0,0,0,25,4,0.17,0,25
6,30,21,0,0,0,0,24,4,0.17,0,24
6,30,22,0,0,0,0,24,3.9,0.17,0,24
6,30,23,0,0,0,0,24,3.8,0.17,0,24
7,1,0,0,0,0,0,24,3.7,0.17,0,24
7,1,1,0,0,0,0,24,3.5,0.17,0,24
7,1,2,0,0,0,0,23,3.4,0.17,0,23
7,1,3,0,0,0,0,23,3.2,0.17,0,23
7,1,4,0,0,0,0,23,2.8,0.17,0,23
7,1,5,0,0,0,0,23,2.9,0.17,0,23
7,1,6,207.545,184.336,179,75,25,3.6,0.17,72.584,26.503
7,1,7,772.957,729.714,472,124,27,4.2,0.17,251.299,31.83
7,1,8,1529.224,1459.183,642,145,29,4.5,0.17,469.845,37.823
7,1,9,1956.688,1871.5,535,248,32,4.5,0.17,620.913,43.622
7,1,10,2244.473,2149.088,445,350,33,4.4,0.17,728.083,46.777
7,1,11,2840.379,2723.879,803,178,34,4.2,0.17,941.476,52.33
7,1,12,2940.99,2820.925,825,170,35,4.2,0.17,984.083,54.154
7,1,13,2850.872,2734,816,170,36,4.2,0.17,954.359,54.58
7,1,14,2594.403,2486.619,791,165,36,4.3,0.17,856.855,52.467
7,1,15,2160.727,2068.309,713,174,35,4.5,0.17,696.371,48.042
7,1,16,1586.439,1514.371,631,157,34,4.5,0.17,498.473,43.359
7,1,17,862.623,816.202,490,130,33,4.3,0.17,282.087,38.374
7,1,18,260.969,235.868,244,84,30,3.6,0.17,95.381,31.956
7,1,19,0,0,0,0,28,3,0.17,0,0
7,1,20,0,0,0,0,26,2.9,0.17,0,26
7,1,21,0,0,0,0,25,2.7,0.17,0,25
7,1,22,0,0,0,0,24,2.3,0.17,0,24
7,1,23,0,0,0,0,23,1.7,0.17,0,23
7,2,0,0,0,0,0,23,1.3,0.17,0,23
7,2,1,0,0,0,0,23,1.1,0.17,0,23
7,2,2,0,0,0,0,22,0.9,0.17,0,22
7,2,3,0,0,0,0,22,0.9,0.17,0,22
7,2,4,0,0,0,0,22,0.8,0.17,0,22
7,2,5,0,0,0,0,23,1,0.17,0,23
7,2,6,175.305,153.239,286,63,25,1.6,0.17,66.586,26.939
7,2,7,765.613,722.63,575,95,27,1.9,0.17,254.647,34.192
7,2,8,1517.566,1447.939,716,113,29,1.7,0.17,476.106,43.341
7,2,9,2072.151,1982.872,794,124,31,1.2,0.17,682.718,53.997
7,2,10,2436.263,2334.082,841,131,33,0.8,0.17,846.337,64.498
7,2,11,2690.792,2579.592,866,135,35,1.1,0.17,953.602,67.82
7,2,12,2819.444,2703.686,860,146,36,1.8,0.17,988.518,64.986
7,2,13,2783.138,2668.666,856,144,37,2.4,0.17,961.717,62.039
7,2,14,2185.676,2092.375,423,367,37,2.7,0.17,735.497,55.104
7,2,15,1789.173,1709.921,362,329,36,3,0.17,586.002,49.717
7,2,16,870.156,823.469,65,257,35,3.1,0.17,279.341,41.434
7,2,17,699.292,658.659,223,165,34,2.9,0.17,227.06,39.39
7,2,18,225.582,201.734,363,67,31,2.1,0.17,90.714,33.345
7,2,19,0,0,0,0,28,1.9,0.17,0,0
7,2,20,0,0,0,0,26,2.3,0.17,0,26
7,2,21,0,0,0,0,26,2.3,0.17,0,26
7,2,22,0,0,0,0,25,2.1,0.17,0,25
7,2,23,0,0,0,0,24,1.8,0.17,0,24
7,3,0,0,0,0,0,23,1.5,0.17,0,23
7,3,1,0,0,0,0,23,1.2,0.17,0,23
7,3,2,0,0,0,0,23,1.1,0.17,0,23
7,3,3,0,0,0,0,22,1,0.17,0,22
7,3,4,0,0,0,0,22,1,0.17,0,22
7,3,5,0,0,0,0,23,1.5,0.17,0,23
7,3,6,169.462,147.603,290,61,25,1.9,0.17,64.784,26.766
7,3,7,758.355,715.629,546,102,27,1.3,0.17,252.553,35.149
7,3,8,1476.568,1408.393,684,125,30,0.9,0.17,471.134,47.144
7,3,9,2043.161,1954.909,762,140,32,1.2,0.17,675.84,54.761
7,3,10,2182.475,2089.287,514,298,34,1.6,0.17,736.517,56.541
7,3,11,2723.512,2611.153,831,156,35,1.9,0.17,940.713,62.022
7,3,12,2832.168,2715.959,804,182,35,2.3,0.17,975.882,60.877
7,3,13,2760.506,2646.836,788,185,36,2.7,0.17,943.201,59.242
7,3,14,2530.327,2424.814,752,186,35,3,0.17,844.48,54.776
7,3,15,1497.273,1428.364,186,359,34,3.3,0.17,483.842,44.768
7,3,16,1420.114,1353.94,424,223,33,3.5,0.17,447.897,42.703
7,3,17,623.797,585.839,121,171,32,3.2,0.17,199.177,36.509
7,3,18,159.036,137.547,0,55,29,2.4,0.17,51.734,30.351
7,3,19,0,0,0,0,27,1.9,0.17,0,0
7,3,20,0,0,0,0,26,1.8,0.17,0,26
7,3,21,0,0,0,0,25,1.7,0.17,0,25
7,3,22,0,0,0,0,24,1.4,0.17,0,24
7,3,23,0,0,0,0,24,1.1,0.17,0,24
7,4,0,0,0,0,0,23,0.7,0.17,0,23
7,4,1,0,0,0,0,23,0.5,0.17,0,23
7,4,2,0,0,0,0,22,0.3,0.17,0,22
7,4,3,0,0,0,0,22,0.2,0.17,0,22
7,4,4,0,0,0,0,22,0.3,0.17,0,22
7,4,5,0,0,0,0,22,0.9,0.17,0,22
7,4,6,44.576,27.142,0,16,24,1.1,0.17,15.131,24.521
7,4,7,301.78,275.233,0,100,25,0.8,0.17,94.343,28.521
7,4,8,1116.802,1061.375,227,248,27,0.9,0.17,351.146,39.744
7,4,9,1606.638,1533.854,295,321,29,1.2,0.17,519.737,46.455
7,4,10,1856.837,1775.188,234,424,31,1.6,0.17,613.591,49.743
7,4,11,2060.84,1971.962,261,439,32,2.2,0.17,684.741,50.458
7,4,12,2307.185,2209.578,294,483,33,2.7,0.17,772.168,51.963
7,4,13,2822.939,2707.057,826,154,33,3.2,0.17,943.477,54.362
7,4,14,2605.564,2497.384,808,147,33,3.6,0.17,855.502,51.203
7,4,15,2187.823,2094.446,755,145,32,3.8,0.17,699.736,46.47
7,4,16,1619.786,1546.537,693,126,31,3.9,0.17,503.72,41.292
7,4,17,852.266,806.213,503,118,30,3.6,0.17,276.288,35.825
7,4,18,237.211,212.951,188,77,28,2.5,0.17,84.832,30.103
7,4,19,0,0,0,0,26,1.7,0.17,0,0
7,4,20,0,0,0,0,25,1.7,0.17,0,25
7,4,21,0,0,0,0,24,1.6,0.17,0,24
7,4,22,0,0,0,0,24,1.4,0.17,0,24
7,4,23,0,0,0,0,23,1.1,0.17,0,23
7,5,0,0,0,0,0,23,0.9,0.17,0,23
7,5,1,0,0,0,0,23,0.8,0.17,0,23
7,5,2,0,0,0,0,23,0.8,0.17,0,23
7,5,3,0,0,0,0,22,0.8,0.17,0,22
7,5,4,0,0,0,0,22,0.8,0.17,0,22
7,5,5,0,0,0,0,23,1.3,0.17,0,23
7,5,6,168.115,146.304,271,61,24,1.8,0.17,63.268,25.768
7,5,7,747.659,705.312,529,102,26,1.9,0.17,246.917,32.98
7,5,8,1485.801,1417.299,674,124,29,2,0.17,464.404,42.136
7,5,9,2075.345,1985.953,759,136,30,2,0.17,669.412,48.896
7,5,10,2511.823,2406.964,812,142,32,2.2,0.17,835.804,54.633
7,5,11,2777.407,2663.139,843,143,33,2.4,0.17,940.038,57.477
7,5,12,2881.024,2763.083,857,141,34,2.6,0.17,981.879,58.635
7,5,13,2829.949,2713.819,849,141,34,3,0.17,953.579,56.32
7,5,14,2284.704,2187.894,451,359,34,3.4,0.17,753.399,50.5
