,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.046774,0.021890999999999997,0.06937900000000001,0.046628,0.055341,0.080858,0.031010000000000003,0.031012,0.0,0.101191,0.075141,0.117712,0.09983199999999999,0.066069,0.028485,0.03459,0.099006,0.022931999999999998,0.004158,0.008974,0.028617,0.067166,0.007279,0.004804999999999999,0.239225,0.22740100000000002,0.235349,0.085285,0.1541295,0.0191455,0.025254,0.028133,0.0846055,0.0269355,0.065422,0.05440299999999999,0.07588575,0.0612585,0.025254,0.026867750000000003,0.027776250000000002,0.0428315,0.08054525,0.053142499999999995,0.026060875,0.026571249999999998,0.0142425,0.0779995,0.07105825,0.0829505,0.06557099999999999,0.0604155,0.130558,0.04797512500000001,0.00957275,0.027528125,0.0501945
8,0.031773,1.0217859999999999,0.069169,1.103077,0.798772,0.64854,1.131927,1.1140329999999998,0.673134,0.025834,1.1905640000000002,1.2557239999999998,1.202471,1.1386120000000002,0.937804,0.387671,0.008564,1.041182,0.27012200000000003,0.23699299999999998,0.087582,0.214428,0.477267,0.324995,0.133409,1.261024,1.166136,1.166855,1.1468205,1.1490315,0.4990645,0.1417985,0.40746625000000003,1.1208445,0.17811325,0.9058730000000002,0.6130970000000001,0.79905575,0.66794,0.1417985,0.25381425,0.196270625,0.632668,0.9032760000000001,0.6830885,0.197806375,0.35743075,0.209722,1.1938255,0.8999334999999999,1.038208,0.938457,0.91324675,0.6650965,0.730253875,0.26541875000000004,0.372550875,1.108555
9,0.6624800000000001,1.947193,1.6444839999999998,2.024352,1.233533,1.232167,2.039068,2.0551660000000003,1.3154890000000001,0.059234999999999996,2.1864679999999996,2.207824,2.108464,2.0754050000000004,0.652784,0.7370119999999999,0.055265,0.15537600000000001,0.07676300000000001,0.45888799999999996,0.36247,0.84339,1.4184290000000002,0.6315689999999999,0.025691,2.161154,1.7253830000000001,2.029822,2.10541,1.8822255,0.9735290000000001,1.2439369999999998,1.279713,2.0498785,1.0436634999999999,1.6954470000000001,1.2189375000000002,1.7341537500000002,1.0670775000000001,1.2439369999999998,0.514397,0.94352675,1.0323795,1.5712412500000004,0.3934725,0.8791669999999999,0.52797625,0.699746,2.123446,1.5530727500000001,1.3640945000000002,1.25845925,1.5779127499999999,1.9028189999999998,1.276164125,0.8180045,0.632494125,2.039759
10,0.360933,2.571123,1.809086,2.664506,2.2428589999999997,2.177624,2.648383,2.688767,2.183882,0.21290299999999998,2.8728939999999996,2.864122,2.699393,2.7136649999999998,1.110336,1.783212,0.808615,0.307475,0.660334,0.598173,0.6194149999999999,0.256578,2.665622,0.160249,0.9355209999999999,2.7898870000000002,1.8485070000000001,2.634584,2.7687,2.2484450000000002,1.1720655,1.032832,1.608357,2.6890855,0.644705,2.4487734999999997,1.66654,2.67735375,1.817457,1.032832,0.99034025,0.4506415,1.791952,2.265561,0.23386200000000001,1.011586125,0.2973975,1.0720725,2.7562525,2.23292,1.9120005,1.49505725,2.27410225,2.2994865,1.48095175,0.76649925,1.04030475,2.6766365
11,0.359376,2.9719729999999998,1.072325,3.064188,2.579841,2.660129,3.040647,3.0830949999999997,2.609536,0.523856,3.3245859999999996,3.283152,3.041857,3.107482,1.320598,1.460127,0.721143,0.7610119999999999,0.707624,0.59676,0.768028,0.6941799999999999,3.054707,0.407794,0.853688,3.1560349999999997,3.132362,3.011415,3.194387,3.0865045,1.508665,0.8832525,1.7463942499999998,3.0858350000000003,0.78871625,2.8585089999999997,1.9377550000000001,3.070271,1.9477725,0.8832525,1.114904,0.741448125,1.9471675,2.52762725,0.584403,0.99907825,0.47188949999999996,0.9097514999999999,3.1618994999999996,2.49420975,2.21404,1.8731512499999998,2.5545335,2.1141799999999997,1.76803875,0.9340204999999999,0.96600825,3.0736415
12,0.5433049999999999,3.136,1.6150309999999999,2.6022849999999997,3.1710610000000004,3.30456,3.191265,3.247897,2.8407579999999997,0.140106,3.5027150000000002,3.4508,3.199506,2.881079,2.0732199999999996,3.000181,0.964442,0.423134,0.705318,0.381623,0.567446,0.574543,3.226659,0.5340159999999999,1.27401,3.30098,3.2599899999999997,3.182609,3.0525,3.2256275,1.6873869999999997,1.094787,1.9677724999999997,2.741682,0.834665,2.8609185,1.7242625,2.9841705000000003,2.236758,1.094787,1.3259144999999999,0.704604,2.2326375,2.5589185,0.478575,1.21035075,0.51094,1.7717429999999998,3.3210325000000003,2.7140115,2.4771495,1.8998037500000002,2.776835,2.4580055,1.5566125,1.1153459999999997,1.7555605,2.925091
13,0.403322,3.073143,3.131124,2.64313,2.528409,3.23921,3.114394,3.176864,2.4053400000000003,0.347661,3.4369340000000004,3.381145,3.1647559999999997,3.162869,2.122506,2.156497,0.900894,0.413087,0.926714,0.650211,0.687387,1.857846,3.1361329999999996,0.9827480000000001,0.63054,3.204806,3.1876100000000003,3.1154,3.040032,3.151002,1.694044,2.494485,2.4499125,2.9029995,2.1761655,2.7841045,1.925128,3.0195662499999996,1.8976479999999998,2.494485,1.297469,2.01700575,1.8724669999999999,2.5302585,0.6979175,1.895977,0.55061975,1.2799095,3.2477695,2.5060209999999996,2.6426875,1.9728435,2.56011825,3.1679649999999997,1.5968748750000001,1.048683,1.353558375,2.909997
14,0.121727,2.7672109999999996,2.0673359999999996,2.8483490000000002,2.773375,2.9384050000000004,2.808852,2.866216,2.406656,0.356345,3.119943,3.059261,2.895556,2.250768,1.898966,2.6238180000000004,0.818118,0.321984,0.741327,0.32297899999999996,2.669129,1.0383399999999998,2.801363,0.881957,0.153438,2.9164380000000003,2.426897,2.819766,2.984146,2.6178745,1.6443065,1.5528379999999997,1.9797469999999997,2.5495585,1.2955889999999997,2.328712,2.4599485,2.67546075,1.524497,1.5528379999999997,1.23121225,1.1669644999999997,1.481145,1.8876325,0.6019705,1.392025125,0.36184875,1.3727725000000002,2.9340564999999996,2.1666745,2.074867,1.7680135,2.2076007499999997,2.491887,1.6050988750000001,0.8830167499999999,1.4928333750000002,2.8572825
15,0.189488,2.238659,2.312384,2.319506,2.242095,2.402114,2.30767,2.334895,2.0338320000000003,0.302046,2.554238,2.5059430000000003,2.386846,2.3333939999999997,1.870604,2.081384,0.448906,0.24436600000000003,0.306876,0.7068540000000001,0.34002,1.481376,2.28054,0.874174,0.273906,2.416668,2.148084,2.3377310000000002,2.436872,2.227877,1.4540030000000002,1.8968800000000001,1.9653560000000003,2.32645,1.6891280000000002,2.1836130000000002,1.3367069999999999,2.303495,1.3303759999999998,1.8968800000000001,0.9514545000000001,1.585252,1.290788,1.8318849999999998,0.55927,1.42416725,0.374379,1.135436,2.4068065,1.8190229999999998,2.1019989999999997,1.4830382500000001,1.84879725,2.364526,1.3469425,0.8217455,1.2278815,2.3272005
16,0.043583,1.3489849999999999,1.5332919999999999,1.5476269999999999,1.479066,1.618442,1.578299,1.5837180000000002,0.9318759999999999,0.7437659999999999,1.740942,1.709314,1.6443599999999998,1.588741,1.4091859999999998,1.339002,0.288089,0.152754,1.4737419999999999,0.299882,0.7893709999999999,0.9985499999999999,1.547596,0.721802,0.062781,1.690162,1.5924269999999998,1.614328,1.6442845,1.5853629999999999,0.826839,1.2659209999999999,1.0988984999999998,1.568184,1.1322355,1.2603084999999998,1.189056,1.55789,0.8535704999999999,1.2659209999999999,0.557464,1.06539275,0.8205399999999999,1.2211557499999999,0.43727800000000006,0.9116924999999999,0.24043050000000002,0.6912925,1.6438065,1.21593475,1.4989635,1.0405422500000001,1.23217325,1.611727,0.8940287499999999,0.435211,0.78971625,1.5656725
17,0.27774200000000004,0.389491,0.501169,0.5191330000000001,0.491773,0.5628730000000001,0.563703,0.565025,0.247763,0.404119,0.637281,0.6370560000000001,0.62499,0.5797920000000001,0.490769,0.457,0.235735,0.546708,0.541428,0.24419300000000002,0.183042,0.432699,0.594091,0.13473,0.18728299999999998,0.694754,0.6348590000000001,0.661956,0.578207,0.599281,0.19124649999999999,0.46693399999999996,0.35734849999999996,0.5494625000000001,0.44981649999999995,0.4137775,0.38141700000000006,0.5717767500000001,0.4061365,0.46693399999999996,0.21349075,0.44125775,0.37549299999999997,0.49296425000000005,0.340719,0.340212375,0.3092305,0.367371,0.6003795000000001,0.48491975,0.5352805,0.47054925000000003,0.48793625,0.5979615,0.41418175,0.23449425000000002,0.38311525,0.542079
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
