,probs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0,0.2417303374571288,72.43628,68.014496,68.33342,70.20801,67.42134,67.46932,67.300385,67.5781,66.26218,65.12965,67.346565,67.34913,66.722534,67.286804,66.23393,67.92444,67.950226,69.74932,74.51577,77.15944,81.3504,78.6816,77.829155,85.565956,89.40945,94.42256,105.185875,112.289246,112.393456,117.429634,131.72578,112.51288,123.07734,114.79258,119.38426,129.82329,132.78052,150.63405,160.01176,163.24596,148.25186,150.79787,144.34319,162.70964,161.03075,166.49326,167.99493,174.35303,178.84431,177.56027,171.46867,175.2956,169.29807,171.58739,164.9271,174.19557,175.0371,173.09213,179.12253,171.77504,176.10887,171.89183,173.22363,172.31429,174.64035,171.62819,159.6047,153.0891,140.76685,145.80492,138.91759,136.55966,129.76883,126.78333,132.3638,114.398384,128.5179,123.18584,124.773155,117.95889,112.37275,99.4056,112.40565,104.61273,111.49449,98.57155,95.62366,91.3699,88.79642,90.54416,82.49839,83.83676,81.228516,81.05143,68.48443,75.96886
1,0.2417303374571288,70.33925,64.49963,66.13946,67.65548,65.51877,67.07269,66.46059,65.291084,65.502335,66.355064,66.81997,64.01951,65.27454,66.39395,65.041954,66.69755,65.98031,67.99752,71.85503,72.25756,75.85243,72.58789,80.929695,89.05733,89.610405,90.64672,102.130936,107.50536,117.47495,118.04228,121.39786,97.71009,108.8668,118.759445,129.3931,134.79103,145.1524,146.48363,130.16562,149.70125,124.52363,152.09177,136.37503,143.19266,151.2186,158.52078,165.92738,170.80667,179.03754,185.2594,180.42334,184.06888,172.59227,172.37813,165.18646,169.74905,167.44594,158.11572,169.747,164.23788,170.92303,171.77562,177.49686,179.8712,172.24344,168.28235,146.73447,146.31285,136.01602,137.88385,116.323784,125.060394,124.21995,124.730064,123.3775,104.203445,126.81085,120.57356,117.29888,118.15134,114.28792,109.807144,112.21106,106.92512,114.710625,95.778595,95.44178,86.31949,83.406586,94.064415,78.69462,81.57753,81.231544,75.7919,68.02652,73.09647
2,0.38292492254802624,72.54607,66.61276,68.54828,70.85364,68.4404,68.23007,66.961655,67.9766,66.55002,64.842094,68.089554,66.22274,66.689514,66.756165,65.52435,68.50016,67.80887,68.827736,74.328125,74.04051,75.40765,78.6855,79.65905,89.03803,88.847786,96.97323,97.52385,113.30397,120.39888,123.427055,133.3912,113.50365,126.51762,121.21319,124.27541,137.33788,133.8352,150.90277,161.88306,168.0574,159.71695,161.75197,162.54408,163.76117,160.46616,157.44728,168.2295,178.54851,180.10199,174.31078,172.19595,174.35104,172.30403,174.44391,168.05666,173.60985,172.78163,172.76991,174.78738,176.09253,180.44627,178.30836,174.60507,173.39809,173.07344,176.31497,157.14081,147.92387,137.46356,146.15755,129.25963,123.52235,119.321144,119.78498,137.38348,115.34562,146.35345,117.939514,132.05086,112.88598,123.03508,111.95416,118.97559,104.36611,108.0048,96.330124,92.61622,91.960396,86.943474,89.92652,81.76522,82.00357,80.23559,80.050804,68.41902,77.31549
3,0.2417303374571288,69.078705,66.12287,68.04783,67.39747,65.403076,67.072624,66.579094,66.40096,66.91198,65.64609,67.69369,66.66622,67.10887,67.28147,66.37503,66.30466,66.41047,67.75527,75.31206,73.30998,78.75442,78.948166,80.50868,89.3958,89.48052,100.21504,101.07361,119.27411,119.393906,123.24214,128.35104,109.99488,121.51563,119.128105,126.63756,144.05064,145.05956,149.27036,161.9786,159.74225,156.43233,156.35176,157.29395,160.71486,164.72868,167.61137,165.11234,166.97758,177.18211,179.08429,178.42258,175.50874,174.44173,164.49483,165.88486,154.00249,154.314,144.15181,153.0091,159.1997,171.79608,176.36635,178.66522,179.56822,184.37315,182.43005,171.9861,158.19983,145.83618,145.33163,124.43579,125.98032,123.00399,125.35552,132.25844,109.73123,132.15181,124.7564,128.30884,111.73443,116.50724,106.65829,112.53844,107.84601,106.65373,94.68518,91.83533,87.34337,84.67286,91.57354,79.94334,81.90892,79.2659,79.33688,70.287155,75.0386
4,0.38292492254802624,74.22064,68.78526,68.19697,69.60705,67.18072,68.25983,67.049065,67.60725,66.81387,64.913216,66.5269,67.07829,67.27527,67.221375,66.665695,67.518745,67.94474,69.88617,75.541954,74.980446,83.356705,80.27762,81.43969,91.38832,89.595345,97.195206,101.94564,125.34576,128.31493,138.5162,132.40694,111.11093,126.840866,125.23627,129.83511,137.59856,137.3773,147.94786,158.16208,167.63272,167.96727,167.04156,172.15572,168.8186,167.54251,159.71849,175.96344,180.22101,184.8578,177.37642,174.28825,177.5157,178.72804,180.4302,182.18279,179.88844,172.26155,171.60814,176.67494,176.0439,173.21603,172.30199,169.2997,171.8376,172.67104,168.74872,144.73471,140.20505,130.05031,134.58453,126.09941,127.44985,125.670296,130.95938,125.54775,113.65375,127.5138,127.60232,121.36413,114.1362,110.32838,102.461075,109.79889,103.226944,104.040565,98.58137,93.79915,88.96647,86.391945,87.499054,83.6165,82.16798,80.70251,79.123116,72.27486,74.90514
5,0.38292492254802624,72.84308,68.74696,67.54957,70.02016,67.65002,66.73613,68.12878,67.08932,64.998634,65.313065,66.46931,66.40328,65.84202,67.11727,67.00943,67.92682,68.01228,68.7031,73.65418,75.54502,80.972855,78.69078,83.0149,88.09541,90.57224,91.22201,100.10936,112.85038,115.208855,113.37444,117.04795,105.67646,118.65842,120.14971,125.099335,139.15964,151.3522,153.53746,165.75385,158.13495,158.94969,157.64801,165.12903,169.54332,172.58957,165.83525,173.76712,175.70584,179.73618,181.17966,177.32431,182.78265,178.14587,180.97987,178.77519,177.41011,175.18507,169.72375,175.74225,172.32991,170.3199,170.89792,164.64714,167.86308,150.22533,150.78442,116.36643,133.89217,123.16562,138.89197,138.81995,135.1353,142.87595,130.33723,135.8816,109.64874,131.67291,124.55202,123.10126,121.637184,115.55968,108.823235,108.72229,111.46487,106.99694,100.749985,96.88686,87.53632,87.12128,87.9305,83.17488,84.30295,80.046906,78.03668,70.24238,73.72412
6,0.24173033745712882,72.79315,67.65386,67.650055,69.14692,67.46863,66.44983,67.50978,67.27926,67.615,65.62688,67.40979,66.76307,66.37463,66.49619,66.25732,67.85964,68.09787,68.55936,73.28701,74.92425,76.11836,76.25281,80.67831,88.19703,89.84633,97.36375,102.86409,117.64735,118.47628,121.55944,127.64645,112.87077,119.04902,119.89568,132.3875,144.1495,143.25314,147.66531,165.74146,158.66345,151.15567,160.17642,146.23683,158.74193,162.39088,166.99171,155.65433,157.71799,176.62196,181.8371,179.94553,177.18465,177.46986,169.08815,158.02104,151.9938,163.40776,148.08992,157.26122,155.4724,167.93573,170.00104,173.41989,175.51195,173.43666,166.8237,150.84528,152.39374,131.30966,134.3274,130.61278,141.05338,131.68282,141.21635,121.93658,115.496925,127.238815,130.14171,128.48592,121.357056,117.45449,99.15968,111.019226,106.63325,113.561646,99.7178,95.086975,92.48659,87.789154,90.28574,84.54389,83.81434,80.24099,78.58737,70.77362,75.10543
7,0.2417303374571288,72.53699,66.77413,67.554565,69.72448,66.771355,68.40379,67.06233,66.765305,66.5544,65.669876,67.41497,66.61776,66.986275,67.6728,65.319336,69.31843,69.35989,69.25452,70.97015,70.883514,71.54352,71.251366,79.4842,92.1025,91.31611,96.59874,103.477745,123.41936,135.12286,126.77105,130.37234,99.19321,125.30422,124.29215,132.52661,139.50104,132.74571,143.8345,143.86809,156.57962,143.78621,154.76195,142.27725,155.41429,160.70348,168.50845,171.15666,172.02121,178.60051,179.00542,176.97966,176.72067,178.57831,177.6048,172.51695,174.92065,175.22237,175.45238,174.35167,171.80737,175.36647,173.82753,176.76674,176.46916,178.84492,177.18912,162.5206,152.04974,135.78133,142.31737,126.62521,137.13686,128.18466,141.2354,121.60874,115.83544,135.86205,133.01299,124.23369,118.641266,117.49662,106.05878,119.7232,102.282616,114.19899,92.12572,94.692444,89.05257,88.23348,91.46583,80.1095,83.830574,79.37975,78.909645,70.93681,73.67707
8,0.38292492254802624,71.07213,64.79202,65.72942,69.17237,65.65799,65.35312,65.462234,65.80924,64.88337,63.003517,68.70165,65.533295,64.72511,65.51354,64.56466,65.60077,67.25529,69.56614,74.39162,74.489,79.89976,77.19183,78.38122,86.213806,88.57997,90.83641,98.25172,109.354996,114.04497,127.1318,126.66554,112.42025,121.91324,118.47067,123.604866,137.75607,139.22299,147.01433,165.3462,161.54617,154.02246,151.39197,155.80054,165.78957,167.57985,165.50108,182.14146,190.01357,190.0764,189.1295,180.54005,185.33768,174.19746,178.98035,175.18555,174.79079,169.68866,157.98607,175.09299,170.43246,175.87364,172.02362,171.0182,171.25739,157.46674,155.11197,134.32672,142.44733,133.61815,138.0065,123.49251,134.14728,118.427185,130.29613,122.98966,125.29233,122.20556,122.452644,111.506065,109.4912,105.99198,91.66104,105.0876,94.00459,101.3512,91.76535,91.07263,90.694786,87.64687,86.979126,80.08613,82.13444,75.811035,75.11305,66.28343,75.071815
9,0.060597535943081926,71.3045,65.305084,68.47347,69.7754,67.27151,67.41359,66.73323,66.698685,66.8558,67.01319,68.107735,66.19254,66.8407,66.26904,65.29656,67.435524,67.62028,68.26375,75.089294,75.38904,75.981895,76.89989,78.31907,85.05348,88.73888,93.30552,105.63273,114.34996,121.18628,115.72551,117.46803,109.12812,123.143745,126.728485,133.8523,138.91348,132.87968,144.56688,138.29536,157.88512,124.71335,152.4101,123.701675,147.06389,153.85919,164.96461,153.0115,152.87918,168.23593,180.16078,180.6233,180.77971,170.8563,164.74136,157.14458,147.10272,154.2659,138.68347,151.69626,152.05307,168.26733,175.56563,182.19656,183.11607,174.23709,175.1396,159.80682,158.39142,135.04463,148.56857,129.81604,129.31978,112.644,118.9934,128.76335,124.335045,144.57893,119.13205,140.0254,110.86204,116.78796,100.2334,113.64341,108.76821,111.82675,95.09101,95.043396,90.039604,85.35383,90.205,80.80436,82.85982,79.98602,81.005646,71.13061,73.18169
