,Investment,Reinvestment,Avg Recourse,Load Lost%,Load Served%,Load Transferred%,Grid Load%,Grid Exported,Grid Imported,Bill Before,Bill After,Robustness,Redundancy,Resourcefulness,ES1,PV1,DG1,ES2,PV2,DG2
0,467958.0,64485.27718818198,447261.30291393766,0.22358713369915406,0.11980170044761612,0.32646030417905314,0.8069177272963322,10964.783815976389,668571.2973432108,121711.20588816275,117426.10363082652,0.593594636742153,0.10782153040285451,0.3189515842556707,300.00000000000006,114.00000000000001,0.0,186.9138469222666,0.0,0.0
