,Investment,Reinvestment,Avg Recourse,Load Lost%,Load Served%,Load Transferred%,Grid Load%,Grid Exported,Grid Imported,Bill Before,Bill After,Robustness,Redundancy,Resourcefulness,ES1,PV1,DG1,ES2,PV2,DG2
0,1550936.0,636962.8378206182,2680260.868202885,0.0129451746863951,0.8056471562755182,0.17634404187285233,0.005063627165234321,33380.30921340984,110996.45247839927,101158.72655197808,84949.49267939966,0.6540454361205325,0.5058139127032865,0.7059982403972598,900.0,388.0,0.0,490.7691394604336,145.3890661123589,6.170957272950696
