,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.15121500000000002,0.436819,0.46754399999999996,0.37200900000000003,0.423882,0.428987,0.31424,0.510122,0.46626999999999996,0.050114,0.052281,0.16412000000000002,0.363351,0.357105,0.462237,0.444712,0.407928,0.377973,0.321994,0.312008,0.26222300000000004,0.24829099999999998,0.027593,0.038007,0.266717,0.046045,0.0071920000000000005,0.018673,0.031841999999999995,0.144147,0.270982,0.455491,0.361104,0.2470395,0.34200850000000005,0.389776,0.43290300000000004,0.445612,0.4410655,0.3539005,0.0297365,0.30966400000000005,0.23673099999999997,0.16970025000000002,0.3856395,0.273836625,0.4082975,0.35389125,0.0349245,0.253749,0.20774474999999998,0.311952,0.049163,0.19641575,0.4495865,0.2351261875,0.43526725,0.2177605,0.35346750000000005,0.18032975
8,1.371195,1.3591739999999999,1.4290260000000001,1.25457,0.38122500000000004,0.303014,1.5203769999999999,1.542183,1.455421,0.453743,0.025008,0.038092,1.315416,1.330372,1.5672940000000002,1.4892550000000002,1.4600499999999998,1.416641,1.351059,1.301689,1.2798530000000001,0.15612600000000001,0.187416,0.315368,1.4021649999999999,0.5297970000000001,0.244504,0.190547,0.389526,1.302594,0.9658545000000001,1.4723380000000001,1.4372515,0.9784100000000001,1.2781295,1.3653575,0.831094,0.935154,1.3983765,1.16251425,0.134756,1.3051125000000001,0.8499625000000001,0.7199342500000001,1.3877329999999999,1.068287625,1.45479475,1.4002707499999998,0.35244699999999995,1.309005,0.849649375,1.4127447499999999,0.27740250000000005,0.8161185,1.1432575,0.9422030625,1.511044375,0.8237329999999999,1.384554,0.8145290000000001
9,2.065892,2.065819,2.156044,0.620658,0.636908,0.582715,2.311451,2.2797020000000003,2.1832559999999996,0.320938,0.045014000000000005,1.3211169999999999,2.041006,2.082889,2.3872750000000003,2.203591,2.186401,2.197603,2.133834,2.057241,2.11409,0.262289,0.341128,1.9337950000000002,2.163156,1.473335,0.515829,0.7410650000000001,0.7328210000000001,2.117522,1.5062615000000001,2.1934234999999997,2.17828975,1.560048,1.3389495,2.1066425,1.3242669999999999,1.484995,1.4501800000000002,1.78604025,0.2804215,2.0984895000000003,1.3495424999999999,1.1894555000000002,2.1137034999999997,1.69352925,2.1858566249999996,1.8066680000000002,1.3333080000000002,2.0792640000000002,1.3508428124999998,2.20497025,0.7591745000000001,1.31476625,1.7537614999999998,1.50414775,2.2865658125,1.2637645,2.1588405,1.3373347500000001
