,ES_I,PV_I,DG_I,ES_E,PV_E,DG_E,U
0,84.0,82.0,-0.0,0.0,0.0,0.0,1.0
1,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
2,1.0,87.0,21.0,0.0,0.0,0.0,1.0
3,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
4,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
