,Investment,Expansion,Bill Saving,Phi,Lambda,E,Peak Shift,Incentives,Annual Grid Purchase,Annual Grid Sell
row,128585.60000000002,0.0,0.12234393287195097,0.08026465179534113,0.6689193632189805,0.6628919672511021,0.15271092814251877,348.0436515703363,4159.829831428731,67.82832859238567
