,Investment,Expansion,Bill Saving,Phi,Lambda,E,Peak Shift,Incentives,Annual Grid Purchase,Annual Grid Sell
row,64864.8,33497.89258,0.131552331,0.548494662,0.739426272,0.781204817,0.160734728,157.4556675,1612.738404,135.8647219
