,Investment,Expansion,Bill Saving,Phi,Lambda,E,Peak Shift,Incentives,Annual Grid Purchase,Annual Grid Sell
row,134244.0,0.0,0.025241688609841797,0.41271997503924845,0.6143439097472062,0.568357110604436,0.0,0.0,3752.693120198201,141.48014393919917
