price,Investment,Expansion,Bill Saving,Phi,Lambda,E
0.4,100950.9013,61382.06423,0.133838613,0.110214947,0.646532665,0.683423462
0.5,101341.0347,62170.61876,0.133207077,0.111314165,0.645875136,0.684520448
0.6,103367.8554,60669.78873,0.132801218,0.119712538,0.670345872,0.707114677
0.7,105125.1089,60632.06722,0.174826775,0.111314165,0.66683903,0.699793471
0.8,105835.3707,60632.06722,0.168826775,0.113627404,0.682270673,0.701190972
0.9,106225.504,60463.95963,0.16584115,0.111488115,0.67443805,0.700033836
1,106225.504,62322.9388,0.135593723,0.112182022,0.667964128,0.700661328
