,Investment,Expansion,Bill Saving,Phi,Lambda,E,Peak Shift,Incentives,Annual Grid Purchase,Annual Grid Sell
row,112280.3733,61302.86916,0.028680538,0.160846578,0.589000327,0.503464244,0,0,3975.021881,156.2191184
