,Investment,Expansion,Bill Saving,Phi,Lambda,E,Peak Shift,Incentives,Annual Grid Purchase,Annual Grid Sell
row,229944.5866666667,76327.8721264091,0.12445083419272747,0.22143256092654712,0.6855489791108491,0.7075516914325994,0.16515796258874854,696.0893414641151,7981.206904380681,299.71100380876175
