,Investment,Expansion,Bill Saving,Phi,Lambda,E,Peak Shift,Incentives,Annual Grid Purchase,Annual Grid Sell
row,159985.87733333334,0.0,0.1269967777760556,0.23724064530016697,0.6827792293074603,0.6471659387439709,0.1621151806822365,342.060622441534,3818.4202197775685,310.0428646316532
