,Investment,Expansion,Bill Saving,Phi,Lambda,E,Peak Shift,Incentives,Annual Grid Purchase,Annual Grid Sell
row,128318.66666666667,66608.01923352938,0.12829254908932047,0.09436310024038004,0.6909567710396693,0.7472074551381557,0.1483926109972887,341.29940471730464,3675.662684340738,89.6380359735497
