pv,Investment,Expansion,Bill Saving,Phi,Lambda,E,ES,PV,DG
0.8,106225.504,50590.6508538948,0.1356602682449695,0.10149604276770795,0.6483883783951528,0.6747654592999205,45.74104320144737,177.57400589089207,26.25
1.2,106225.504,61506.31480045949,0.13865327892313042,0.11144666141425458,0.677684513542748,0.6985423457750162,49.06826472183437,190.8307864929621,26.249999999999996
