,ES_I,PV_I,DG_I,ES_E,PV_E,DG_E,U
0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
1,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
2,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
3,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
4,36.0,72.0,7.0,17.813967852283856,36.06805700368848,6.124999999999997,1.0
