,ES_I,PV_I,DG_I,ES_E,PV_E,DG_E,U
0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
1,69.0,138.0,25.0,31.814356489651576,88.83595482155444,6.250000000000001,1.0
2,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
3,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
