,Investment,Expansion,Bill Saving,Phi,Lambda,E,Peak Shift,Incentives,Annual Grid Purchase,Annual Grid Sell
row,129056.40000000001,0.0,0.12708609356769165,0.5109310978301308,0.7217805841745308,0.7005090602998102,0.1729008533162947,332.88010418555314,3686.6391361236942,127.63230774896522
