,Investment,Expansion,Bill Saving,Phi,Lambda,E,Peak Shift,Incentives,Annual Grid Purchase,Annual Grid Sell
row,132608.66666666666,0.0,0.023942913009805715,0.07633416814571822,0.573714582029021,0.5002136305826436,0.0,0.0,4237.266622596534,71.07967898483331
