,Investment,Expansion,Bill Saving,Phi,Lambda,E,Peak Shift,Incentives,Annual Grid Purchase,Annual Grid Sell
row,111724.8,62732.940438897735,0.12921437289731777,0.5616207685819175,0.7760148138168779,0.8181323547951386,0.16594012339994216,322.9956870424086,3429.912352416285,120.87792155309964
