,ES_I,PV_I,DG_I,ES_E,PV_E,DG_E,U
0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0
1,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,29.0,116.0,25.0,0.0,0.0,0.0,1.0
