,ES_I,PV_I,DG_I,ES_E,PV_E,DG_E,U
0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
1,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
2,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
3,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
4,58.0,116.0,21.0,24.156830816614153,69.54371450657756,5.249999999999999,1.0
