,ES_I,PV_I,DG_I,ES_E,PV_E,DG_E,U
0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
1,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
2,22.0,66.0,8.0,12.787989042110317,34.04565434796693,7.624999999999999,1.0
