,Investment,Expansion,Bill Saving,Phi,Lambda,E,Peak Shift,Incentives,Annual Grid Purchase,Annual Grid Sell
row,265188,75510.9521,0.132033091,0.537606653,0.70927072,0.700540748,0.169917401,658.5625837,6794.090439,347.371967
