,Investment,Expansion,Bill Saving,Phi,Lambda,E,Peak Shift,Incentives,Annual Grid Purchase,Annual Grid Sell
row,112280.37333333334,60926.361280464276,0.12465432440487084,0.22638321048993312,0.6940110482356291,0.7124006388818804,0.16062355101818634,339.8847020297915,3861.7612865960496,165.49694386694554
