,Investment,Expansion,Bill Saving,Phi,Lambda,E,Peak Shift,Incentives,Annual Grid Purchase,Annual Grid Sell
row,67337.01333,34688.42639,0.128229627,0.2278536,0.67418058,0.692442372,0.158244721,167.611604,1803.770541,142.3430318
