,Investment,Expansion,Bill Saving,Phi,Lambda,E,Peak Shift,Incentives,Annual Grid Purchase,Annual Grid Sell
row,72186.4,39425.82835624783,0.12882797866275042,0.10064564963124219,0.7129645168851894,0.7594423446687506,0.14279982805791808,164.4418816557848,1730.6286308783306,65.75866929666809
