,ES_I,PV_I,DG_I,ES_E,PV_E,DG_E,U
0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
1,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
2,119.0,238.0,42.0,30.120311740421297,84.507379334734,10.499999999999998,1.0
3,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
4,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
