,ES_I,PV_I,DG_I,ES_E,PV_E,DG_E,U
0,26.0,1.0,-0.0,20.494870059096897,0.4849253232670427,0.0,1.0
1,43.0,135.0,25.0,9.132705814999053,83.56031110261915,6.250000000000001,1.0
2,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
3,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
