,Investment,Expansion,Bill Saving,Phi,Lambda,E,Peak Shift,Incentives,Annual Grid Purchase,Annual Grid Sell
row,245998.13333333336,85572.00678914439,0.12645054573046433,0.08935623890296865,0.6791884402462601,0.749560282990908,0.15178172199160334,696.1880990060152,7814.984279191447,134.31285741761465
