,Investment,Expansion,Bill Saving,Phi,Lambda,E,Peak Shift,Incentives,Annual Grid Purchase,Annual Grid Sell
row,112992,66328.00158,0.030120647,0.427916802,0.668743719,0.64311772,0,0,3512.89801,124.6600789
