pv,Investment,Expansion,Bill Saving,Phi,Lambda,E,ES,PV,DG
0.8,105732.0,74241.56669170357,0.13838388657274242,0.3499679889027066,0.6797900818461448,0.6686847199594285,61.9862032505841,242.7184238179347,31.25
1.2,118998.0,75023.21894704626,0.1448212470763128,0.4957528300714357,0.7350098099395419,0.7131737335237415,77.54491659360698,259.16455219639863,31.25
