,Investment,Expansion,Bill Saving,Phi,Lambda,E,Peak Shift,Incentives,Annual Grid Purchase,Annual Grid Sell
row,166118.77333333332,0.0,0.03116804604696353,0.14576174947879894,0.5874460647752763,0.5227696961861241,0.0,0.0,3879.7181198242397,333.5058579832569
