,Investment,Expansion,Bill Saving,Phi,Lambda,E,Peak Shift,Incentives,Annual Grid Purchase,Annual Grid Sell
row,128318.6667,79559.38124,0.034108613,0.089595317,0.602962261,0.512191953,0,0,3711.430882,98.43927531
