,ES_I,PV_I,DG_I,ES_E,PV_E,DG_E,U
0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
1,59.0,32.0,20.0,40.747995578138536,25.867703356968697,4.999999999999997,1.0
2,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
3,107.0,300.0,20.0,8.081436501191726,68.77328548664718,4.999999999999997,1.0
