"PVWatts Hourly PV Performance Data"
"Requested Location","austin"
"Location","Lat, Lng: 30.29, -97.7"
"Latitude (DD)","30.29"
"Longitude (DD)","-97.70"
"Elevation (m)","184"
"DC System Size (kW)","4"
"Module Type","Standard"
"Array Type","Fixed (roof mount)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"8","1","15","693","177","35","5.6","0.16","698.447","46.4","2184.38","2091.124"
"8","1","16","599","161","34","5.7","0.16","493.816","41.987","1582.528","1510.599"
"8","1","17","444","131","33","5.5","0.16","271.705","37.447","837.537","792.006"
"8","1","18","178","74","31","5.1","0.16","80.619","32.351","221.775","198.062"
"8","1","19","0","0","29","4.7","0.16","0","29","0","0"
"8","1","20","0","0","28","4.5","0.16","0","28","0","0"
"8","1","21","0","0","26","4.3","0.16","0","26","0","0"
"8","1","22","0","0","26","3.9","0.16","0","26","0","0"
"8","1","23","0","0","25","3.5","0.16","0","25","0","0"
"8","2","0","0","0","25","3","0.16","0","25","0","0"
"8","2","1","0","0","25","2.8","0.16","0","25","0","0"
"8","2","2","0","0","24","2.6","0.16","0","24","0","0"
"8","2","3","0","0","24","2.6","0.16","0","24","0","0"
"8","2","4","0","0","24","2.6","0.16","0","24","0","0"
"8","2","5","0","0","24","2.8","0.16","0","24","0","0"
"8","2","6","0","37","26","3.5","0.16","34.547","26.741","102.362","82.881"
"8","2","7","0","105","28","4.2","0.16","98.92","29.935","315.737","288.695"
"8","2","8","127","236","30","4.4","0.16","291.18","35.529","937.355","888.287"
"8","2","9","316","312","32","4.3","0.16","531.02","42.206","1675.635","1600.406"
"8","2","10","428","344","33","4.2","0.16","717.815","46.968","2213.867","2119.567"
"8","2","11","550","307","34","4.2","0.16","846.209","50.458","2566.805","2459.999"
"8","2","12","412","423","35","4.3","0.16","847.653","51.235","2549.434","2443.244"
"8","2","13","247","474","35","4.5","0.16","721.611","48.438","2190.213","2096.751"
"8","2","14","453","350","34","4.7","0.16","759.736","47.813","2332.895","2234.377"
"8","2","15","466","276","33","4.8","0.16","625.635","44.252","1963.749","1878.311"
"8","2","16","219","255","32","4.8","0.16","367.704","38.623","1176.994","1119.434"
"8","2","17","431","121","31","4.6","0.16","257.852","35.722","798.416","754.27"
"8","2","18","134","76","30","4.1","0.16","78.947","31.523","223.812","200.027"
"8","2","19","0","0","29","3.6","0.16","0","29","0","0"
"8","2","20","0","0","28","3.6","0.16","0","28","0","0"
"8","2","21","0","0","27","3.7","0.16","0","27","0","0"
"8","2","22","0","0","27","3.5","0.16","0","27","0","0"
"8","2","23","0","0","26","3.2","0.16","0","26","0","0"
"8","3","0","0","0","26","2.9","0.16","0","26","0","0"
"8","3","1","0","0","25","2.5","0.16","0","25","0","0"
"8","3","2","0","0","25","2.2","0.16","0","25","0","0"
"8","3","3","0","0","25","2","0.16","0","25","0","0"
"8","3","4","0","0","25","1.7","0.16","0","25","0","0"
"8","3","5","0","0","25","1.9","0.16","0","25","0","0"
"8","3","6","114","51","26","2.6","0.16","46.049","27.129","129.932","109.474"
"8","3","7","423","111","27","3.1","0.16","220.576","32.003","671.004","631.373"
"8","3","8","600","141","29","3.1","0.16","443.638","39.265","1435.852","1369.119"
"8","3","9","81","322","30","2.9","0.16","368.824","38.771","1163.7","1106.611"
"8","3","10","765","165","32","2.8","0.16","829.16","52.11","2520.381","2415.22"
"8","3","11","800","169","33","2.9","0.16","945.436","55.512","2817.432","2701.745"
"8","3","12","800","181","34","3.1","0.16","989.461","56.769","2925.574","2806.055"
"8","3","13","802","174","35","3.3","0.16","964.45","56.489","2859.326","2742.154"
"8","3","14","783","165","35","3.5","0.16","867.506","53.747","2614.902","2506.391"
"8","3","15","562","251","35","3.7","0.16","672.583","49.107","2073.621","1984.291"
"8","3","16","462","220","34","3.9","0.16","473.268","43.661","1500.265","1431.251"
"8","3","17","305","167","33","3.8","0.16","258.485","38.313","801.253","757.007"
"8","3","18","90","77","32","3.4","0.16","75.879","33.638","218.324","194.734"
"8","3","19","0","0","30","3.4","0.16","0","30","0","0"
"8","3","20","0","0","29","3.5","0.16","0","29","0","0"
"8","3","21","0","0","28","3.3","0.16","0","28","0","0"
"8","3","22","0","0","27","2.9","0.16","0","27","0","0"
"8","3","23","0","0","26","2.5","0.16","0","26","0","0"
"8","4","0","0","0","26","2.2","0.16","0","26","0","0"
"8","4","1","0","0","25","1.8","0.16","0","25","0","0"
"8","4","2","0","0","24","1.4","0.16","0","24","0","0"
"8","4","3","0","0","24","1","0.16","0","24","0","0"
"8","4","4","0","0","23","0.8","0.16","0","23","0","0"
"8","4","5","0","0","24","0.9","0.16","0","24","0","0"
"8","4","6","41","43","26","1.5","0.16","38.915","27.202","112.524","92.682"
"8","4","7","142","134","28","1.9","0.16","164.658","32.712","513.965","479.899"
"8","4","8","198","232","31","1.7","0.16","323.305","40.717","1023.835","971.702"
"8","4","9","535","232","33","1.5","0.16","611.251","52.183","1862.676","1780.819"
"8","4","10","845","121","35","1.6","0.16","850.288","61.083","2489.726","2385.651"
"8","4","11","872","124","36","2","0.16","964.166","63.151","2782.139","2667.702"
"8","4","12","793","187","37","2.5","0.16","989.146","62.271","2854.772","2737.761"
"8","4","13","782","188","38","3","0.16","959.503","60.456","2795.173","2680.274"
"8","4","14","240","426","38","3.3","0.16","636.744","52.154","1908.74","1825.252"
"8","4","15","694","175","38","3.6","0.16","697.69","52.871","2124.011","2032.895"
"8","4","16","598","159","37","3.9","0.16","491.131","47.035","1541.595","1471.116"
"8","4","17","126","155","35","4.1","0.16","188.071","38.714","582.523","546.028"
"8","4","18","4","57","33","4","0.16","53.245","34.066","158.791","137.311"
"8","4","19","0","0","31","4","0.16","0","31","0","0"
"8","4","20","0","0","30","4","0.16","0","30","0","0"
"8","4","21","0","0","28","3.7","0.16","0","28","0","0"
"8","4","22","0","0","28","3.2","0.16","0","28","0","0"
"8","4","23","0","0","27","2.7","0.16","0","27","0","0"
"8","5","0","0","0","26","2.1","0.16","0","26","0","0"
"8","5","1","0","0","26","1.5","0.16","0","26","0","0"
"8","5","2","0","0","25","1","0.16","0","25","0","0"
"8","5","3","0","0","25","0.8","0.16","0","25","0","0"
"8","5","4","0","0","24","0.7","0.16","0","24","0","0"
"8","5","5","0","0","24","1.1","0.16","0","24","0","0"
"8","5","6","222","42","26","1.5","0.16","40.219","27.201","104.273","84.723"
"8","5","7","534","85","28","1.2","0.16","227.56","35.494","671.766","632.108"
"8","5","8","685","110","31","1.1","0.16","456.343","46.794","1434.865","1368.168"
"8","5","9","772","123","33","1.6","0.16","671.452","53.637","2045.368","1957.038"
"8","5","10","819","134","35","2.2","0.16","845.513","57.907","2509.447","2404.673"
"8","5","11","845","139","36","2.7","0.16","953.765","59.523","2795.963","2681.036"
"8","5","12","862","136","37","3","0.16","1000.542","60.421","2915.366","2796.209"
"8","5","13","860","132","38","3.3","0.16","973.54","59.7","2849.882","2733.045"
"8","5","14","844","125","38","3.6","0.16","877.551","56.682","2615.684","2507.146"
"8","5","15","739","151","37","3.8","0.16","707.018","51.627","2166.303","2073.688"
"8","5","16","666","131","36","3.9","0.16","500.903","46.24","1580.87","1509"
"8","5","17","533","104","35","3.9","0.16","275.609","40.553","832.012","786.676"
"8","5","18","275","59","33","3.6","0.16","74.112","34.486","184.817","162.414"
"8","5","19","0","0","31","3.4","0.16","0","31","0","0"
"8","5","20","0","0","30","3.5","0.16","0","30","0","0"
"8","5","21","0","0","28","3.3","0.16","0","28","0","0"
"8","5","22","0","0","28","3","0.16","0","28","0","0"
"8","5","23","0","0","27","2.5","0.16","0","27","0","0"
"8","6","0","0","0","27","2.2","0.16","0","27","0","0"
"8","6","1","0","0","26","1.7","0.16","0","26","0","0"
"8","6","2","0","0","26","1.3","0.16","0","26","0","0"
"8","6","3","0","0","25","0.9","0.16","0","25","0","0"
"8","6","4","0","0","25","0.7","0.16","0","25","0","0"
"8","6","5","0","0","25","1.1","0.16","0","25","0","0"
"8","6","6","171","44","27","1.5","0.16","41.78","28.262","111.856","92.038"
"8","6","7","433","107","29","1.2","0.16","219.84","36.27","655.499","616.418"
"8","6","8","556","156","31","0.8","0.16","435.072","47.255","1360.783","1296.71"
"8","6","9","618","198","32","1.3","0.16","639.137","53.015","1945.148","1860.37"
"8","6","10","653","232","33","1.9","0.16","804.313","56.119","2398.211","2297.379"
"8","6","11","684","244","33","2.3","0.16","915.649","57.283","2702.936","2591.306"
"8","6","12","712","237","33","2.3","0.16","964.949","58.583","2827.34","2711.302"
"8","6","13","725","220","33","2.2","0.16","941.653","58.46","2765.262","2651.424"
"8","6","14","518","332","33","2.3","0.16","801.265","54.247","2397.673","2296.859"
"8","6","15","0","120","33","2.4","0.16","114.239","35.966","347.45","319.284"
"8","6","16","12","194","33","2.4","0.16","191.141","37.98","596.266","559.284"
"8","6","17","304","137","32","2","0.16","229.688","38.434","705.968","665.098"
"8","6","18","85","62","30","1.3","0.16","62.701","32.018","178.289","156.117"
"8","6","19","0","0","28","1.1","0.16","0","28","0","0"
"8","6","20","0","0","27","1.4","0.16","0","27","0","0"
"8","6","21","0","0","27","1.6","0.16","0","27","0","0"
"8","6","22","0","0","26","1.6","0.16","0","26","0","0"
"8","6","23","0","0","25","1.5","0.16","0","25","0","0"
"8","7","0","0","0","25","1.4","0.16","0","25","0","0"
"8","7","1","0","0","25","1.4","0.16","0","25","0","0"
"8","7","2","0","0","24","1.3","0.16","0","24","0","0"
"8","7","3","0","0","24","1.2","0.16","0","24","0","0"
"8","7","4","0","0","24","1","0.16","0","24","0","0"
"8","7","5","0","0","24","1.4","0.16","0","24","0","0"
"8","7","6","141","45","25","2","0.16","41.751","26.139","114.716","94.797"
"8","7","7","421","108","26","2.3","0.16","217.664","31.69","662.358","623.034"
"8","7","8","576","146","28","2.2","0.16","437.735","39.903","1413.01","1347.087"
"8","7","9","669","170","29","2","0.16","647.866","47.291","2023.015","1935.477"
"8","7","10","723","185","30","2.2","0.16","818.057","52.152","2484.998","2381.09"
"8","7","11","319","443","31","2.6","0.16","757.791","49.966","2291.8","2194.738"
"8","7","12","283","476","31","3","0.16","769.976","48.96","2332.367","2233.868"
"8","7","13","49","423","31","3.2","0.16","465.878","41.495","1439.63","1372.764"
"8","7","14","10","229","32","3.2","0.16","228.305","37.146","705.711","664.851"
"8","7","15","219","348","32","3.3","0.16","505.577","43.261","1580.424","1508.569"
"8","7","16","622","143","31","3.4","0.16","488.2","41.765","1568.322","1496.896"
"8","7","17","492","110","30","3.2","0.16","265.81","35.969","818.47","773.614"
"8","7","18","247","58","29","2.6","0.16","70.395","30.673","180.463","158.214"
"8","7","19","0","0","27","2.4","0.16","0","27","0","0"
"8","7","20","0","0","27","2.5","0.16","0","27","0","0"
"8","7","21","0","0","26","2.3","0.16","0","26","0","0"
"8","7","22","0","0","26","2.1","0.16","0","26","0","0"
"8","7","23","0","0","25","1.9","0.16","0","25","0","0"
"8","8","0","0","0","25","1.8","0.16","0","25","0","0"
"8","8","1","0","0","24","1.7","0.16","0","24","0","0"
"8","8","2","0","0","24","1.6","0.16","0","24","0","0"
"8","8","3","0","0","24","1.3","0.16","0","24","0","0"
"8","8","4","0","0","23","0.9","0.16","0","23","0","0"
"8","8","5","0","0","23","1","0.16","0","23","0","0"
"8","8","6","250","38","25","1.7","0.16","37.424","26.059","94.213","75.021"
"8","8","7","571","75","27","1.9","0.16","228.266","33.419","675.847","636.045"
"8","8","8","721","93","30","1.5","0.16","459.048","44.461","1459.737","1392.159"
"8","8","9","799","106","32","1","0.16","674.72","55.901","2037.21","1949.169"
"8","8","10","840","115","34","1.1","0.16","842.478","63.044","2446.495","2343.952"
"8","8","11","862","122","35","1.9","0.16","955.26","62.457","2765.96","2652.097"
"8","8","12","848","139","36","2.6","0.16","991.387","60.882","2883.431","2765.405"
"8","8","13","839","140","36","3.2","0.16","962.367","57.8","2840.933","2724.413"
"8","8","14","499","334","35","3.7","0.16","787.134","51.472","2383.273","2282.97"
"8","8","15","343","319","34","4","0.16","573.45","45.495","1785.191","1706.08"
"8","8","16","237","246","33","4.3","0.16","371.989","40.166","1185.232","1127.38"
"8","8","17","216","145","32","4.3","0.16","208.542","35.994","650.002","611.116"
"8","8","18","107","58","30","3.8","0.16","60.724","31.222","169.324","147.47"
"8","8","19","0","0","29","3.2","0.16","0","29","0","0"
"8","8","20","0","0","28","2.9","0.16","0","28","0","0"
"8","8","21","0","0","27","2.6","0.16","0","27","0","0"
"8","8","22","0","0","27","2.4","0.16","0","27","0","0"
"8","8","23","0","0","26","2.2","0.16","0","26","0","0"
"8","9","0","0","0","26","2.1","0.16","0","26","0","0"
"8","9","1","0","0","26","1.8","0.16","0","26","0","0"
"8","9","2","0","0","25","1.6","0.16","0","25","0","0"
"8","9","3","0","0","25","1.3","0.16","0","25","0","0"
"8","9","4","0","0","24","1.1","0.16","0","24","0","0"
"8","9","5","0","0","24","1.4","0.16","0","24","0","0"
"8","9","6","223","39","26","2.2","0.16","37.579","26.965","95.894","76.642"
"8","9","7","570","76","28","2.6","0.16","229.113","33.63","678.247","638.36"
"8","9","8","734","92","31","2.6","0.16","464.924","42.74","1489.876","1421.229"
"8","9","9","813","103","33","2.5","0.16","680.278","50.456","2103.309","2012.926"
"8","9","10","854","112","35","2.5","0.16","852.127","56.82","2543.611","2437.626"
"8","9","11","876","118","36","2.7","0.16","965.371","59.814","2828.17","2712.102"
"8","9","12","862","136","37","3","0.16","1003.036","60.481","2922.395","2802.988"
"8","9","13","852","136","38","3.4","0.16","971.513","59.314","2849.256","2732.441"
"8","9","14","826","134","38","3.6","0.16","871.357","56.551","2598.973","2491.027"
"8","9","15","781","126","37","3.8","0.16","712.045","51.736","2183.883","2090.645"
"8","9","16","703","113","36","3.9","0.16","502.186","46.27","1587.307","1515.208"
"8","9","17","563","92","35","3.9","0.16","271.962","40.472","817.008","772.204"
"8","9","18","298","51","33","3.8","0.16","67.389","34.294","161.12","139.557"
"8","9","19","0","0","31","3.8","0.16","0","31","0","0"
"8","9","20","0","0","30","4","0.16","0","30","0","0"
"8","9","21","0","0","28","3.8","0.16","0","28","0","0"
"8","9","22","0","0","28","3.5","0.16","0","28","0","0"
"8","9","23","0","0","27","3","0.16","0","27","0","0"
"8","10","0","0","0","26","2.7","0.16","0","26","0","0"
"8","10","1","0","0","26","2.5","0.16","0","26","0","0"
"8","10","2","0","0","25","2.4","0.16","0","25","0","0"
"8","10","3","0","0","25","2.3","0.16","0","25","0","0"
"8","10","4","0","0","24","2.2","0.16","0","24","0","0"
"8","10","5","0","0","24","2.4","0.16","0","24","0","0"
"8","10","6","236","37","26","3.2","0.16","36.185","26.774","90.775","71.704"
"8","10","7","567","75","28","3.6","0.16","227.497","32.736","675.757","635.958"
"8","10","8","724","93","31","3.4","0.16","461.273","41.178","1487.702","1419.132"
"8","10","9","807","104","34","3","0.16","679.399","49.966","2104.883","2014.444"
"8","10","10","855","110","36","2.7","0.16","851.609","57.034","2540.026","2434.168"
"8","10","11","880","114","37","2.6","0.16","965.857","61.257","2812.128","2696.629"
"8","10","12","881","121","38","2.7","0.16","1007.746","62.849","2906.613","2787.766"
"8","10","13","875","120","39","2.9","0.16","978.413","62.306","2833.051","2716.811"
"8","10","14","854","116","39","3.2","0.16","878.343","58.921","2594.435","2486.65"
"8","10","15","803","114","38","3.6","0.16","715.969","53.273","2182.879","2089.677"
"8","10","16","733","101","37","3.9","0.16","506.521","47.361","1595.202","1522.823"
"8","10","17","605","81","36","4.2","0.16","274.113","41.278","817.532","772.709"
"8","10","18","120","55","33","4.3","0.16","58.038","34.082","156.743","135.335"
"8","10","19","0","0","31","4.5","0.16","0","31","0","0"
"8","10","20","0","0","29","4.9","0.16","0","29","0","0"
"8","10","21","0","0","28","5","0.16","0","28","0","0"
"8","10","22","0","0","27","4.6","0.16","0","27","0","0"
"8","10","23","0","0","27","4.1","0.16","0","27","0","0"
"8","11","0","0","0","27","3.7","0.16","0","27","0","0"
"8","11","1","0","0","26","3.3","0.16","0","26","0","0"
"8","11","2","0","0","26","3","0.16","0","26","0","0"
"8","11","3","0","0","25","2.7","0.16","0","25","0","0"
"8","11","4","0","0","25","2.4","0.16","0","25","0","0"
"8","11","5","0","0","25","2.5","0.16","0","25","0","0"
"8","11","6","204","38","26","3","0.16","36.258","26.807","92.784","73.642"
"8","11","7","517","85","28","3.3","0.16","223.846","32.894","668.878","629.322"
"8","11","8","677","109","31","3","0.16","453.52","41.679","1458.237","1390.711"
"8","11","9","768","122","33","2.7","0.16","670.861","49.601","2080.097","1990.537"
"8","11","10","822","130","35","2.5","0.16","843.861","56.605","2520.304","2415.146"
"8","11","11","854","132","36","2.6","0.16","959.496","60.095","2806.985","2691.668"
"8","11","12","861","136","37","2.8","0.16","1003.203","61.304","2912.652","2793.591"
"8","11","13","860","132","38","3","0.16","976.126","60.859","2843.979","2727.351"
"8","11","14","841","126","39","3.2","0.16","876.936","58.888","2590.162","2482.528"
"8","11","15","805","114","38","3.6","0.16","717.273","53.302","2186.9","2093.555"
"8","11","16","732","102","37","3.9","0.16","506.528","47.362","1595.422","1523.036"
"8","11","17","595","83","36","4.1","0.16","272.292","41.317","811.888","767.266"
"8","11","18","319","47","34","4.1","0.16","64.508","35.174","149.044","127.909"
"8","11","19","0","0","32","4.3","0.16","0","32","0","0"
"8","11","20","0","0","30","4.7","0.16","0","30","0","0"
"8","11","21","0","0","28","4.8","0.16","0","28","0","0"
"8","11","22","0","0","27","4.4","0.16","0","27","0","0"
"8","11","23","0","0","27","3.8","0.16","0","27","0","0"
"8","12","0","0","0","26","3.2","0.16","0","26","0","0"
"8","12","1","0","0","26","2.8","0.16","0","26","0","0"
"8","12","2","0","0","26","2.5","0.16","0","26","0","0"
"8","12","3","0","0","25","2.3","0.16","0","25","0","0"
"8","12","4","0","0","25","2.3","0.16","0","25","0","0"
"8","12","5","0","0","25","2.5","0.16","0","25","0","0"
"8","12","6","193","38","26","3","0.16","36.007","26.802","92.468","73.338"
"8","12","7","522","84","28","3.1","0.16","224.432","33.068","669.841","630.252"
"8","12","8","680","108","30","3.1","0.16","454.448","40.525","1468.626","1400.733"
"8","12","9","770","121","32","3.1","0.16","671.834","47.525","2101.646","2011.322"
"8","12","10","819","131","34","3.2","0.16","842.912","53.121","2555.524","2449.117"
"8","12","11","845","136","35","3.3","0.16","955.452","56.302","2841.66","2725.115"
"8","12","12","856","137","36","3.5","0.16","999.745","57.588","2950.414","2830.015"
"8","12","13","852","135","36","3.7","0.16","971.655","56.356","2887.203","2769.043"
"8","12","14","831","129","36","4","0.16","871.143","53.479","2633.963","2524.777"
"8","12","15","728","153","35","4.3","0.16","700.675","48.497","2176.931","2083.939"
"8","12","16","654","131","34","4.4","0.16","492.303","43.381","1573.62","1502.006"
"8","12","17","518","101","33","4.4","0.16","264.819","37.968","804.845","760.472"
"8","12","18","249","52","32","4.1","0.16","63.519","33.18","157.028","135.61"
"8","12","19","0","0","30","4","0.16","0","30","0","0"
"8","12","20","0","0","29","4.1","0.16","0","29","0","0"
"8","12","21","0","0","28","4.1","0.16","0","28","0","0"
"8","12","22","0","0","27","4","0.16","0","27","0","0"
"8","12","23","0","0","27","3.7","0.16","0","27","0","0"
"8","13","0","0","0","26","3.5","0.16","0","26","0","0"
"8","13","1","0","0","26","3.2","0.16","0","26","0","0"
"8","13","2","0","0","25","2.9","0.16","0","25","0","0"
"8","13","3","0","0","24","2.6","0.16","0","24","0","0"
"8","13","4","0","0","24","2.3","0.16","0","24","0","0"
"8","13","5","0","0","24","2.4","0.16","0","24","0","0"
"8","13","6","189","38","25","3.2","0.16","35.939","25.775","92.675","73.537"
"8","13","7","533","81","27","4.1","0.16","224.717","31.352","674.416","634.664"
"8","13","8","702","99","29","4.4","0.16","456.911","37.709","1494.841","1426.019"
"8","13","9","790","110","31","4.4","0.16","675.31","43.843","2146.183","2054.281"
"8","13","10","840","117","33","4.5","0.16","847.657","48.872","2617.591","2508.985"
"8","13","11","315","441","34","4.6","0.16","755.515","47.895","2305.557","2208.008"
"8","13","12","849","141","35","4.8","0.16","997.229","52.917","3002.464","2880.22"
"8","13","13","838","142","35","4.9","0.16","965.262","52.126","2920.339","2801.005"
"8","13","14","813","139","36","5","0.16","870.006","51.257","2654.574","2544.657"
"8","13","15","779","124","35","5.1","0.16","707.84","47.283","2213.325","2119.044"
"8","13","16","706","109","34","5","0.16","498.107","42.778","1598.763","1526.258"
"8","13","17","574","85","33","4.7","0.16","266.364","37.793","805.527","761.13"
"8","13","18","309","45","31","4.1","0.16","61.059","32.109","142.277","121.382"
"8","13","19","0","0","30","3.6","0.16","0","30","0","0"
"8","13","20","0","0","29","3.4","0.16","0","29","0","0"
"8","13","21","0","0","28","3.4","0.16","0","28","0","0"
"8","13","22","0","0","27","3.4","0.16","0","27","0","0"
"8","13","23","0","0","27","3.2","0.16","0","27","0","0"
"8","14","0","0","0","26","2.9","0.16","0","26","0","0"
"8","14","1","0","0","26","2.7","0.16","0","26","0","0"
"8","14","2","0","0","25","2.4","0.16","0","25","0","0"
"8","14","3","0","0","25","2.2","0.16","0","25","0","0"
"8","14","4","0","0","24","1.9","0.16","0","24","0","0"
"8","14","5","0","0","24","2","0.16","0","24","0","0"
"8","14","6","0","26","25","2.8","0.16","24.632","25.588","69.863","51.533"
"8","14","7","148","127","27","3.7","0.16","160.863","30.354","505.895","472.115"
"8","14","8","248","219","29","4","0.16","341.049","35.859","1106.791","1051.719"
"8","14","9","471","251","31","3.9","0.16","590.062","43.02","1867.232","1785.214"
"8","14","10","269","398","32","3.8","0.16","636.602","45.111","1971.449","1885.738"
"8","14","11","364","394","34","3.7","0.16","755.691","49.789","2291.778","2194.717"
"8","14","12","865","136","35","3.5","0.16","1008.837","56.786","2987.677","2865.957"
"8","14","13","859","135","36","3.3","0.16","979.109","57.828","2891.08","2772.783"
"8","14","14","835","131","36","3.2","0.16","876.726","55.884","2623.971","2515.139"
"8","14","15","754","141","35","3.1","0.16","706.314","51.312","2170.347","2077.589"
"8","14","16","123","245","35","2.9","0.16","306.187","42.307","959.265","909.42"
"8","14","17","50","139","34","2.1","0.16","147.6","38.08","457.907","425.827"
"8","14","18","2","46","32","1.6","0.16","42.975","33.311","125.761","105.45"
"8","14","19","0","0","31","2.4","0.16","0","31","0","0"
"8","14","20","0","0","30","3.2","0.16","0","30","0","0"
"8","14","21","0","0","28","3.4","0.16","0","28","0","0"
"8","14","22","0","0","27","3.2","0.16","0","27","0","0"
"8","14","23","0","0","27","2.9","0.16","0","27","0","0"
"8","15","0","0","0","26","2.7","0.16","0","26","0","0"
"8","15","1","0","0","26","2.4","0.16","0","26","0","0"
"8","15","2","0","0","25","2.1","0.16","0","25","0","0"
"8","15","3","0","0","25","1.8","0.16","0","25","0","0"
"8","15","4","0","0","24","1.5","0.16","0","24","0","0"
"8","15","5","0","0","24","1.7","0.16","0","24","0","0"
"8","15","6","58","34","25","2.4","0.16","31.672","25.802","86.982","68.046"
"8","15","7","114","128","27","2.9","0.16","152.705","30.627","481.802","448.876"
"8","15","8","702","106","30","3","0.16","464.87","40.949","1501.508","1432.449"
"8","15","9","796","117","32","2.9","0.16","687.903","48.443","2144.997","2053.137"
"8","15","10","849","124","35","2.8","0.16","863.736","55.962","2587.849","2480.297"
"8","15","11","877","127","37","2.8","0.16","979.213","60.736","2857.027","2739.937"
"8","15","12","878","134","38","3","0.16","1020.386","61.891","2955.072","2834.507"
"8","15","13","869","133","39","3.2","0.16","987.144","61.366","2870.091","2752.538"
"8","15","14","843","129","39","3.4","0.16","881.783","58.369","2611.175","2502.797"
"8","15","15","799","120","38","3.7","0.16","717.93","53.086","2191.702","2098.187"
"8","15","16","721","106","37","4","0.16","502.129","47.125","1583.762","1511.789"
"8","15","17","582","83","36","3.9","0.16","265.569","41.334","789.326","745.503"
"8","15","18","295","45","34","3.7","0.16","59.115","35.142","136.587","115.893"
"8","15","19","0","0","32","3.7","0.16","0","32","0","0"
"8","15","20","0","0","30","3.7","0.16","0","30","0","0"
"8","15","21","0","0","29","3.3","0.16","0","29","0","0"
"8","15","22","0","0","28","2.9","0.16","0","28","0","0"
"8","15","23","0","0","27","2.5","0.16","0","27","0","0"
"8","16","0","0","0","26","2.2","0.16","0","26","0","0"
"8","16","1","0","0","25","1.9","0.16","0","25","0","0"
"8","16","2","0","0","25","1.7","0.16","0","25","0","0"
"8","16","3","0","0","24","1.6","0.16","0","24","0","0"
"8","16","4","0","0","24","1.5","0.16","0","24","0","0"
"8","16","5","0","0","24","1.9","0.16","0","24","0","0"
"8","16","6","245","33","26","2.8","0.16","33.083","26.746","79.362","60.696"
"8","16","7","589","72","28","3.3","0.16","231.855","33.056","687.416","647.204"
"8","16","8","743","90","31","3.1","0.16","470.341","41.898","1515.12","1445.579"
"8","16","9","822","103","34","2.7","0.16","690.505","51.093","2130.717","2039.363"
"8","16","10","866","111","36","2.5","0.16","865.953","58.177","2570.839","2463.889"
"8","16","11","891","115","37","2.7","0.16","981.24","61.21","2857.993","2740.869"
"8","16","12","896","117","38","3.1","0.16","1021.874","61.533","2965.472","2844.539"
"8","16","13","889","116","39","3.5","0.16","989.813","60.385","2891.731","2773.411"
"8","16","14","867","112","40","3.7","0.16","885.824","58.582","2622.238","2513.467"
"8","16","15","824","105","39","3.8","0.16","718.231","53.872","2186.975","2093.628"
"8","16","16","752","93","38","3.8","0.16","505.425","48.496","1586.527","1514.456"
"8","16","17","618","74","37","3.7","0.16","267.188","42.522","787.019","743.277"
"8","16","18","337","40","34","3.4","0.16","57.459","35.142","126.556","106.218"
"8","16","19","0","0","32","3.6","0.16","0","32","0","0"
"8","16","20","0","0","31","3.7","0.16","0","31","0","0"
"8","16","21","0","0","30","3.4","0.16","0","30","0","0"
"8","16","22","0","0","28","3","0.16","0","28","0","0"
"8","16","23","0","0","28","2.7","0.16","0","28","0","0"
"8","17","0","0","0","27","2.3","0.16","0","27","0","0"
"8","17","1","0","0","26","1.9","0.16","0","26","0","0"
"8","17","2","0","0","25","1.7","0.16","0","25","0","0"
"8","17","3","0","0","25","1.7","0.16","0","25","0","0"
"8","17","4","0","0","24","1.7","0.16","0","24","0","0"
"8","17","5","0","0","24","2","0.16","0","24","0","0"
"8","17","6","227","33","26","2.8","0.16","32.706","26.739","78.877","60.228"
"8","17","7","543","79","28","3.3","0.16","226.48","32.947","675.051","635.277"
"8","17","8","687","107","31","3.3","0.16","459.265","41.298","1481.367","1413.022"
"8","17","9","764","126","34","3.1","0.16","675.657","49.614","2095.759","2005.644"
"8","17","10","807","141","36","3","0.16","850.407","55.94","2547.022","2440.917"
"8","17","11","828","150","38","2.9","0.16","962.685","60.932","2805.169","2689.917"
"8","17","12","842","148","39","2.9","0.16","999.113","62.791","2882.213","2764.23"
"8","17","13","835","147","39","3.1","0.16","968.347","61.302","2816.354","2700.705"
"8","17","14","810","141","39","3.2","0.16","869.401","58.717","2570.082","2463.159"
"8","17","15","761","132","38","3.3","0.16","701.452","53.684","2135.243","2043.728"
"8","17","16","676","118","37","3.3","0.16","488.743","47.959","1534.767","1464.53"
