"PVWatts Hourly PV Performance Data"
"Requested Location","austin"
"Location","Lat, Lng: 30.29, -97.7"
"Latitude (DD)","30.29"
"Longitude (DD)","-97.70"
"Elevation (m)","184"
"DC System Size (kW)","4"
"Module Type","Standard"
"Array Type","Fixed (roof mount)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","1","0","0","0","12","2.8","0.13","0","12","0","0"
"1","1","1","0","0","11","3","0.13","0","11","0","0"
"1","1","2","0","0","11","3.2","0.13","0","11","0","0"
"1","1","3","0","0","10","3.6","0.13","0","10","0","0"
"1","1","4","0","0","9","3.9","0.13","0","9","0","0"
"1","1","5","0","0","9","4","0.13","0","9","0","0"
"1","1","6","0","0","8","4","0.13","0","8","0","0"
"1","1","7","0","0","8","4.1","0.13","0","0","0","0"
"1","1","8","0","65","8","4.4","0.13","64.891","9.231","219.68","196.042"
"1","1","9","0","73","8","4.6","0.13","69.397","9.286","238.128","213.836"
"1","1","10","0","146","8","4.7","0.13","142.718","10.604","496.015","462.585"
"1","1","11","70","253","9","4.6","0.13","323.383","14.975","1129.923","1074.031"
"1","1","12","46","257","9","4.5","0.13","308.985","14.78","1075.361","1021.402"
"1","1","13","6","188","10","4.3","0.13","189.829","13.648","654.022","614.993"
"1","1","14","26","196","9","4.1","0.13","214.465","13.247","748.332","705.961"
"1","1","15","769","79","9","3.8","0.13","551.204","20.487","1961.661","1876.297"
"1","1","16","0","37","8","2.7","0.13","35.01","8.866","116.408","96.429"
"1","1","17","0","3","6","1.8","0.13","2.91","6.074","5.754","0"
"1","1","18","0","0","5","1.9","0.13","0","5","0","0"
"1","1","19","0","0","5","2.2","0.13","0","5","0","0"
"1","1","20","0","0","4","2.5","0.13","0","4","0","0"
"1","1","21","0","0","4","3","0.13","0","4","0","0"
"1","1","22","0","0","3","3.4","0.13","0","3","0","0"
"1","1","23","0","0","3","3.4","0.13","0","3","0","0"
"1","2","0","0","0","2","3.2","0.13","0","2","0","0"
"1","2","1","0","0","2","3","0.13","0","2","0","0"
"1","2","2","0","0","2","2.8","0.13","0","2","0","0"
"1","2","3","0","0","1","2.6","0.13","0","1","0","0"
"1","2","4","0","0","1","2.6","0.13","0","1","0","0"
"1","2","5","0","0","1","2.6","0.13","0","1","0","0"
"1","2","6","0","0","1","2.6","0.13","0","1","0","0"
"1","2","7","0","0","1","2.8","0.13","0","0","0","0"
"1","2","8","4","66","1","3.2","0.13","67.535","2.531","234.995","210.814"
"1","2","9","30","138","2","3.5","0.13","161.157","5.498","579.749","543.352"
"1","2","10","47","202","3","3.4","0.13","245.279","8.397","876.91","829.983"
"1","2","11","78","256","4","3.3","0.13","333.23","11.441","1180.804","1123.109"
"1","2","12","76","273","4","3.2","0.13","352.599","11.996","1245.171","1185.195"
"1","2","13","114","269","5","3.2","0.13","377.987","13.58","1333.415","1270.313"
"1","2","14","135","228","5","3.1","0.13","348.966","13.066","1239.735","1179.952"
"1","2","15","155","162","5","2.7","0.13","269.459","11.688","966.089","916.003"
"1","2","16","199","81","4","1.8","0.13","175.856","9.164","615.757","578.084"
"1","2","17","0","12","3","1","0.13","11.638","3.356","24.898","8.161"
"1","2","18","0","0","2","1","0.13","0","2","0","0"
"1","2","19","0","0","2","0.9","0.13","0","2","0","0"
"1","2","20","0","0","1","0.9","0.13","0","1","0","0"
"1","2","21","0","0","1","0.9","0.13","0","1","0","0"
"1","2","22","0","0","0","1","0.13","0","0","0","0"
"1","2","23","0","0","0","1.1","0.13","0","0","0","0"
"1","3","0","0","0","0","1.2","0.13","0","0","0","0"
"1","3","1","0","0","0","1.3","0.13","0","0","0","0"
"1","3","2","0","0","-1","1.3","0.13","0","-1","0","0"
"1","3","3","0","0","-1","1.4","0.13","0","-1","0","0"
"1","3","4","0","0","0","1.5","0.13","0","0","0","0"
"1","3","5","0","0","0","1.8","0.13","0","0","0","0"
"1","3","6","0","0","0","2.3","0.13","0","0","0","0"
"1","3","7","0","0","0","2.9","0.13","0","0","0","0"
"1","3","8","0","55","2","3.4","0.13","53.677","3.179","184.82","162.417"
"1","3","9","271","139","5","3.8","0.13","311.437","11.477","1127.039","1071.25"
"1","3","10","20","184","6","4.1","0.13","197.244","9.907","695.738","655.231"
"1","3","11","0","93","8","3.9","0.13","88.338","9.797","300.831","274.317"
"1","3","12","0","150","9","3.8","0.13","145.27","11.997","498.04","464.538"
"1","3","13","1","176","9","3.8","0.13","173.133","12.573","596.743","559.744"
"1","3","14","206","227","10","3.9","0.13","399.619","18.162","1400.005","1334.543"
"1","3","15","0","58","9","3.6","0.13","54.939","10.173","185.873","163.433"
"1","3","16","0","52","7","2.5","0.13","49.614","8.272","167.905","146.102"
"1","3","17","0","5","5","1.5","0.13","4.849","5.132","9.878","0"
"1","3","18","0","0","4","1.5","0.13","0","4","0","0"
"1","3","19","0","0","4","1.6","0.13","0","4","0","0"
"1","3","20","0","0","3","1.5","0.13","0","3","0","0"
"1","3","21","0","0","3","1.6","0.13","0","3","0","0"
"1","3","22","0","0","3","1.8","0.13","0","3","0","0"
"1","3","23","0","0","3","1.9","0.13","0","3","0","0"
"1","4","0","0","0","3","1.8","0.13","0","3","0","0"
"1","4","1","0","0","3","1.8","0.13","0","3","0","0"
"1","4","2","0","0","3","2.2","0.13","0","3","0","0"
"1","4","3","0","0","2","2.3","0.13","0","2","0","0"
"1","4","4","0","0","1","2.2","0.13","0","1","0","0"
"1","4","5","0","0","1","2.3","0.13","0","1","0","0"
"1","4","6","0","0","0","2.4","0.13","0","0","0","0"
"1","4","7","0","0","0","2.5","0.13","0","0","0","0"
"1","4","8","0","13","2","2.9","0.13","12.274","2.293","39.929","22.66"
"1","4","9","0","52","4","3.2","0.13","49.239","5.12","169.562","147.7"
"1","4","10","0","115","6","3.3","0.13","110.718","8.473","384.59","355.108"
"1","4","11","78","257","7","2.9","0.13","334.251","14.974","1168.964","1111.688"
"1","4","12","0","161","8","2.3","0.13","156.491","12.152","537.464","502.565"
"1","4","13","0","121","9","1.9","0.13","116.102","12.337","395.021","365.169"
"1","4","14","0","97","9","1.7","0.13","92.479","11.776","314.507","287.508"
"1","4","15","0","107","8","1.6","0.13","103.902","11.195","358.746","330.18"
"1","4","16","0","47","7","1.1","0.13","44.508","8.537","149.856","128.692"
"1","4","17","0","4","6","0.6","0.13","3.879","6.132","7.778","0"
"1","4","18","0","0","5","0.6","0.13","0","5","0","0"
"1","4","19","0","0","5","0.6","0.13","0","5","0","0"
"1","4","20","0","0","5","0.5","0.13","0","5","0","0"
"1","4","21","0","0","5","0.3","0.13","0","5","0","0"
"1","4","22","0","0","5","0.2","0.13","0","5","0","0"
"1","4","23","0","0","5","0.1","0.13","0","5","0","0"
"1","5","0","0","0","4","0.1","0.13","0","4","0","0"
"1","5","1","0","0","4","0.1","0.13","0","4","0","0"
"1","5","2","0","0","4","0.2","0.13","0","4","0","0"
"1","5","3","0","0","4","0.3","0.13","0","4","0","0"
"1","5","4","0","0","4","0.4","0.13","0","4","0","0"
"1","5","5","0","0","4","0.5","0.13","0","4","0","0"
"1","5","6","0","0","4","0.7","0.13","0","4","0","0"
"1","5","7","0","0","4","1.1","0.13","0","0","0","0"
"1","5","8","376","66","5","1.5","0.13","222.409","11.928","758.358","715.632"
"1","5","9","300","136","7","1.6","0.13","323.702","16.996","1149.538","1092.951"
"1","5","10","70","211","8","1.6","0.13","271.774","16.354","946.747","897.346"
"1","5","11","93","262","10","1.5","0.13","352.06","21.049","1205.432","1146.865"
"1","5","12","88","279","11","1.4","0.13","369.5","22.854","1254.265","1193.968"
"1","5","13","880","96","12","1.3","0.13","842.746","39.817","2747.262","2634.061"
"1","5","14","861","86","13","1.2","0.13","741.663","38.108","2449.334","2346.69"
"1","5","15","795","74","13","0.8","0.13","567.277","34.301","1915.134","1831.419"
"1","5","16","649","53","11","0.4","0.13","337.429","25.053","1129.723","1073.838"
"1","5","17","220","15","9","0.5","0.13","57.43","10.804","103.502","83.981"
"1","5","18","0","0","7","0.9","0.13","0","7","0","0"
"1","5","19","0","0","6","1","0.13","0","6","0","0"
"1","5","20","0","0","5","0.9","0.13","0","5","0","0"
"1","5","21","0","0","5","0.8","0.13","0","5","0","0"
"1","5","22","0","0","4","0.8","0.13","0","4","0","0"
"1","5","23","0","0","3","0.9","0.13","0","3","0","0"
"1","6","0","0","0","2","1.1","0.13","0","2","0","0"
"1","6","1","0","0","1","1.2","0.13","0","1","0","0"
"1","6","2","0","0","1","1.4","0.13","0","1","0","0"
"1","6","3","0","0","1","1.6","0.13","0","1","0","0"
"1","6","4","0","0","1","1.9","0.13","0","1","0","0"
"1","6","5","0","0","0","2.3","0.13","0","0","0","0"
"1","6","6","0","0","0","2.7","0.13","0","0","0","0"
"1","6","7","0","0","1","3.4","0.13","0","0","0","0"
"1","6","8","670","41","3","3.5","0.13","301.362","9.458","1036.543","983.96"
"1","6","9","857","58","7","3.6","0.13","552.094","18.865","1981.16","1895.105"
"1","6","10","940","67","11","4.2","0.13","749.386","25.722","2602.521","2494.449"
"1","6","11","979","72","13","4.2","0.13","877.748","30.215","2974.742","2853.481"
"1","6","12","990","74","14","4","0.13","926.259","32.678","3100.046","2974.345"
"1","6","13","981","73","15","4","0.13","893.805","33.031","2993.326","2871.407"
"1","6","14","947","69","15","4.1","0.13","781.424","30.562","2659.374","2549.287"
"1","6","15","872","63","14","3.5","0.13","602.134","27.135","2092.344","2002.35"
"1","6","16","719","48","10","2.2","0.13","360.033","19.747","1233.074","1173.527"
"1","6","17","283","15","7","1.5","0.13","70.305","8.701","127.644","107.267"
"1","6","18","0","0","5","1.5","0.13","0","5","0","0"
"1","6","19","0","0","4","1.5","0.13","0","4","0","0"
"1","6","20","0","0","3","1.4","0.13","0","3","0","0"
"1","6","21","0","0","3","1.4","0.13","0","3","0","0"
"1","6","22","0","0","2","1.3","0.13","0","2","0","0"
"1","6","23","0","0","1","1.3","0.13","0","1","0","0"
"1","7","0","0","0","1","1.3","0.13","0","1","0","0"
"1","7","1","0","0","0","1.3","0.13","0","0","0","0"
"1","7","2","0","0","0","1.3","0.13","0","0","0","0"
"1","7","3","0","0","0","1.2","0.13","0","0","0","0"
"1","7","4","0","0","0","1.2","0.13","0","0","0","0"
"1","7","5","0","0","0","1.2","0.13","0","0","0","0"
"1","7","6","0","0","0","1.2","0.13","0","0","0","0"
"1","7","7","0","0","1","1.7","0.13","0","0","0","0"
"1","7","8","278","63","3","2.2","0.13","182.435","7.912","629.078","590.933"
"1","7","9","635","82","5","1.9","0.13","460.838","18.372","1649.458","1575.157"
"1","7","10","464","173","8","2.2","0.13","535.454","22.583","1866.507","1784.515"
"1","7","11","368","240","11","2.6","0.13","569.755","25.362","1949.017","1864.102"
"1","7","12","598","186","12","2.5","0.13","728.933","30.723","2449.866","2347.203"
"1","7","13","394","241","12","2.5","0.13","597.528","27.338","2028.578","1940.843"
"1","7","14","249","228","12","2.5","0.13","443.058","23.379","1525.14","1455.244"
"1","7","15","555","111","11","1.9","0.13","470.761","24.648","1640.508","1566.524"
"1","7","16","97","90","9","1.2","0.13","140.433","13.729","482.766","449.805"
"1","7","17","0","13","7","1.2","0.13","12.608","7.367","26.562","9.766"
"1","7","18","0","0","7","1.3","0.13","0","7","0","0"
"1","7","19","0","0","7","1.3","0.13","0","7","0","0"
"1","7","20","0","0","7","1.3","0.13","0","7","0","0"
"1","7","21","0","0","7","1.3","0.13","0","7","0","0"
"1","7","22","0","0","7","1.2","0.13","0","7","0","0"
"1","7","23","0","0","7","1.2","0.13","0","7","0","0"
"1","8","0","0","0","7","1.1","0.13","0","7","0","0"
"1","8","1","0","0","7","0.9","0.13","0","7","0","0"
"1","8","2","0","0","7","0.9","0.13","0","7","0","0"
"1","8","3","0","0","7","0.9","0.13","0","7","0","0"
"1","8","4","0","0","6","1.1","0.13","0","6","0","0"
"1","8","5","0","0","6","1.3","0.13","0","6","0","0"
"1","8","6","0","0","7","1.7","0.13","0","7","0","0"
"1","8","7","0","0","7","2.3","0.13","0","0","0","0"
"1","8","8","0","55","8","2.5","0.13","53.667","9.374","180.139","157.902"
"1","8","9","0","27","9","2.1","0.13","25.533","9.708","83.911","65.083"
"1","8","10","0","73","11","2.3","0.13","69.21","12.841","232.028","207.952"
"1","8","11","0","41","12","2.9","0.13","38.845","12.925","126.258","105.93"
"1","8","12","0","83","13","2.8","0.13","78.761","14.908","260.758","235.664"
"1","8","13","0","148","13","2.4","0.13","143.306","16.732","482.453","449.504"
"1","8","14","0","105","12","2.3","0.13","100.41","14.669","338.325","310.483"
"1","8","15","0","31","11","1.9","0.13","29.326","11.846","95.872","76.62"
"1","8","16","0","12","11","1.6","0.13","11.331","11.348","35.526","18.413"
"1","8","17","0","1","10","2.4","0.13","0.942","10.021","0","0"
"1","8","18","0","0","10","3.2","0.13","0","10","0","0"
"1","8","19","0","0","10","3.5","0.13","0","10","0","0"
"1","8","20","0","0","10","3.8","0.13","0","10","0","0"
"1","8","21","0","0","9","3.7","0.13","0","9","0","0"
"1","8","22","0","0","9","3.6","0.13","0","9","0","0"
"1","8","23","0","0","9","3.8","0.13","0","9","0","0"
"1","9","0","0","0","9","4.3","0.13","0","9","0","0"
"1","9","1","0","0","9","3","0.13","0","9","0","0"
"1","9","2","0","0","9","2.4","0.13","0","9","0","0"
"1","9","3","0","0","9","4.3","0.13","0","9","0","0"
"1","9","4","0","0","9","5.5","0.13","0","9","0","0"
"1","9","5","0","0","9","6","0.13","0","9","0","0"
"1","9","6","0","0","9","6.2","0.13","0","9","0","0"
"1","9","7","0","0","9","5.8","0.13","0","0","0","0"
"1","9","8","0","50","10","5.3","0.13","48.216","10.815","160.174","138.644"
"1","9","9","89","149","12","4.8","0.13","206.439","15.732","722.378","680.927"
"1","9","10","10","174","14","3.1","0.13","179.146","18.135","609.591","572.137"
"1","9","11","0","126","15","2","0.13","121.123","18.411","402.92","372.788"
"1","9","12","0","139","16","3.2","0.13","134.01","19.034","445.182","413.554"
"1","9","13","0","126","15","4.2","0.13","121.044","17.358","403.937","373.77"
"1","9","14","0","108","15","3.4","0.13","103.396","17.271","345.033","316.953"
"1","9","15","0","131","15","2.4","0.13","128.868","18.369","435.445","404.162"
"1","9","16","0","24","14","2.3","0.13","22.684","14.604","72.363","53.944"
"1","9","17","0","3","12","1.6","0.13","2.828","12.075","5.398","0"
"1","9","18","0","0","11","0.9","0.13","0","11","0","0"
"1","9","19","0","0","11","0.9","0.13","0","11","0","0"
"1","9","20","0","0","10","1.1","0.13","0","10","0","0"
"1","9","21","0","0","10","1.4","0.13","0","10","0","0"
"1","9","22","0","0","9","1.5","0.13","0","9","0","0"
"1","9","23","0","0","9","1.5","0.13","0","9","0","0"
"1","10","0","0","0","8","1.4","0.13","0","8","0","0"
"1","10","1","0","0","7","1.2","0.13","0","7","0","0"
"1","10","2","0","0","7","1.1","0.13","0","7","0","0"
"1","10","3","0","0","7","1.3","0.13","0","7","0","0"
"1","10","4","0","0","7","1.9","0.13","0","7","0","0"
"1","10","5","0","0","6","2.5","0.13","0","6","0","0"
"1","10","6","0","0","6","2.9","0.13","0","6","0","0"
"1","10","7","0","0","6","3.2","0.13","0","0","0","0"
"1","10","8","580","45","8","3.5","0.13","272.979","13.85","921.826","873.308"
"1","10","9","785","62","10","3.9","0.13","518.925","20.661","1847.562","1766.242"
"1","10","10","880","70","13","4.4","0.13","711.133","26.587","2460.747","2357.699"
"1","10","11","927","74","15","4.8","0.13","840.798","30.21","2849.355","2732.537"
"1","10","12","946","75","16","4.7","0.13","894.742","32.387","2997.592","2875.521"
"1","10","13","939","73","17","4.2","0.13","865.329","33.965","2886.667","2768.527"
"1","10","14","905","69","17","3.5","0.13","757.462","33.486","2547.264","2441.15"
"1","10","15","829","63","16","2.3","0.13","583.595","31.642","1991.213","1904.802"
"1","10","16","677","49","14","1.4","0.13","349.958","25.236","1178.949","1121.32"
"1","10","17","275","18","11","1.2","0.13","81.686","13.176","152.903","131.631"
"1","10","18","0","0","10","1.5","0.13","0","10","0","0"
"1","10","19","0","0","9","1.8","0.13","0","9","0","0"
"1","10","20","0","0","9","2.1","0.13","0","9","0","0"
"1","10","21","0","0","8","2.2","0.13","0","8","0","0"
"1","10","22","0","0","8","2.3","0.13","0","8","0","0"
"1","10","23","0","0","7","2.3","0.13","0","7","0","0"
"1","11","0","0","0","7","2.3","0.13","0","7","0","0"
"1","11","1","0","0","6","2.5","0.13","0","6","0","0"
"1","11","2","0","0","6","2.6","0.13","0","6","0","0"
"1","11","3","0","0","6","2.5","0.13","0","6","0","0"
"1","11","4","0","0","6","2.4","0.13","0","6","0","0"
"1","11","5","0","0","6","2.5","0.13","0","6","0","0"
"1","11","6","0","0","6","2.8","0.13","0","6","0","0"
"1","11","7","0","0","7","3.2","0.13","0","0","0","0"
"1","11","8","497","48","9","3.2","0.13","245.881","14.529","827.111","781.949"
"1","11","9","220","147","12","3.3","0.13","290.899","18.531","1021.675","969.619"
"1","11","10","497","168","15","4","0.13","553.503","26.166","1904.583","1821.242"
"1","11","11","907","86","18","5","0.13","839.465","32.801","2815.151","2699.545"
"1","11","12","623","182","19","5.6","0.13","752.771","31.317","2523.254","2417.991"
"1","11","13","881","97","20","5.8","0.13","853.029","33.658","2845.988","2729.289"
"1","11","14","266","232","21","5.6","0.13","461.674","28.553","1558.331","1487.259"
"1","11","15","109","178","20","4.5","0.13","261.632","24.918","887.667","840.359"
"1","11","16","98","95","18","2.8","0.13","146.856","21.57","491.341","458.077"
"1","11","17","0","17","16","2","0.13","16.251","16.397","33.124","16.096"
"1","11","18","0","0","15","2","0.13","0","15","0","0"
"1","11","19","0","0","15","2","0.13","0","15","0","0"
"1","11","20","0","0","15","2.2","0.13","0","15","0","0"
"1","11","21","0","0","15","2.5","0.13","0","15","0","0"
"1","11","22","0","0","15","2.5","0.13","0","15","0","0"
"1","11","23","0","0","15","2.4","0.13","0","15","0","0"
"1","12","0","0","0","15","2.3","0.13","0","15","0","0"
"1","12","1","0","0","15","2.2","0.13","0","15","0","0"
"1","12","2","0","0","15","1.9","0.13","0","15","0","0"
"1","12","3","0","0","15","1.8","0.13","0","15","0","0"
"1","12","4","0","0","16","1.8","0.13","0","16","0","0"
"1","12","5","0","0","16","1.5","0.13","0","16","0","0"
"1","12","6","0","0","16","1.6","0.13","0","16","0","0"
"1","12","7","0","0","17","2.7","0.13","0","0","0","0"
"1","12","8","0","18","18","3.9","0.13","17.004","18.346","52.129","34.428"
"1","12","9","0","40","19","4.4","0.13","37.853","19.72","121.066","100.922"
"1","12","10","0","104","20","4.7","0.13","99.521","21.815","326.008","298.602"
"1","12","11","0","109","21","5.3","0.13","104.109","22.758","338.024","310.193"
"1","12","12","3","182","22","6","0.13","180.384","24.805","591.605","554.788"
"1","12","13","13","213","23","6","0.13","221.378","26.445","727.96","686.311"
"1","12","14","22","202","23","4.9","0.13","217.286","26.862","717.326","676.055"
"1","12","15","80","173","22","3.3","0.13","230.6","27.166","771.384","728.197"
"1","12","16","110","97","19","1.8","0.13","154.344","23.544","513.43","479.383"
"1","12","17","0","19","17","1.4","0.13","18.414","17.512","37.558","20.373"
"1","12","18","0","0","16","2.7","0.13","0","16","0","0"
"1","12","19","0","0","13","5","0.13","0","13","0","0"
"1","12","20","0","0","10","6.2","0.13","0","10","0","0"
"1","12","21","0","0","8","6","0.13","0","8","0","0"
"1","12","22","0","0","6","5.9","0.13","0","6","0","0"
"1","12","23","0","0","4","6","0.13","0","4","0","0"
"1","13","0","0","0","3","5.8","0.13","0","3","0","0"
"1","13","1","0","0","2","5.5","0.13","0","2","0","0"
"1","13","2","0","0","1","5.4","0.13","0","1","0","0"
"1","13","3","0","0","1","5.4","0.13","0","1","0","0"
"1","13","4","0","0","1","5.4","0.13","0","1","0","0"
"1","13","5","0","0","0","5.3","0.13","0","0","0","0"
"1","13","6","0","0","0","5.3","0.13","0","0","0","0"
"1","13","7","0","0","1","5.7","0.13","0","0","0","0"
"1","13","8","69","71","2","6.4","0.13","104.382","3.552","364.089","335.334"
"1","13","9","446","118","4","6.6","0.13","391.324","9.756","1436.585","1369.827"
"1","13","10","912","74","6","6.5","0.13","739.7","16.989","2650.597","2540.821"
"1","13","11","962","78","8","6.3","0.13","876.432","21.28","3068.148","2943.577"
"1","13","12","982","79","9","6","0.13","933.989","23.617","3230.609","3100.282"
"1","13","13","980","77","10","5.7","0.13","909.007","24.725","3136.842","3009.837"
"1","13","14","953","72","10","5.4","0.13","802.422","23.485","2800.235","2685.157"
"1","13","15","883","65","9","5","0.13","620.66","19.979","2213.39","2119.107"
"1","13","16","738","51","7","3.8","0.13","382.834","14.923","1348.4","1284.766"
"1","13","17","336","21","5","2.7","0.13","100.646","6.974","196.076","173.274"
"1","13","18","0","0","3","2.7","0.13","0","3","0","0"
"1","13","19","0","0","3","3","0.13","0","3","0","0"
"1","13","20","0","0","2","3.3","0.13","0","2","0","0"
"1","13","21","0","0","1","3.6","0.13","0","1","0","0"
"1","13","22","0","0","1","3.9","0.13","0","1","0","0"
"1","13","23","0","0","0","3.9","0.13","0","0","0","0"
"1","14","0","0","0","0","3.9","0.13","0","0","0","0"
"1","14","1","0","0","0","4","0.13","0","0","0","0"
"1","14","2","0","0","0","4.1","0.13","0","0","0","0"
"1","14","3","0","0","0","4.3","0.13","0","0","0","0"
"1","14","4","0","0","0","4.4","0.13","0","0","0","0"
"1","14","5","0","0","0","4.5","0.13","0","0","0","0"
"1","14","6","0","0","0","4.5","0.13","0","0","0","0"
"1","14","7","0","0","0","4.6","0.13","0","0","0","0"
"1","14","8","0","54","0","4.9","0.13","52.433","0.932","182.11","159.803"
"1","14","9","262","144","2","5.1","0.13","310.456","7.412","1139.341","1083.116"
"1","14","10","449","181","4","5.1","0.13","534.238","13.3","1924.805","1840.747"
"1","14","11","937","86","6","4.9","0.13","866.462","21.471","3030.235","2907.008"
"1","14","12","619","187","7","4.6","0.13","757.28","21.031","2636.818","2527.531"
"1","14","13","940","89","8","4.6","0.13","891.499","24.545","3077.414","2952.514"
"1","14","14","635","143","8","4.6","0.13","654.469","20.151","2303.952","2206.46"
"1","14","15","411","147","7","4.4","0.13","427.52","15.164","1534.943","1464.7"
"1","14","16","159","98","6","3.5","0.13","176.581","9.827","623.388","585.444"
"1","14","17","32","22","4","2.4","0.13","31.607","4.698","66.846","48.623"
"1","14","18","0","0","2","2.1","0.13","0","2","0","0"
"1","14","19","0","0","2","2.2","0.13","0","2","0","0"
"1","14","20","0","0","2","2.5","0.13","0","2","0","0"
"1","14","21","0","0","1","3","0.13","0","1","0","0"
"1","14","22","0","0","1","3.2","0.13","0","1","0","0"
"1","14","23","0","0","1","3.3","0.13","0","1","0","0"
"1","15","0","0","0","1","3.3","0.13","0","1","0","0"
"1","15","1","0","0","1","3.4","0.13","0","1","0","0"
"1","15","2","0","0","1","3.6","0.13","0","1","0","0"
"1","15","3","0","0","1","3.7","0.13","0","1","0","0"
"1","15","4","0","0","1","3.8","0.13","0","1","0","0"
"1","15","5","0","0","1","4","0.13","0","1","0","0"
"1","15","6","0","0","1","4.1","0.13","0","1","0","0"
"1","15","7","0","0","1","4.4","0.13","0","0","0","0"
"1","15","8","0","43","1","4.6","0.13","40.733","1.752","139.67","118.867"
"1","15","9","0","64","1","4.6","0.13","60.64","2.123","212.978","189.577"
"1","15","10","0","155","3","4.6","0.13","151.655","5.803","537.335","502.441"
"1","15","11","0","107","4","4.8","0.13","102.103","5.835","354.554","326.137"
"1","15","12","0","134","5","5.1","0.13","128.871","7.228","447.466","415.756"
"1","15","13","1","174","6","5.2","0.13","170.495","8.912","594.438","557.52"
"1","15","14","0","140","6","5.3","0.13","135.612","8.292","472.942","440.329"
"1","15","15","0","94","6","5.2","0.13","90.054","7.544","313.24","286.286"
"1","15","16","111","101","5","4.7","0.13","159.578","7.916","566.192","530.275"
"1","15","17","6","23","3","3.6","0.13","24.015","3.441","52.334","34.625"
"1","15","18","0","0","1","2.9","0.13","0","1","0","0"
"1","15","19","0","0","0","2.7","0.13","0","0","0","0"
"1","15","20","0","0","0","2.7","0.13","0","0","0","0"
"1","15","21","0","0","0","2.9","0.13","0","0","0","0"
"1","15","22","0","0","0","3","0.13","0","0","0","0"
"1","15","23","0","0","0","2.9","0.13","0","0","0","0"
"1","16","0","0","0","-1","2.8","0.13","0","-1","0","0"
"1","16","1","0","0","-2","2.7","0.13","0","-2","0","0"
"1","16","2","0","0","-2","2.7","0.13","0","-2","0","0"
"1","16","3","0","0","-2","2.6","0.13","0","-2","0","0"
"1","16","4","0","0","-3","2.5","0.13","0","-3","0","0"
"1","16","5","0","0","-3","2.4","0.13","0","-3","0","0"
"1","16","6","0","0","-3","2.5","0.13","0","-3","0","0"
"1","16","7","0","0","-1","3","0.13","0","0","0","0"
"1","16","8","633","47","1","3.3","0.13","290.423","7.422","1004.999","953.534"
"1","16","9","828","67","4","3.4","0.13","548.722","16.161","1986.533","1900.288"
"1","16","10","915","79","7","3.5","0.13","749.369","23.315","2622.241","2513.471"
"1","16","11","954","86","8","3.4","0.13","882.399","27.481","3016.354","2893.618"
"1","16","12","968","89","9","3.6","0.13","938.119","29.064","3176.626","3048.212"
"1","16","13","959","89","10","3.9","0.13","910.917","28.634","3094.619","2969.11"
"1","16","14","929","84","10","4.1","0.13","804.365","26.008","2777.643","2663.366"
"1","16","15","870","73","9","3.7","0.13","631.588","22.355","2230.4","2135.514"
"1","16","16","743","55","7","2.3","0.13","394.422","17.508","1381.376","1316.574"
"1","16","17","383","22","4","1.4","0.13","113.481","6.896","222.67","198.925"
"1","16","18","0","0","3","1.4","0.13","0","3","0","0"
"1","16","19","0","0","3","1.4","0.13","0","3","0","0"
"1","16","20","0","0","2","1.4","0.13","0","2","0","0"
"1","16","21","0","0","1","1.4","0.13","0","1","0","0"
"1","16","22","0","0","1","1.3","0.13","0","1","0","0"
"1","16","23","0","0","0","1.3","0.13","0","0","0","0"
"1","17","0","0","0","0","1.5","0.13","0","0","0","0"
"1","17","1","0","0","0","1.8","0.13","0","0","0","0"
"1","17","2","0","0","0","2.2","0.13","0","0","0","0"
"1","17","3","0","0","0","2.6","0.13","0","0","0","0"
"1","17","4","0","0","0","2.7","0.13","0","0","0","0"
"1","17","5","0","0","0","2.8","0.13","0","0","0","0"
"1","17","6","0","0","0","2.9","0.13","0","0","0","0"
"1","17","7","0","0","1","3.4","0.13","0","0","0","0"
"1","17","8","666","40","4","3.5","0.13","294.864","10.316","1008.867","957.265"
"1","17","9","849","54","8","3.2","0.13","542.246","20.411","1934.004","1849.621"
"1","17","10","929","63","12","3.4","0.13","741.216","28.394","2546.08","2440.008"
"1","17","11","967","68","15","3.7","0.13","873.037","33.406","2919.272","2799.976"
"1","17","12","978","71","16","3.6","0.13","927.186","35.832","3060.624","2936.32"
"1","17","13","970","71","16","3.6","0.13","900.937","35.277","2985.175","2863.544"
"1","17","14","940","68","16","3.6","0.13","795.96","33.054","2676.956","2566.247"
"1","17","15","866","64","15","2.9","0.13","616.86","29.832","2118.087","2027.18"
"1","17","16","733","50","12","1.8","0.13","386.271","23.38","1323.995","1261.226"
