,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.022007000000000002,0.011476,0.0,0.025221,0.034078000000000004,0.007032,0.027273,0.037,0.041795,0.043435,0.038034,0.05677,0.063426,0.064788,0.079562,0.0,0.08738,0.084111,0.023317,0.046814999999999996,0.005023,0.099946,0.06447199999999999,0.134727,0.124116,0.12931,0.135877,0.145415,0.044840000000000005,0.15904400000000002,0.08531799999999999,0.034411,0.035354,0.0420555,0.028208999999999998,0.04944149999999999,0.1320185,0.043296999999999995,0.08303800000000001,0.0357055,0.07952200000000001,0.043894499999999996,0.024159999999999997,0.09265925,0.029145499999999998,0.0292855,0.06563725,0.01785275,0.09656100000000001,0.049428,0.0116585,0.0462015,0.03575199999999999,0.043366,0.04267625,0.05440375,0.030643875,0.12999650000000001,0.049973,0.053953499999999995
7,0.6560710000000001,0.19473,0.102643,0.24201699999999998,0.07091599999999999,0.16419399999999998,0.43773700000000004,0.6950689999999999,0.796588,0.771903,0.280238,0.697901,0.452507,0.706973,0.165219,0.025140999999999997,0.774934,0.427398,0.061197,0.282115,0.398097,0.189675,0.107567,0.7698959999999999,0.8482759999999999,0.8268300000000001,0.820193,0.512517,0.186286,0.187887,0.377267,0.46909300000000004,0.60482,0.2262695,0.562582,0.28833000000000003,0.7983629999999999,0.16470649999999998,0.1760405,0.582081,0.106514,0.084382,0.28140175,0.5542615,0.23842249999999998,0.37524737500000005,0.429658,0.30361099999999996,0.1294015,0.484832,0.08191999999999999,0.5865155,0.1358805,0.46830475,0.195488,0.24088068750000002,0.537757,0.8342345,0.146159,0.439735
8,1.6542080000000001,0.959802,0.31629599999999997,0.081719,0.68983,0.121144,0.919821,1.649436,1.8282850000000002,1.7313109999999998,1.2478150000000001,1.576767,1.311787,1.375928,0.323998,0.639621,1.2753189999999999,1.0740399999999999,0.529445,0.498988,0.750001,0.293046,0.674592,1.6098789999999998,1.760318,1.6714639999999998,1.679716,0.872052,0.57043,0.336769,0.4768855,1.0765980000000002,1.3255659999999998,0.8568304999999999,1.3654030000000001,0.8755950000000001,1.6406714999999998,0.22257100000000002,0.2289565,1.3630170000000001,0.488195,0.6020185,0.486286,1.2776555,0.729395,0.7814420000000001,0.9386687499999999,1.001319,0.5132995,1.1175605,0.42287050000000004,1.01266,0.397868,0.976941,0.53970075,0.6348185000000001,1.366315,1.720017,0.30467099999999997,1.2029515
9,2.440696,1.6448710000000002,0.249061,0.6658099999999999,1.7008910000000002,0.19802699999999998,1.104182,2.440995,2.611377,2.432525,2.019753,2.261833,2.047638,1.575086,1.108381,1.984022,1.515051,1.4149800000000001,1.746495,2.112084,2.377971,0.31571499999999997,0.870571,2.2950369999999998,2.441884,2.29401,2.339933,1.8093119999999998,0.579338,0.330345,1.237561,2.27639,1.7683535,1.6995010000000002,2.358543,1.5734805,2.2945235,0.653204,0.264186,2.3586925,1.1571835,1.308533,1.5155875,1.95670675,1.8784775,1.8959887500000001,1.411792,2.17135725,1.0156180000000001,1.579961,0.9977779999999999,1.946511,0.534299,1.5428645,1.1763525000000001,1.5265861250000001,2.301941125,2.3909085,0.282388,1.651548
