,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.08609900000000001,0.005431,0.117821,0.018583,0.105461,0.093069,0.0035299999999999997,0.017831,0.044647,0.12934,0.009827,0.009324,0.009779,0.090424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06643500000000001,0.0017649999999999999,0.0501255,0.045212,0.0,0.0008824999999999999,0.00044124999999999996,0.0044805,0.06467,0.032335,0.059217000000000006,0.055826,0.06382399999999999,0.033217500000000004,0.00224025,0.0287955,0.0,0.0008824999999999999,0.02506275,0.08151649999999999,0.02506275,0.0465345,0.029608500000000003,0.0,0.00022062499999999998,0.030049750000000004,0.045647749999999994,0.0008824999999999999,0.034152249999999995,0.00022062499999999998
8,0.531043,0.153859,1.100689,0.230636,0.298515,0.542788,0.336148,0.229554,1.163826,1.2691590000000001,0.008467,0.080571,0.24843600000000002,1.194415,0.063875,0.085521,1.09984,0.6095320000000001,1.143046,1.152354,1.013167,0.479047,1.1029849999999999,0.70211,1.1068140000000002,1.0944690000000001,1.022486,0.6807799999999999,0.998181,0.9465399999999999,0.899227,0.8026535000000001,0.47284000000000004,0.601441,1.1471274999999999,0.7910159999999999,0.7430034999999999,0.40343924999999997,0.24500349999999999,1.1879865,1.16551625,0.848279625,0.38671200000000006,0.554578,0.95124675,0.36202524999999997,0.42977600000000005,0.5431805,0.7879125,0.343481,1.12390825,0.8722435,0.5109175,0.9740598125,1.06465,0.651333125,0.8180960625,0.686172125,0.7879125,0.39979075,0.712962625
9,1.939074,0.5291710000000001,0.29412,0.161467,0.606088,0.40749799999999997,0.36767099999999997,0.198749,2.0197,2.081601,0.026758,0.30879199999999996,0.017515,2.063542,0.390735,0.831434,2.0152010000000002,1.621886,2.041649,2.020203,1.869497,0.140641,2.002357,2.036562,2.03133,2.019726,1.939316,1.9805730000000001,1.94148,1.8653009999999999,1.841275,1.224636,0.9947785,1.04515,2.0393715,1.071499,1.4321377499999999,0.911436375,0.448421,2.0564655,2.0490572499999997,1.9940656249999997,0.28448249999999997,0.160439,1.6199185000000003,0.294531,0.6396305,1.1650255,1.4985677499999999,0.938292,1.16674575,1.5433995,0.27406949999999997,2.0046333125,1.9853230000000002,1.3763556875,1.7463166874999998,0.592130375,1.4985677499999999,0.30443,1.4253761875
10,1.7682159999999998,0.115623,0.473711,0.46995,1.368461,0.8654149999999999,0.440338,0.255818,2.583416,2.5402240000000003,0.194168,0.830619,0.116241,2.603581,0.364821,1.560853,2.585772,2.256718,2.638885,2.57956,2.421855,1.347038,2.6043510000000003,2.630284,2.610078,2.6296280000000003,2.553466,2.55618,2.127987,1.674793,2.491137,1.4902810000000002,1.348528,1.3988745,2.5946765000000003,1.9756945000000001,1.8851915,1.12500625,0.2779805,2.575151,2.607018,2.187617,0.6676825,0.3339395,2.0380265,0.81250925,1.0081052499999998,1.4591435,1.9764395000000001,1.47986375,1.53419375,2.01887975,1.1062265,2.3866945,2.581772,1.8080716250000002,2.08202825,0.825217375,1.9764395000000001,0.30596,1.8392361249999998
11,2.6153589999999998,0.074004,0.674165,0.39187700000000003,1.387545,1.251548,1.11199,0.936389,2.902806,2.823957,0.365166,1.010173,0.277583,2.939265,0.38921300000000003,0.554139,2.928533,2.3492330000000003,2.982642,2.9044209999999997,2.7531019999999997,1.057163,2.9660900000000003,2.981181,2.938215,2.978966,2.898865,2.8460949999999996,2.60993,1.8579890000000001,2.8667,1.9679735,1.7306115000000002,1.6522154999999998,2.933899,2.0116265,2.24185675,1.315534875,0.592997,2.881086,2.931864,2.7736115,0.8217125000000001,0.5196655,2.44825325,0.82508,1.2761620000000002,1.6440389999999998,2.3483507500000003,1.1031772499999999,1.8040319999999999,2.31742875,1.1543555,2.8510722499999996,2.91854,2.0911174375,2.560981125,1.0408074999999999,2.3483507500000003,0.5563312499999999,2.1071999375
12,2.6743930000000002,0.7943680000000001,0.671398,1.114437,1.876375,1.082794,0.7498830000000001,0.895848,2.965771,2.930031,0.6526609999999999,1.285404,0.755795,3.031692,0.567209,0.986846,3.016474,2.528278,3.076868,2.996411,2.838512,2.724389,3.0718330000000003,3.0751999999999997,3.026426,3.082456,3.018531,2.8710839999999997,3.060294,2.149263,2.995033,1.839957,1.6390805,1.8421764999999999,3.024083,2.898111,2.23879625,1.403002625,0.7721255,2.9782285,3.02754825,2.8509706250000004,1.0986155,0.6620295,2.4282155000000003,1.74825725,1.3688479999999998,1.79287,2.35545675,1.4145112499999999,1.8477405,2.45952225,1.9035915,2.9337223125000005,3.0224785,2.1990178125,2.6032136875000003,1.30176775,2.35545675,0.7170775,2.2107668125
