0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014282999999999999,0.0,0.025745999999999998,0.024733,0.027422000000000002,0.028120000000000003,0.030783,0.003134,0.010006000000000001,0.007141499999999999,0.012872999999999999,0.0123665,0.0,0.0035707499999999997,0.0153915,0.0,0.0,0.0,0.013711000000000001
0.132692,0.440942,0.377697,0.499258,0.470006,0.451158,0.230242,0.0,0.033644,0.11897100000000001,0.09879,0.516912,0.5242279999999999,0.57374,0.538141,0.21126499999999998,0.33796,0.275174,0.10138599999999999,0.690879,0.732913,0.684619,0.29876600000000003,0.117295,0.760301,0.672577,0.644775,0.7327290000000001,0.691594,0.079595,0.21766,0.384386,0.4308435,0.4514095,0.303692,0.38104150000000003,0.6148675,0.2551945,0.372317,0.247496,0.5808435000000001
0.456661,1.455313,0.325401,1.533106,1.4606489999999999,1.2976590000000001,0.9415330000000001,0.343,0.14240199999999997,0.327582,0.446613,1.479856,1.473969,0.8430230000000001,0.706036,0.548858,0.829168,0.59437,0.26412599999999997,1.74206,1.767998,1.6691559999999999,0.5121290000000001,0.023010000000000003,1.7738900000000002,1.427192,0.31512,1.6863569999999999,0.463791,0.331668,0.102221,0.986389,1.0190080000000001,1.1843625,0.4927125,0.655895,0.5849135,0.391031,0.97401275,0.1742055,0.8974880000000001
1.038751,2.279293,0.210987,2.324281,2.2369850000000002,1.2485920000000001,0.7427910000000001,0.084762,0.395652,0.407118,1.416301,0.8007799999999999,2.2452829999999997,2.316059,2.2590700000000004,0.899366,1.258392,0.9172830000000001,0.584526,2.5581799999999997,2.500819,1.790293,0.627568,0.9307859999999999,2.4976149999999997,1.812895,0.661727,2.394871,0.30758800000000003,0.684962,0.680243,1.4322765000000002,1.5410704999999998,1.277843,1.3558555,0.8216317500000001,1.2833290000000002,0.624869,1.81757425,0.5708865,0.7312535
