0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04267,0.043701000000000004,0.044399,0.040898000000000004,0.034316,0.06351899999999999,0.084015,0.095616,0.102915,0.109336,0.035453000000000005,0.007801,0.140371,0.142337,0.14280299999999999,0.12417600000000001,0.12273999999999999,0.124652,0.167426,0.092342,0.181975,0.188852,0.187002,0.021481999999999998,0.021741,0.209369,0.182674,0.161177,0.18477000000000002,0.21893100000000001,0.0210585,0.1708355,0.138381,0.1429145,0.122747,0.07971975,0.10278799999999999,0.043534500000000004,0.09452787500000001,0.1114365
0.7983300000000001,0.7337509999999999,0.673728,0.407933,0.18262299999999998,0.47702300000000003,0.34159500000000004,0.82933,0.785089,0.34089400000000003,0.553731,0.14527,0.893942,0.910384,0.918923,0.904889,0.22806800000000002,0.635677,0.8976989999999999,0.500258,0.853838,0.861475,0.8657079999999999,0.013459,0.070288,0.84414,0.97489,0.9705499999999999,0.873677,0.622158,0.1639465,0.425113,0.6192964999999999,0.8031135,0.6654305,0.39162149999999996,0.822139,0.736029,0.36625775,0.6308855
1.750406,1.618244,1.5062639999999998,1.652106,0.74586,0.8535470000000001,0.607442,1.718322,1.614358,1.6046559999999999,0.031817,0.140427,1.810213,1.7817360000000002,1.823483,1.7882550000000001,1.758998,1.419332,1.757122,0.890956,0.6454500000000001,0.9520919999999999,1.6757570000000002,0.065781,0.158052,1.751607,1.824609,1.4578520000000001,1.644347,1.671471,0.44314349999999997,1.7152345,1.680889,1.438592,0.7494985000000001,1.06201625,1.4820579999999999,1.6283349999999999,1.333336125,1.148778
2.4647229999999998,1.173351,1.4993530000000002,2.341775,1.5941969999999999,0.779854,1.36075,2.395841,2.2636480000000003,2.2414,0.058561,0.192976,2.531589,2.433249,2.510857,2.2254389999999997,2.437514,2.020311,2.421652,1.776106,1.744753,2.3142910000000003,2.322652,0.097971,0.38837900000000003,1.977961,2.468697,1.975508,2.293116,0.813913,0.8935865,1.6257135,2.331526,1.9979095,1.2623035,1.6125562500000001,1.7374305,1.982038,1.9269781250000002,2.043264
