0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.27434,0.26846499999999995,0.240427,0.14203100000000002,0.212756,0.28329000000000004,0.271117,0.278825,0.268677,0.243647,0.24438900000000002,0.254945,0.245558,0.27115300000000003,0.268498,0.2696,0.243559,0.159423,0.212823,0.22733699999999998,0.263967,0.236186,0.238709,0.239886,0.232712,0.21838,0.23157,0.22846799999999998,0.16381800000000002,0.235103,0.25777100000000003,0.222163,0.23701299999999997,0.2313845,0.24198800000000004,0.2381795,0.2553135,0.2703585,0.25273899999999994,0.250585
0.9554819999999999,0.9563039999999999,0.80163,0.598904,0.7962469999999999,0.6191019999999999,1.003824,0.640094,0.926553,0.579474,0.801921,0.940723,0.940239,0.920226,0.908027,0.9088229999999999,0.6666960000000001,0.384678,0.917475,0.907077,0.897749,0.920866,0.918806,0.919717,0.88952,0.884259,0.8676130000000001,0.8678020000000001,0.574913,0.867374,0.8610735,0.8319300000000001,0.9040205000000001,0.84309,0.9188505,0.734497,0.7630895,0.9563235,0.93016225,0.888218
1.697575,1.693616,0.839477,0.8111349999999999,0.680823,1.7264469999999998,1.7662650000000002,0.9977569999999999,0.81138,1.147901,1.362505,1.685293,1.694894,1.372164,1.634864,1.335738,1.226667,0.427322,1.1202370000000001,1.666077,1.633316,1.6770150000000001,1.309307,1.677219,1.633089,1.623459,1.583188,1.587251,1.192396,1.5940150000000002,1.3673345000000001,1.1320055,1.6410725,1.492982,1.2462005,1.390495,1.696262,1.5510015000000001,1.66734425,1.459463
2.274161,2.258111,2.2376750000000003,1.566508,1.356369,1.9927249999999999,2.31764,1.715377,1.114111,1.845931,1.792187,1.937204,1.5761079999999998,2.2410419999999998,2.2125500000000002,2.2481649999999997,1.780127,0.6940850000000001,1.6747619999999999,2.2072979999999998,2.222216,2.236362,2.249506,1.769841,2.1968710000000002,1.3854680000000001,2.1247089999999997,2.150329,2.114668,2.159802,2.0166144999999998,1.7405389999999998,1.8632184999999999,1.5888275,1.9579019999999998,2.021401,2.1000115,2.2829024999999996,2.06066475,2.1864369999999997
