0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9
0.553953,1.691179,0.897448,2.622512,2.6961999999999997,2.163215,0.18109999999999998,1.90622,2.649256,2.667222,2.65808,2.536984,2.2296080000000003,2.6205979999999998,2.693928,2.590594,0.881892,0.583412,0.795166,1.488864,0.705793,1.263302,2.702011,0.271852,2.6448560000000003,2.3276350000000003,2.8999029999999997,2.813471,2.736393,2.757729,1.376083,1.2997435000000002,2.0383864999999997,1.5123870000000001,2.621555,1.6837119999999999,1.7633740000000002,1.4840259999999998,2.7258285,1.0949095
0.698646,1.980797,2.046809,2.191575,2.943444,2.4202130000000004,0.38149700000000003,1.632579,2.8962689999999998,2.9165929999999998,2.867443,2.793395,2.565149,2.856314,2.935762,2.8053739999999996,0.7746989999999999,0.8520650000000001,0.621537,1.674245,0.62467,2.896293,2.94892,2.853979,2.857678,2.448057,3.146265,3.03415,2.9841889999999998,2.982866,2.285269,2.6510179999999997,2.9652215,1.593343,2.5239445,1.866398,1.8161885,2.8987115,2.959314,1.76169075
2.961147,2.906841,2.324659,1.664198,3.009124,1.4026910000000001,0.287464,1.8753199999999999,2.624428,2.970746,2.878745,1.4236410000000002,2.612177,2.876263,2.978688,1.8890689999999999,1.028855,1.179952,0.480971,1.349015,2.682742,2.266833,1.750116,0.375591,2.8663339999999997,2.149975,3.181009,3.0660149999999997,3.066087,2.971144,1.807924,1.262783,2.666424,1.546574,2.2702305,3.013581,1.9475945,1.6923575,2.974916,2.18754975
2.449395,2.2722249999999997,2.156258,2.207712,2.879835,0.17684899999999998,0.461221,2.217346,2.4956060000000004,2.0768530000000003,2.722726,2.7273,1.930598,2.749999,2.848324,1.785257,1.015854,0.709305,0.643821,1.106265,2.809822,2.8301950000000002,2.852712,2.7441269999999998,2.684235,2.2245100000000004,3.019197,2.885181,2.87976,2.797793,1.9682300000000001,2.4843185,2.8576880000000005,1.2872095,2.4788555,2.667288,1.8500445,2.811981,2.8230585,2.8109015
2.5204940000000002,2.1515790000000004,2.0766660000000003,1.405345,2.528533,0.603724,0.896443,1.879975,2.301236,2.505741,2.427412,2.405696,2.372878,2.429861,2.5288850000000003,0.544982,1.1233769999999998,0.591004,0.458623,1.630434,2.4622319999999998,2.462473,2.478488,1.258871,2.329279,2.227019,2.634495,2.522862,2.507134,2.409747,2.0464535,1.742945,2.4926675,1.4157505000000001,1.917603,2.521678,1.726328,1.893702,2.469316,2.1779669999999998
1.988852,1.930991,1.2037529999999999,0.492632,1.992372,0.970909,1.208022,1.35636,1.750785,1.976771,1.91706,1.508643,1.860767,1.860627,1.993291,0.6932630000000001,0.793768,0.484474,0.572483,1.112602,0.063889,1.899511,1.9265619999999999,1.8485930000000002,1.794222,1.821679,2.055241,1.942026,1.940634,1.8479970000000001,1.5060565000000001,1.835136,1.9207684999999999,1.216625,1.1766295,1.965439,1.293995,1.9204825,1.920644,0.9921857500000001
1.302387,0.648309,1.146036,1.1608910000000001,1.285222,0.9230309999999999,0.705671,1.185267,1.183562,1.272436,1.243565,0.655606,1.1624100000000002,1.1656469999999999,1.269291,0.8821599999999999,0.958004,0.015853,0.636079,0.36109399999999997,0.16195199999999998,0.719798,1.1594200000000001,1.1088689999999999,1.0674659999999998,0.93999,1.233178,1.1591150000000001,1.1546690000000002,1.091944,0.540446,1.0244294999999999,0.9394565000000001,0.8992445,1.163269,1.2307510000000002,1.012735,1.1970455,1.1806174999999999,0.67949875
0.51398,0.278736,0.109214,0.481439,0.486119,0.047408,0.293833,0.43365499999999996,0.42027499999999995,0.442042,0.383653,0.20890199999999998,0.38912599999999997,0.385474,0.419202,0.334177,0.164374,0.127768,0.206602,0.07040600000000001,0.325296,0.323153,0.31434500000000004,0.296286,0.281578,0.294194,0.313623,0.288577,0.281128,0.256164,0.19677950000000002,0.29524,0.305865,0.297864,0.4334565,0.4012785,0.222976,0.3912025,0.337683,0.35824924999999996
0.024357,0.011725,0.003113,0.011792,0.011728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005896,0.0121785,0.0,0.005864,0.0,0.002932
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
