0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.669614,0.592108,0.634495,0.34937,0.585628,0.146225,0.146784,0.42286,0.118618,0.5485099999999999,0.488632,0.538246,0.09353,0.5191420000000001,0.077179,0.08512900000000001,0.018408,0.54241,0.611726,0.562566,0.13346,0.41359199999999996,0.14080299999999998,0.555572,0.486911,0.22798400000000002,0.033999,0.5071,0.4768,0.355476,0.334247,0.27816,0.44879900000000006,0.3395245,0.348013,0.4311955,0.435134,0.43582950000000004,0.209688,0.4431295
1.599081,1.498057,1.5534919999999999,1.5536240000000001,1.476153,0.791745,0.44829399999999997,1.271223,0.359074,1.4675440000000002,1.397226,1.457519,0.524322,1.464269,0.569926,0.5711609999999999,0.030729,1.534725,1.6402860000000001,1.5565499999999999,0.520018,1.357596,0.616713,1.673579,1.487701,0.713776,0.335843,1.592997,1.5307639999999998,1.328479,0.9446675,0.8956204999999999,1.1564285,1.037116,1.038284,1.25701225,1.19683875,1.21382575,0.75791425,1.2479015
2.239547,2.1857040000000003,2.2306340000000002,2.188548,2.1094090000000003,1.1958330000000001,0.39896,0.563067,1.221468,2.109102,2.09049,2.131026,2.08178,2.1643380000000003,1.467632,0.27195600000000003,0.332677,2.24878,2.357581,2.250403,2.0762869999999998,2.058376,0.136934,2.469408,2.199612,1.938837,0.045778,2.369919,2.260442,2.0619720000000004,1.138206,1.319677,2.0891919999999997,1.13398,2.1633449999999996,2.073784,1.7526905000000002,1.3261295,0.7050810000000001,2.1471855
