0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.047642000000000004,0.040038,0.043012,0.0396,0.034453000000000004,0.040359,0.035488,0.006672,0.004907,0.036364,0.026968,0.026849,0.02485,0.018978000000000002,0.022729,0.020125,0.018958,0.020036,0.018248,0.018591999999999997,0.015763,0.013426,0.004897,0.008914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0351855,0.0198,0.0201795,0.0057845,0.032945,0.03369900000000001,0.016731000000000003,0.018926000000000002,0.0257685,0.0402935
0.837284,0.778122,0.812099,0.790115,0.7214389999999999,0.803905,0.786175,0.165715,0.039369,0.821333,0.719236,0.723167,0.706175,0.47160399999999997,0.739031,0.452823,0.490131,0.6971130000000001,0.698341,0.7038139999999999,0.685903,0.652583,0.6636960000000001,0.6657000000000001,0.532121,0.626038,0.646415,0.457033,0.760463,0.775123,0.743044,0.7881575000000001,0.7665795,0.668013,0.41470550000000006,0.7678125,0.74462575,0.6748480000000001,0.40359075,0.73581325,0.8025482500000001
1.736632,1.68092,1.712008,1.666254,1.432314,1.682526,1.67174,0.25855399999999995,0.093058,1.717042,1.59178,1.3245239999999998,1.577102,1.155257,1.634615,0.11639400000000001,0.232183,1.58017,1.582246,1.582701,1.486278,1.5188920000000001,1.515239,1.59228,0.233655,0.396445,0.383284,0.52742,1.773888,1.780413,1.7095019999999999,1.6856235,1.687878,0.9580905,0.8868965,1.6594389999999999,1.5458764999999999,1.549531,0.8762485,1.62107,1.6980355
2.373382,2.3581060000000003,2.3451039999999996,2.285165,2.1399899999999996,2.316226,2.308536,0.105381,0.18262,2.345283,2.2407890000000004,2.01854,2.211763,1.933419,2.2542310000000003,0.24600899999999998,1.302598,2.19964,2.207275,2.2185569999999997,2.047474,2.141234,2.095147,2.2835639999999997,0.80257,0.6269450000000001,0.409846,0.527974,2.5093490000000003,2.477187,2.3121709999999998,2.3138065,2.298668,1.5593979999999998,1.100264,2.2903285,2.21515925,2.1704369999999997,1.23647425,2.25444275,2.3318552500000003
