0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.224156,0.199064,0.22193100000000002,0.236508,0.024513,0.191791,0.211668,0.194129,0.20239400000000002,0.182167,0.173152,0.187485,0.206911,0.20608,0.20377199999999998,0.015746,0.188334,0.124527,0.14919,0.209674,0.213301,0.198733,0.004911,0.19696100000000002,0.174185,0.18523799999999999,0.175232,0.17586500000000002,0.161644,0.15993100000000002,0.17352299999999998,0.1824715,0.18499700000000002,0.18364049999999998,0.1959205,0.18443925,0.2033175,0.2045765,0.20469875,0.1935335,0.19264750000000003
0.876403,0.8690220000000001,0.866337,0.842662,0.49151,0.035781,0.843838,0.847611,0.857933,0.843626,0.851931,0.826743,0.821376,0.426012,0.712737,0.301997,0.715466,0.669734,0.374831,0.66852,0.7827540000000001,0.771229,0.015776,0.7866989999999999,0.461608,0.6897409999999999,0.809895,0.8039959999999999,0.68225,0.776404,0.6161639999999999,0.443856,0.8258034999999999,0.849771,0.756073,0.769756,0.7276095,0.85110325,0.57681075,0.7433475,0.7510825
1.617367,1.6060029999999998,1.597176,1.5269469999999998,1.049053,1.590924,1.570757,1.603275,1.613701,1.288965,1.631513,1.5436379999999998,1.533858,1.5606659999999999,1.214418,0.829183,1.243818,0.47665199999999996,1.571644,1.489049,1.4629100000000002,1.455768,1.0411890000000001,1.500691,1.132335,1.246963,1.581464,1.566901,1.114265,1.51552,1.047019,1.6112185,1.585088,1.617394,1.3890069999999999,1.4321785,1.4948700000000001,1.6012275,1.527768,1.349793,1.3722545
2.188498,2.103404,2.08557,2.0754810000000004,2.161228,2.148002,2.110688,2.172098,2.194134,1.037577,2.197654,2.048773,2.053696,2.131297,1.39422,1.227185,1.586694,0.39937599999999995,2.1384980000000002,1.670118,2.019085,2.01225,2.06302,0.572098,1.9005560000000001,2.117284,2.18255,2.155793,1.7294770000000002,1.430641,1.4419190000000002,2.172828,2.1639455,2.184876,1.3538475,2.1510800000000003,1.121108,2.17622175,1.6262025,1.799472,1.079396
