0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.116985,0.182204,0.224863,0.24429900000000002,0.191162,0.175425,0.244679,0.25446799999999997,0.15573900000000002,0.21756399999999998,0.253878,0.25441800000000003,0.262156,0.249869,0.270961,0.236427,0.165525,0.27662400000000004,0.259897,0.271065,0.265932,0.255927,0.258382,0.286643,0.261893,0.111551,0.153679,0.13813999999999999,0.258803,0.26705900000000005,0.25387899999999997,0.220161,0.25490250000000003,0.224068,0.1738645,0.238044,0.21387125,0.262931,0.2646075,0.21839775,0.24796400000000002
0.218625,0.5081990000000001,0.487026,0.921207,0.559286,0.812225,0.38112999999999997,0.350671,0.427143,0.461334,0.922403,0.933024,0.582576,0.979173,0.934907,0.744358,0.07630100000000001,1.067057,1.0413130000000002,1.043091,0.973399,0.976758,0.9650890000000001,0.6598339999999999,0.967044,0.6974600000000001,0.7196319999999999,0.562219,0.9691989999999999,0.758293,0.954496,0.6897329999999999,0.9495804999999999,0.740799,0.29225,0.8332455,0.6073265,0.8637459999999999,0.6704345,0.577998,0.7650585
0.567392,1.15192,0.7173959999999999,1.6810740000000002,1.6763759999999999,0.275889,0.983245,0.573543,1.6570550000000002,1.24052,1.680808,1.6917470000000001,1.350349,1.7628,1.6799849999999998,1.245029,0.299163,1.9116469999999999,1.842835,1.841468,1.723952,1.753529,1.721284,1.648879,1.707806,0.911134,0.047009,1.496011,1.706123,1.6888420000000002,1.670738,0.847944,1.7171685,1.437936,0.7255415000000001,1.3007365,1.20317475,1.6974825,1.5195955,1.211512,1.279432
1.038836,1.8267159999999998,1.101058,2.2816140000000003,2.2933879999999998,1.614175,2.224648,1.7065080000000001,1.735309,2.324117,2.2741770000000003,2.294348,1.821573,2.358099,2.273127,1.151621,0.525592,2.5477109999999996,2.4463209999999997,2.443217,2.297869,2.333736,1.666628,1.83898,2.272736,1.0719480000000001,0.132021,2.2770189999999997,2.246652,2.240178,2.23981,0.9855005,2.3039565,2.0622925,1.176154,1.65961825,1.7251655000000001,2.2434149999999997,2.0308755,1.7097844999999998,1.7721375000000001
