Month,Day,Hour,DC Output (W),AC Output (W),Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (W/m2),Cell Temperature (C),,,,,,,,,,
4,9,9,2263.648,2167.584,749,155,24,1.4,0.15,722.188,47.227,,,,,,,,,,
4,9,10,2713.979,2601.958,798,171,25,1.5,0.15,894.845,53.075,,,,,,,,,,
4,9,11,2967.593,2846.585,822,181,26,1.5,0.15,1002.447,57.416,,,,,,,,,,
4,9,12,3036.781,2913.321,831,181,27,1.6,0.15,1032.935,58.65,,,,,,,,,,
4,9,13,2940.973,2820.909,819,178,27,1.9,0.15,983.343,55.276,,,,,,,,,,
4,9,14,2639.75,2530.359,787,169,27,2.2,0.15,858.664,50.28,,,,,,,,,,
4,9,15,2144.207,2052.375,731,151,26,2.4,0.15,672.495,43.59,,,,,,,,,,
4,9,16,1441.568,1374.634,627,126,25,2.3,0.15,439.42,36.73,,,,,,,,,,
4,9,17,587.028,550.373,436,86,22,2,0.15,194.634,27.361,,,,,,,,,,
4,9,18,25.111,8.367,65,16,20,1.9,0.15,13.527,20.327,,,,,,,,,,
4,9,19,0,0,0,0,19,2,0.15,0,19,,,,,,,,,,
4,9,20,0,0,0,0,19,2,0.15,0,19,,,,,,,,,,
4,9,21,0,0,0,0,18,1.7,0.15,0,18,,,,,,,,,,
4,9,22,0,0,0,0,17,1.3,0.15,0,17,,,,,,,,,,
4,9,23,0,0,0,0,17,1.1,0.15,0,17,,,,,,,,,,
4,10,0,0,0,0,0,17,1.1,0.15,0,17,,,,,,,,,,
4,10,1,0,0,0,0,17,1.1,0.15,0,17,,,,,,,,,,
4,10,2,0,0,0,0,17,1.1,0.15,0,17,,,,,,,,,,
4,10,3,0,0,0,0,17,1.1,0.15,0,17,,,,,,,,,,
4,10,4,0,0,0,0,17,1.1,0.15,0,17,,,,,,,,,,
4,10,5,0,0,0,0,17,1.1,0.15,0,17,,,,,,,,,,
4,10,6,109.336,89.607,140,38,19,1.7,0.15,42.992,20.206,,,,,,,,,,
4,10,7,340.894,312.96,2,109,22,2.5,0.15,104.165,24.675,,,,,,,,,,
4,10,8,1604.656,1531.942,599,151,23,2.7,0.15,484.124,35.013,,,,,,,,,,
4,10,9,2241.4,2146.124,674,187,24,2.6,0.15,699.991,41.63,,,,,,,,,,
4,10,10,1055.57,1002.313,25,319,25,2.5,0.15,330.987,33.431,,,,,,,,,,
4,10,11,2098.184,2007.983,226,444,26,2.4,0.15,675.42,43.539,,,,,,,,,,
4,10,12,1269.285,1208.455,29,375,26,2.2,0.15,403.797,36.869,,,,,,,,,,
4,10,13,2833.519,2717.262,697,246,26,1.9,0.15,939.855,53.008,,,,,,,,,,
4,10,14,2498.434,2394.05,669,227,26,1.5,0.15,819.194,51.694,,,,,,,,,,
4,10,15,971.254,920.984,46,277,25,1.1,0.15,304.181,35.466,,,,,,,,,,
4,10,16,787.063,743.32,91,203,24,1.1,0.15,241.694,32.347,,,,,,,,,,
4,10,17,246.789,222.19,0,81,23,1.1,0.15,76.757,25.653,,,,,,,,,,
4,10,18,8.206,0,0,5,22,1.2,0.15,4.72,22.133,,,,,,,,,,
4,10,19,0,0,0,0,21,1.7,0.15,0,21,,,,,,,,,,
4,10,20,0,0,0,0,21,2.5,0.15,0,21,,,,,,,,,,
4,10,21,0,0,0,0,20,2,0.15,0,20,,,,,,,,,,
4,10,22,0,0,0,0,19,1.6,0.15,0,19,,,,,,,,,,
4,10,23,0,0,0,0,18,2.4,0.15,0,18,,,,,,,,,,
4,11,0,0,0,0,0,17,3.3,0.15,0,17,,,,,,,,,,
4,11,1,0,0,0,0,16,4.7,0.15,0,16,,,,,,,,,,
4,11,2,0,0,0,0,14,5.5,0.15,0,14,,,,,,,,,,
4,11,3,0,0,0,0,13,4.6,0.15,0,13,,,,,,,,,,
4,11,4,0,0,0,0,13,3.7,0.15,0,13,,,,,,,,,,
4,11,5,0,0,0,0,13,3.6,0.15,0,13,,,,,,,,,,
4,11,6,35.453,18.342,0,13,13,4.2,0.15,12.285,13.235,,,,,,,,,,
4,11,7,553.731,518.256,127,128,13,4.7,0.15,163.922,15.981,,,,,,,,,,
4,11,8,31.817,14.835,0,11,14,5,0.15,10.414,14.183,,,,,,,,,,
4,11,9,58.561,40.631,0,20,15,5.1,0.15,18.971,15.328,,,,,,,,,,
4,11,10,73.109,54.665,0,25,16,4.9,0.15,23.753,16.42,,,,,,,,,,
4,11,11,172.121,150.168,0,57,16,4.9,0.15,54.259,16.957,,,,,,,,,,
4,11,12,302.388,275.819,0,98,16,5.4,0.15,93.544,17.551,,,,,,,,,,
4,11,13,574.625,538.41,5,176,15,5.3,0.15,173.547,17.915,,,,,,,,,,
4,11,14,142.073,121.185,0,47,15,5,0.15,44.662,15.779,,,,,,,,,,
4,11,15,671.396,631.752,7,203,15,5,0.15,199.409,18.489,,,,,,,,,,
4,11,16,672.096,632.427,34,186,15,4.6,0.15,196.985,18.644,,,,,,,,,,
4,11,17,162.821,141.197,0,52,14,4.2,0.15,49.277,14.964,,,,,,,,,,
4,11,18,25.48,8.723,0,14,13,4,0.15,13.25,13.223,,,,,,,,,,
4,11,19,0,0,0,0,12,4,0.15,0,12,,,,,,,,,,
4,11,20,0,0,0,0,12,3.9,0.15,0,12,,,,,,,,,,
4,11,21,0,0,0,0,11,3.6,0.15,0,11,,,,,,,,,,
4,11,22,0,0,0,0,11,3.4,0.15,0,11,,,,,,,,,,
4,11,23,0,0,0,0,11,3.4,0.15,0,11,,,,,,,,,,
4,12,0,0,0,0,0,10,3,0.15,0,10,,,,,,,,,,
4,12,1,0,0,0,0,10,2.4,0.15,0,10,,,,,,,,,,
4,12,2,0,0,0,0,10,2.4,0.15,0,10,,,,,,,,,,
4,12,3,0,0,0,0,10,2.9,0.15,0,10,,,,,,,,,,
4,12,4,0,0,0,0,10,3,0.15,0,10,,,,,,,,,,
4,12,5,0,0,0,0,10,3.2,0.15,0,10,,,,,,,,,,
4,12,6,7.801,0,0,3,10,3.7,0.15,2.83,10.058,,,,,,,,,,
4,12,7,145.27,124.269,0,46,11,4.2,0.15,43.57,11.853,,,,,,,,,,
4,12,8,140.427,119.597,0,45,11,4.7,0.15,42.656,11.778,,,,,,,,,,
4,12,9,192.976,170.284,0,62,12,5.1,0.15,58.877,13.016,,,,,,,,,,
4,12,10,1026.554,974.325,19,296,12,5.3,0.15,302.762,17.091,,,,,,,,,,
4,12,11,1390.799,1325.663,34,381,13,5.4,0.15,413.234,19.858,,,,,,,,,,
4,12,12,1765.543,1687.129,73,451,13,5.6,0.15,525.764,21.522,,,,,,,,,,
4,12,13,539.627,504.652,4,165,13,5.7,0.15,161.904,15.593,,,,,,,,,,
4,12,14,387.808,358.212,0,123,14,5.7,0.15,117.284,15.881,,,,,,,,,,
4,12,15,1032.63,980.185,45,277,14,5.5,0.15,303.04,18.991,,,,,,,,,,
4,12,16,572.425,536.287,13,169,14,5,0.15,167.701,16.945,,,,,,,,,,
4,12,17,434.011,402.778,127,104,13,3.9,0.15,131.782,15.663,,,,,,,,,,
4,12,18,28.016,11.169,31,16,11,2.7,0.15,14.38,11.298,,,,,,,,,,
4,12,19,0,0,0,0,10,2.2,0.15,0,10,,,,,,,,,,
4,12,20,0,0,0,0,10,2.1,0.15,0,10,,,,,,,,,,
4,12,21,0,0,0,0,9,2.3,0.15,0,9,,,,,,,,,,
4,12,22,0,0,0,0,9,2.3,0.15,0,9,,,,,,,,,,
4,12,23,0,0,0,0,8,2.2,0.15,0,8,,,,,,,,,,
4,13,0,0,0,0,0,8,2,0.15,0,8,,,,,,,,,,
4,13,1,0,0,0,0,7,1.7,0.15,0,7,,,,,,,,,,
4,13,2,0,0,0,0,7,1.4,0.15,0,7,,,,,,,,,,
4,13,3,0,0,0,0,6,1.3,0.15,0,6,,,,,,,,,,
4,13,4,0,0,0,0,6,1.5,0.15,0,6,,,,,,,,,,
4,13,5,0,0,0,0,6,2.3,0.15,0,6,,,,,,,,,,
4,13,6,140.371,119.542,180,44,8,3.4,0.15,51.664,9.064,,,,,,,,,,
4,13,7,893.942,846.412,490,114,11,4.2,0.15,268.292,16.18,,,,,,,,,,
4,13,8,1810.213,1730.215,660,152,13,4.5,0.15,520.481,22.79,,,,,,,,,,
4,13,9,2531.589,2426.03,763,172,15,4.5,0.15,752.382,29.112,,,,,,,,,,
4,13,10,3053.891,2929.825,829,178,16,4.5,0.15,930.896,33.428,,,,,,,,,,
4,13,11,3366.86,3231.704,868,177,17,4.6,0.15,1043.604,36.26,,,,,,,,,,
4,13,12,3438.872,3301.165,900,162,18,4.6,0.15,1073.556,37.811,,,,,,,,,,
4,13,13,3291.076,3158.606,897,155,19,4.5,0.15,1026.056,38.198,,,,,,,,,,
4,13,14,2942.862,2822.73,872,145,19,4.3,0.15,904.945,36.422,,,,,,,,,,
4,13,15,2372.34,2272.425,819,132,18,4,0.15,710.834,32.309,,,,,,,,,,
4,13,16,1599.018,1526.504,722,112,17,3.2,0.15,469.76,27.703,,,,,,,,,,
4,13,17,657.272,618.128,532,81,15,2,0.15,213.917,20.873,,,,,,,,,,
4,13,18,32.284,15.286,110,21,12,1.3,0.16,16.565,12.457,,,,,,,,,,
4,13,19,0,0,0,0,11,1.3,0.16,0,11,,,,,,,,,,
4,13,20,0,0,0,0,11,1.2,0.16,0,11,,,,,,,,,,
4,13,21,0,0,0,0,11,1.1,0.16,0,11,,,,,,,,,,
4,13,22,0,0,0,0,11,1,0.16,0,11,,,,,,,,,,
4,13,23,0,0,0,0,11,0.9,0.16,0,11,,,,,,,,,,
4,14,0,0,0,0,0,11,0.8,0.16,0,11,,,,,,,,,,
4,14,1,0,0,0,0,10,0.8,0.16,0,10,,,,,,,,,,
4,14,2,0,0,0,0,10,0.7,0.16,0,10,,,,,,,,,,
4,14,3,0,0,0,0,10,0.6,0.16,0,10,,,,,,,,,,
4,14,4,0,0,0,0,10,0.6,0.16,0,10,,,,,,,,,,
4,14,5,0,0,0,0,10,0.5,0.16,0,10,,,,,,,,,,
4,14,6,142.337,121.439,252,43,11,0.6,0.16,55.839,13.023,,,,,,,,,,
4,14,7,910.384,862.272,587,95,13,0.6,0.16,282.958,23.998,,,,,,,,,,
4,14,8,1781.736,1702.748,745,124,16,0.7,0.16,539.934,36.763,,,,,,,,,,
4,14,9,2433.249,2331.175,828,143,18,1,0.16,770.358,45.289,,,,,,,,,,
4,14,10,2899.636,2781.036,875,154,19,1.2,0.16,948.107,50.9,,,,,,,,,,
4,14,11,3154.512,3026.881,898,161,20,1.4,0.16,1049.241,53.642,,,,,,,,,,
4,14,12,3242.395,3111.65,910,157,21,1.7,0.16,1078.681,53.342,,,,,,,,,,
4,14,13,3132.067,3005.231,899,154,21,1.9,0.16,1026.827,50.53,,,,,,,,,,
4,14,14,2811.843,2696.354,868,146,22,2.1,0.16,902.23,46.949,,,,,,,,,,
4,14,15,2289.761,2192.772,817,131,21,2.2,0.16,708.077,40.243,,,,,,,,,,
4,14,16,1554.856,1483.907,717,112,20,2,0.16,466.982,33.222,,,,,,,,,,
4,14,17,643.919,605.248,532,80,18,1.6,0.16,212.718,24.353,,,,,,,,,,
4,14,18,31.743,14.764,121,21,15,1.6,0.16,16.528,15.426,,,,,,,,,,
4,14,19,0,0,0,0,14,1.9,0.16,0,14,,,,,,,,,,
4,14,20,0,0,0,0,13,2.1,0.16,0,13,,,,,,,,,,
4,14,21,0,0,0,0,12,2,0.16,0,12,,,,,,,,,,
4,14,22,0,0,0,0,12,1.8,0.16,0,12,,,,,,,,,,
4,14,23,0,0,0,0,11,1.6,0.16,0,11,,,,,,,,,,
4,15,0,0,0,0,0,11,1.4,0.16,0,11,,,,,,,,,,
4,15,1,0,0,0,0,10,1.4,0.16,0,10,,,,,,,,,,
4,15,2,0,0,0,0,10,1.3,0.16,0,10,,,,,,,,,,
4,15,3,0,0,0,0,10,1.3,0.16,0,10,,,,,,,,,,
4,15,4,0,0,0,0,10,1.3,0.16,0,10,,,,,,,,,,
4,15,5,0,0,0,0,10,1.3,0.16,0,10,,,,,,,,,,
4,15,6,142.803,121.889,284,42,13,1.8,0.16,57.553,14.545,,,,,,,,,,
4,15,7,918.923,870.507,619,87,17,2.6,0.16,286.123,24.104,,,,,,,,,,
4,15,8,1823.483,1743.016,767,112,19,3.2,0.16,540.625,31.327,,,,,,,,,,
4,15,9,2510.857,2406.033,840,130,20,3.6,0.16,766.688,36.365,,,,,,,,,,
4,15,10,2995.612,2873.611,876,143,21,3.8,0.16,937.962,40.387,,,,,,,,,,
4,15,11,3242.15,3111.413,887,154,22,3.9,0.16,1031.502,42.987,,,,,,,,,,
4,15,12,3309.544,3176.419,897,150,23,4.1,0.16,1058.386,43.917,,,,,,,,,,
4,15,13,3160.869,3033.012,873,154,23,4.3,0.16,1001.361,42.252,,,,,,,,,,
4,15,14,2820.121,2704.338,834,152,23,4.4,0.16,878.695,39.684,,,,,,,,,,
4,15,15,1433.131,1366.495,169,318,22,4.3,0.16,434.318,30.348,,,,,,,,,,
4,15,16,996.369,945.21,193,207,21,4,0.16,297.127,26.976,,,,,,,,,,
4,15,17,624.651,586.662,479,87,19,3,0.16,204.617,23.681,,,,,,,,,,
4,15,18,35.128,18.029,89,22,17,2.3,0.16,18.368,17.41,,,,,,,,,,
4,15,19,0,0,0,0,16,2.2,0.16,0,16,,,,,,,,,,
4,15,20,0,0,0,0,15,2.1,0.16,0,15,,,,,,,,,,
4,15,21,0,0,0,0,15,2.1,0.16,0,15,,,,,,,,,,
4,15,22,0,0,0,0,15,2.2,0.16,0,15,,,,,,,,,,
4,15,23,0,0,0,0,15,2.2,0.16,0,15,,,,,,,,,,
4,16,0,0,0,0,0,14,1.9,0.16,0,14,,,,,,,,,,
4,16,1,0,0,0,0,14,1.8,0.16,0,14,,,,,,,,,,
4,16,2,0,0,0,0,14,1.8,0.16,0,14,,,,,,,,,,
4,16,3,0,0,0,0,14,1.8,0.16,0,14,,,,,,,,,,
4,16,4,0,0,0,0,14,1.8,0.16,0,14,,,,,,,,,,
4,16,5,0,0,0,0,14,1.8,0.16,0,14,,,,,,,,,,
4,16,6,124.176,103.922,79,41,16,2.5,0.16,43.492,17.076,,,,,,,,,,
4,16,7,904.889,856.971,582,94,19,3.4,0.16,282.061,25.125,,,,,,,,,,
4,16,8,1788.255,1709.036,730,123,21,3.8,0.16,532.243,32.054,,,,,,,,,,
4,16,9,2225.439,2130.729,612,212,22,3.8,0.16,681.449,36.098,,,,,,,,,,
4,16,10,2371.282,2271.404,412,357,23,3.8,0.16,741.441,38.288,,,,,,,,,,
4,16,11,3207.16,3077.664,883,155,24,3.9,0.16,1028.503,44.925,,,,,,,,,,
4,16,12,3303.913,3170.988,906,144,24,4.1,0.16,1061.121,44.972,,,,,,,,,,
4,16,13,3173.493,3045.19,898,139,24,4.3,0.16,1009.949,43.419,,,,,,,,,,
4,16,14,2828.635,2712.551,870,133,24,4.4,0.16,884.814,40.803,,,,,,,,,,
4,16,15,2269.406,2173.138,785,137,23,4.4,0.16,690.82,36.146,,,,,,,,,,
4,16,16,1518.555,1448.893,669,122,22,4.1,0.16,452.735,30.993,,,,,,,,,,
4,16,17,413.66,383.148,103,108,21,3.3,0.16,129.074,23.864,,,,,,,,,,
4,16,18,36.36,19.217,62,23,19,2.6,0.16,19.157,19.404,,,,,,,,,,
4,16,19,0,0,0,0,18,2.4,0.16,0,18,,,,,,,,,,
4,16,20,0,0,0,0,18,2.3,0.16,0,18,,,,,,,,,,
4,16,21,0,0,0,0,17,2.2,0.16,0,17,,,,,,,,,,
4,16,22,0,0,0,0,17,2.2,0.16,0,17,,,,,,,,,,
4,16,23,0,0,0,0,17,2.2,0.16,0,17,,,,,,,,,,
4,17,0,0,0,0,0,17,2.3,0.16,0,17,,,,,,,,,,
4,17,1,0,0,0,0,17,2.3,0.16,0,17,,,,,,,,,,
4,17,2,0,0,0,0,17,2.2,0.16,0,17,,,,,,,,,,
4,17,3,0,0,0,0,17,2.1,0.16,0,17,,,,,,,,,,
4,17,4,0,0,0,0,17,2,0.16,0,17,,,,,,,,,,
4,17,5,0,0,0,0,17,2.2,0.16,0,17,,,,,,,,,,
4,17,6,122.74,102.536,40,42,19,2.9,0.16,41.749,19.975,,,,,,,,,,
4,17,7,228.068,204.133,0,74,21,3.7,0.16,70.196,22.477,,,,,,,,,,
4,17,8,1758.998,1680.816,700,131,22,4.2,0.16,524.47,32.28,,,,,,,,,,
4,17,9,2437.514,2335.289,780,153,23,4.4,0.16,747.733,37.216,,,,,,,,,,
4,17,10,2022.477,1934.958,235,415,24,4.5,0.16,629.057,35.736,,,,,,,,,,
4,17,11,3203.558,3074.189,857,168,25,4.6,0.16,1023.569,43.888,,,,,,,,,,
4,17,12,1586.48,1514.41,58,439,25,4.6,0.16,496.975,34.121,,,,,,,,,,
4,17,13,3130.598,3003.814,836,177,25,4.8,0.16,995.18,42.892,,,,,,,,,,
4,17,14,1797.507,1717.96,181,400,25,4.9,0.16,557.535,34.872,,,,,,,,,,
4,17,15,2255.811,2160.025,781,137,24,4.8,0.16,687.487,36.406,,,,,,,,,,
4,17,16,1089.234,1034.784,261,201,23,4.4,0.16,326.615,29.213,,,,,,,,,,
4,17,17,627.965,589.859,508,82,21,3.6,0.16,207.906,25.314,,,,,,,,,,
4,17,18,34.179,17.114,101,23,19,2.9,0.16,18.064,19.362,,,,,,,,,,
4,17,19,0,0,0,0,18,2.8,0.16,0,18,,,,,,,,,,
4,17,20,0,0,0,0,18,2.8,0.16,0,18,,,,,,,,,,
4,17,21,0,0,0,0,18,2.7,0.16,0,18,,,,,,,,,,
4,17,22,0,0,0,0,18,2.7,0.16,0,18,,,,,,,,,,
4,17,23,0,0,0,0,18,2.6,0.16,0,18,,,,,,,,,,
4,18,0,0,0,0,0,18,2.5,0.16,0,18,,,,,,,,,,
4,18,1,0,0,0,0,18,2.7,0.16,0,18,,,,,,,,,,
4,18,2,0,0,0,0,18,3,0.16,0,18,,,,,,,,,,
4,18,3,0,0,0,0,17,3,0.16,0,17,,,,,,,,,,
4,18,4,0,0,0,0,17,2.8,0.16,0,17,,,,,,,,,,
4,18,5,0,0,0,0,17,2.8,0.16,0,17,,,,,,,,,,
4,18,6,124.652,104.381,10,43,19,3.3,0.16,40.908,19.903,,,,,,,,,,
4,18,7,635.677,597.298,193,137,21,4.2,0.16,194.584,24.782,,,,,,,,,,
4,18,8,1419.332,1353.185,386,209,22,5,0.16,422.552,29.435,,,,,,,,,,
4,18,9,2020.311,1932.869,424,288,23,5.4,0.16,614.748,33.266,,,,,,,,,,
4,18,10,2488.309,2384.284,476,331,24,5.5,0.16,772.409,36.723,,,,,,,,,,
4,18,11,2764.361,2650.554,493,366,25,5.6,0.16,870.479,39.155,,,,,,,,,,
4,18,12,3289.667,3157.246,829,197,25,5.7,0.16,1044.566,41.814,,,,,,,,,,
4,18,13,2714.462,2602.424,483,369,25,5.7,0.16,852.569,38.706,,,,,,,,,,
4,18,14,2294.099,2196.955,417,338,24,5.6,0.16,708.216,35.531,,,,,,,,,,
4,18,15,1711.282,1634.79,328,290,24,5.3,0.16,520.024,32.792,,,,,,,,,,
4,18,16,1133.57,1077.549,298,196,23,4.8,0.16,339.303,29.122,,,,,,,,,,
4,18,17,531.377,496.694,319,95,21,3.9,0.16,171.973,24.438,,,,,,,,,,
4,18,18,39.358,22.109,104,25,20,3.2,0.16,20.76,20.395,,,,,,,,,,
4,18,19,0,0,0,0,19,2.9,0.16,0,19,,,,,,,,,,
4,18,20,0,0,0,0,19,2.9,0.16,0,19,,,,,,,,,,
4,18,21,0,0,0,0,19,3.1,0.16,0,19,,,,,,,,,,
4,18,22,0,0,0,0,19,3.2,0.16,0,19,,,,,,,,,,
4,18,23,0,0,0,0,19,3.2,0.16,0,19,,,,,,,,,,
4,19,0,0,0,0,0,18,3.2,0.16,0,18,,,,,,,,,,
4,19,1,0,0,0,0,18,2.8,0.16,0,18,,,,,,,,,,
4,19,2,0,0,0,0,18,2.4,0.16,0,18,,,,,,,,,,
4,19,3,0,0,0,0,18,2.3,0.16,0,18,,,,,,,,,,
4,19,4,0,0,0,0,18,2.4,0.16,0,18,,,,,,,,,,
4,19,5,0,0,0,0,18,2.9,0.16,0,18,,,,,,,,,,
4,19,6,167.426,145.639,216,52,20,3.4,0.16,63.445,21.314,,,,,,,,,,
4,19,7,897.699,850.036,539,104,21,3.8,0.16,280.164,26.732,,,,,,,,,,
4,19,8,1757.122,1679.006,693,134,22,4,0.16,524.836,32.582,,,,,,,,,,
4,19,9,2421.652,2319.989,771,156,23,4.1,0.16,744.82,37.762,,,,,,,,,,
4,19,10,2477.144,2373.515,489,324,24,4.1,0.16,776.861,39.341,,,,,,,,,,
4,19,11,3179.964,3051.431,846,174,24,4,0.16,1018.491,44.417,,,,,,,,,,
4,19,12,3215.567,3085.772,813,202,24,4,0.16,1033.031,44.699,,,,,,,,,,
4,19,13,3069.75,2945.122,796,202,24,3.9,0.16,980.608,43.945,,,,,,,,,,
4,19,14,2726.951,2614.47,762,191,24,3.9,0.16,856.98,41.452,,,,,,,,,,
4,19,15,2204.365,2110.401,721,164,23,4,0.16,673.153,36.542,,,,,,,,,,
4,19,16,1481.812,1413.452,635,132,23,3.7,0.16,444.797,32.365,,,,,,,,,,
4,19,17,615.558,577.892,459,92,22,2.9,0.16,203.455,26.739,,,,,,,,,,
4,19,18,40.914,23.61,86,26,20,2.4,0.16,21.547,20.472,,,,,,,,,,
4,19,19,0,0,0,0,19,2.6,0.16,0,19,,,,,,,,,,
4,19,20,0,0,0,0,18,2.5,0.16,0,18,,,,,,,,,,
4,19,21,0,0,0,0,18,2.2,0.16,0,18,,,,,,,,,,
4,19,22,0,0,0,0,18,2,0.16,0,18,,,,,,,,,,
4,19,23,0,0,0,0,17,1.8,0.16,0,17,,,,,,,,,,
4,20,0,0,0,0,0,17,1.8,0.16,0,17,,,,,,,,,,
4,20,1,0,0,0,0,17,2.2,0.16,0,17,,,,,,,,,,
4,20,2,0,0,0,0,17,3.1,0.16,0,17,,,,,,,,,,
4,20,3,0,0,0,0,18,3.9,0.16,0,18,,,,,,,,,,
4,20,4,0,0,0,0,18,3.3,0.16,0,18,,,,,,,,,,
4,20,5,0,0,0,0,18,2.9,0.16,0,18,,,,,,,,,,
4,20,6,92.342,73.216,0,32,20,3.4,0.16,30.319,20.662,,,,,,,,,,
4,20,7,500.258,466.677,59,139,21,3.7,0.16,151.808,24.185,,,,,,,,,,
4,20,8,890.956,843.531,70,237,22,4.2,0.16,268.564,27.241,,,,,,,,,,
4,20,9,1776.106,1697.318,272,334,23,4.9,0.16,541.857,32.615,,,,,,,,,,
4,20,10,2092.862,2002.849,260,407,24,5.1,0.16,649.313,35.211,,,,,,,,,,
4,20,11,2261.727,2165.731,235,470,24,5.1,0.16,707.704,36.202,,,,,,,,,,
4,20,12,2633.15,2523.993,384,429,24,5,0.16,829.586,38.495,,,,,,,,,,
4,20,13,1608.383,1535.537,70,433,23,5,0.16,497.92,31.683,,,,,,,,,,
4,20,14,1775.675,1696.902,165,404,23,4.9,0.16,546.57,32.676,,,,,,,,,,
4,20,15,1219.863,1160.784,98,310,23,4.9,0.16,370.848,29.577,,,,,,,,,,
4,20,16,1050.235,997.166,226,209,22,4.8,0.16,313.677,27.657,,,,,,,,,,
4,20,17,202.45,179.422,0,66,21,4.2,0.16,62.541,22.224,,,,,,,,,,
4,20,18,15.35,0,0,9,21,3.8,0.16,8.505,21.148,,,,,,,,,,
4,20,19,0,0,0,0,20,3.6,0.16,0,20,,,,,,,,,,
4,20,20,0,0,0,0,20,3.1,0.16,0,20,,,,,,,,,,
4,20,21,0,0,0,0,20,2.8,0.16,0,20,,,,,,,,,,
4,20,22,0,0,0,0,20,3.4,0.16,0,20,,,,,,,,,,
4,20,23,0,0,0,0,20,3.8,0.16,0,20,,,,,,,,,,
4,21,0,0,0,0,0,20,3.8,0.16,0,20,,,,,,,,,,
4,21,1,0,0,0,0,20,3.6,0.16,0,20,,,,,,,,,,
4,21,2,0,0,0,0,20,3.1,0.16,0,20,,,,,,,,,,
4,21,3,0,0,0,0,20,2.6,0.16,0,20,,,,,,,,,,
4,21,4,0,0,0,0,19,2.4,0.16,0,19,,,,,,,,,,
4,21,5,0,0,0,0,19,2.5,0.16,0,19,,,,,,,,,,
4,21,6,181.975,159.673,113,60,21,3.3,0.16,63.431,22.373,,,,,,,,,,
4,21,7,853.838,807.729,401,135,22,4.3,0.16,264.369,27.05,,,,,,,,,,
4,21,8,645.45,606.725,15,197,23,5.2,0.16,196.395,26.359,,,,,,,,,,
4,21,9,1744.753,1667.075,252,340,24,5.7,0.16,532.707,32.576,,,,,,,,,,
4,21,10,2066.526,1977.447,250,408,25,5.9,0.16,641.054,35.065,,,,,,,,,,
4,21,11,1679.021,1603.672,77,451,26,6,0.16,524.867,34.127,,,,,,,,,,
4,21,12,553.525,518.057,6,177,27,6,0.16,175.825,29.72,,,,,,,,,,
4,21,13,1949.354,1864.426,145,465,26,5.9,0.16,609.886,35.559,,,,,,,,,,
4,21,14,752.869,710.338,10,236,26,5.8,0.16,235.029,29.726,,,,,,,,,,
4,21,15,1284.01,1222.658,116,315,25,5.6,0.16,392.49,31.392,,,,,,,,,,
4,21,16,1362.037,1297.92,449,190,24,5.3,0.16,408.419,30.924,,,,,,,,,,
4,21,17,584.89,548.311,286,122,23,4.6,0.16,187.548,26.415,,,,,,,,,,
4,21,18,44.171,26.752,27,25,21,4.1,0.16,21.829,21.374,,,,,,,,,,
4,21,19,0,0,0,0,21,4,0.16,0,21,,,,,,,,,,
4,21,20,0,0,0,0,21,4,0.16,0,21,,,,,,,,,,
4,21,21,0,0,0,0,21,3.9,0.16,0,21,,,,,,,,,,
4,21,22,0,0,0,0,21,3.9,0.16,0,21,,,,,,,,,,
4,21,23,0,0,0,0,21,3.8,0.16,0,21,,,,,,,,,,
4,22,0,0,0,0,0,21,3.7,0.16,0,21,,,,,,,,,,
4,22,1,0,0,0,0,21,3.5,0.16,0,21,,,,,,,,,,
4,22,2,0,0,0,0,21,3.3,0.16,0,21,,,,,,,,,,
4,22,3,0,0,0,0,21,3.2,0.16,0,21,,,,,,,,,,
4,22,4,0,0,0,0,21,3.1,0.16,0,21,,,,,,,,,,
4,22,5,0,0,0,0,21,3.2,0.16,0,21,,,,,,,,,,
4,22,6,188.852,166.306,123,62,22,3.8,0.16,66.167,23.325,,,,,,,,,,
4,22,7,861.475,815.095,388,142,23,4.5,0.16,267.136,27.969,,,,,,,,,,
4,22,8,952.092,902.502,78,253,24,5.1,0.16,288.51,29,,,,,,,,,,
4,22,9,2314.291,2216.433,644,217,25,5.4,0.16,711.427,36.893,,,,,,,,,,
4,22,10,2094.901,2004.816,259,413,26,5.6,0.16,653.805,36.626,,,,,,,,,,
4,22,11,2410.811,2309.532,296,458,27,5.8,0.16,762.129,39.093,,,,,,,,,,
4,22,12,3117.878,2991.545,709,264,27,5.8,0.16,995.526,42.83,,,,,,,,,,
4,22,13,2944.956,2824.75,670,275,27,5.6,0.16,936.027,42.238,,,,,,,,,,
4,22,14,1938.174,1853.642,238,399,26,5.4,0.16,602.842,36.037,,,,,,,,,,
4,22,15,1351.157,1287.426,145,318,26,5.1,0.16,415.124,33.182,,,,,,,,,,
4,22,16,839.484,793.884,101,214,25,4.7,0.16,254.997,29.655,,,,,,,,,,
4,22,17,509.922,475.999,270,103,24,4,0.16,165.586,27.272,,,,,,,,,,
4,22,18,46.88,29.364,16,24,22,3.4,0.16,21.954,22.429,,,,,,,,,,
4,22,19,0,0,0,0,22,3.3,0.16,0,22,,,,,,,,,,
4,22,20,0,0,0,0,22,3.3,0.16,0,22,,,,,,,,,,
