Month,Day,Hour,DC Output (W),AC Output (W),Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (W/m2),Cell Temperature (C),,,,,,,,,,
1,14,20,0,0,0,0,8,3.5,0.16,0,8,,,,,,,,,,
1,14,21,0,0,0,0,8,3.4,0.16,0,8,,,,,,,,,,
1,14,22,0,0,0,0,8,3.2,0.16,0,8,,,,,,,,,,
1,14,23,0,0,0,0,8,3,0.16,0,8,,,,,,,,,,
1,15,0,0,0,0,0,8,3,0.16,0,8,,,,,,,,,,
1,15,1,0,0,0,0,8,3,0.16,0,8,,,,,,,,,,
1,15,2,0,0,0,0,8,3,0.16,0,8,,,,,,,,,,
1,15,3,0,0,0,0,8,3,0.16,0,8,,,,,,,,,,
1,15,4,0,0,0,0,8,3,0.16,0,8,,,,,,,,,,
1,15,5,0,0,0,0,8,3.1,0.16,0,8,,,,,,,,,,
1,15,6,0,0,0,0,8,3.2,0.16,0,8,,,,,,,,,,
1,15,7,7.185,0,0,4,9,3.6,0.16,3.879,9.069,,,,,,,,,,
1,15,8,991.726,940.731,519,63,11,4,0.16,289.122,16.79,,,,,,,,,,
1,15,9,959.978,910.108,154,168,13,4.4,0.16,274.541,18.235,,,,,,,,,,
1,15,10,914.359,866.105,49,220,14,4.6,0.16,266.153,18.922,,,,,,,,,,
1,15,11,1235.933,1176.285,85,277,15,4.6,0.16,362.495,21.695,,,,,,,,,,
1,15,12,882.562,835.435,22,244,16,4.5,0.16,261.569,20.889,,,,,,,,,,
1,15,13,1011.926,960.215,40,254,16,4.4,0.16,298.826,21.666,,,,,,,,,,
1,15,14,540.437,505.433,0,164,16,4.2,0.16,160.589,19.133,,,,,,,,,,
1,15,15,302.832,276.248,0,94,15,3.9,0.16,90.281,16.843,,,,,,,,,,
1,15,16,41.167,23.854,0,14,14,3.1,0.16,13.234,14.306,,,,,,,,,,
1,15,17,36.202,19.065,0,19,12,2.7,0.16,18.427,12.383,,,,,,,,,,
1,15,18,0,0,0,0,12,2.8,0.16,0,12,,,,,,,,,,
1,15,19,0,0,0,0,12,2.9,0.16,0,12,,,,,,,,,,
1,15,20,0,0,0,0,12,2.9,0.16,0,12,,,,,,,,,,
1,15,21,0,0,0,0,12,2.9,0.16,0,12,,,,,,,,,,
1,15,22,0,0,0,0,12,2.8,0.16,0,12,,,,,,,,,,
1,15,23,0,0,0,0,12,2.8,0.16,0,12,,,,,,,,,,
1,16,0,0,0,0,0,12,3,0.16,0,12,,,,,,,,,,
1,16,1,0,0,0,0,12,3.4,0.16,0,12,,,,,,,,,,
1,16,2,0,0,0,0,12,3.7,0.16,0,12,,,,,,,,,,
1,16,3,0,0,0,0,12,4,0.16,0,12,,,,,,,,,,
1,16,4,0,0,0,0,12,4.1,0.16,0,12,,,,,,,,,,
1,16,5,0,0,0,0,12,4.1,0.16,0,12,,,,,,,,,,
1,16,6,0,0,0,0,13,4.2,0.16,0,13,,,,,,,,,,
1,16,7,0,0,0,0,13,4.5,0.16,0,0,,,,,,,,,,
1,16,8,32.116,15.124,0,11,13,4.7,0.16,10.395,13.19,,,,,,,,,,
1,16,9,182.222,159.91,0,58,14,4.9,0.16,54.993,14.979,,,,,,,,,,
1,16,10,176.732,154.615,0,57,15,5.4,0.16,54.068,15.903,,,,,,,,,,
1,16,11,338.092,310.258,0,107,16,5.8,0.16,102.145,17.625,,,,,,,,,,
1,16,12,293.796,267.531,0,94,16,5.8,0.16,89.343,17.421,,,,,,,,,,
1,16,13,378.585,349.316,0,119,16,5.5,0.16,114.035,17.879,,,,,,,,,,
1,16,14,241.431,217.022,0,77,15,4.8,0.16,73.094,16.315,,,,,,,,,,
1,16,15,264.223,239.006,0,83,15,3.7,0.16,79.142,16.664,,,,,,,,,,
1,16,16,66.078,47.883,0,22,14,2.6,0.16,20.81,14.524,,,,,,,,,,
1,16,17,3.39,0,0,2,13,1.8,0.16,1.94,13.048,,,,,,,,,,
1,16,18,0,0,0,0,13,1.3,0.16,0,13,,,,,,,,,,
1,16,19,0,0,0,0,13,1,0.16,0,13,,,,,,,,,,
1,16,20,0,0,0,0,12,1,0.16,0,12,,,,,,,,,,
1,16,21,0,0,0,0,12,1.3,0.16,0,12,,,,,,,,,,
1,16,22,0,0,0,0,11,1.8,0.16,0,11,,,,,,,,,,
1,16,23,0,0,0,0,10,2.3,0.16,0,10,,,,,,,,,,
1,17,0,0,0,0,0,10,2.6,0.16,0,10,,,,,,,,,,
1,17,1,0,0,0,0,9,2.6,0.16,0,9,,,,,,,,,,
1,17,2,0,0,0,0,9,2.5,0.16,0,9,,,,,,,,,,
1,17,3,0,0,0,0,8,2.7,0.16,0,8,,,,,,,,,,
1,17,4,0,0,0,0,8,2.8,0.16,0,8,,,,,,,,,,
1,17,5,0,0,0,0,7,2.4,0.16,0,7,,,,,,,,,,
1,17,6,0,0,0,0,7,2.1,0.16,0,7,,,,,,,,,,
1,17,7,38.401,21.186,50,13,7,2.2,0.16,21.528,7.458,,,,,,,,,,
1,17,8,119.378,99.294,0,38,9,2.4,0.16,35.991,9.94,,,,,,,,,,
1,17,9,273.123,247.591,0,84,10,2.7,0.16,80.181,11.985,,,,,,,,,,
1,17,10,432.925,401.731,0,132,12,2.9,0.16,127.596,15.043,,,,,,,,,,
1,17,11,590.554,553.774,1,178,13,3,0.16,174.622,17.088,,,,,,,,,,
1,17,12,740.301,698.215,10,214,14,2.9,0.16,219.393,19.222,,,,,,,,,,
1,17,13,1104,1049.026,52,270,15,2.8,0.16,326.823,22.924,,,,,,,,,,
1,17,14,2493.883,2389.661,836,99,16,2.5,0.16,748.029,35.264,,,,,,,,,,
1,17,15,1924.419,1840.375,757,85,15,2,0.16,563.618,31.018,,,,,,,,,,
1,17,16,1094.044,1039.424,594,62,13,1.4,0.16,324.455,23.405,,,,,,,,,,
1,17,17,98.605,79.257,176,17,10,1.2,0.16,56.314,11.447,,,,,,,,,,
1,17,18,0,0,0,0,9,1.5,0.16,0,9,,,,,,,,,,
1,17,19,0,0,0,0,9,1.7,0.16,0,9,,,,,,,,,,
1,17,20,0,0,0,0,9,1.9,0.16,0,9,,,,,,,,,,
1,17,21,0,0,0,0,8,2,0.16,0,8,,,,,,,,,,
1,17,22,0,0,0,0,8,1.9,0.16,0,8,,,,,,,,,,
1,17,23,0,0,0,0,8,1.7,0.16,0,8,,,,,,,,,,
1,18,0,0,0,0,0,8,1.5,0.16,0,8,,,,,,,,,,
1,18,1,0,0,0,0,8,1.4,0.16,0,8,,,,,,,,,,
1,18,2,0,0,0,0,9,1.2,0.16,0,9,,,,,,,,,,
1,18,3,0,0,0,0,10,1.1,0.16,0,10,,,,,,,,,,
1,18,4,0,0,0,0,10,1.1,0.16,0,10,,,,,,,,,,
1,18,5,0,0,0,0,10,1.2,0.16,0,10,,,,,,,,,,
1,18,6,0,0,0,0,11,1.3,0.16,0,11,,,,,,,,,,
1,18,7,47.181,29.655,80,14,13,2,0.16,27.803,13.603,,,,,,,,,,
1,18,8,94.065,74.877,0,31,15,2.8,0.16,29.344,15.713,,,,,,,,,,
1,18,9,115.624,95.673,0,38,17,3.1,0.16,35.995,17.832,,,,,,,,,,
1,18,10,306.911,280.181,0,98,18,3.4,0.16,93.443,20.053,,,,,,,,,,
1,18,11,454.217,422.268,0,143,19,3.9,0.16,138.057,21.806,,,,,,,,,,
1,18,12,374.061,344.952,0,119,18,4.8,0.16,113.944,20.046,,,,,,,,,,
1,18,13,960.495,910.606,31,249,18,5.8,0.16,285.289,22.542,,,,,,,,,,
1,18,14,298.611,272.176,0,95,17,6.1,0.16,90.454,18.393,,,,,,,,,,
1,18,15,415.859,385.269,0,126,16,5.6,0.16,123.165,18.013,,,,,,,,,,
1,18,16,1110.693,1055.482,585,65,14,4,0.16,325.288,20.526,,,,,,,,,,
1,18,17,104.813,85.245,180,19,12,2.6,0.16,59.713,13.152,,,,,,,,,,
1,18,18,0,0,0,0,10,2,0.16,0,10,,,,,,,,,,
1,18,19,0,0,0,0,9,1.7,0.16,0,9,,,,,,,,,,
1,18,20,0,0,0,0,8,1.5,0.16,0,8,,,,,,,,,,
1,18,21,0,0,0,0,8,1.5,0.16,0,8,,,,,,,,,,
1,18,22,0,0,0,0,7,1.5,0.16,0,7,,,,,,,,,,
1,18,23,0,0,0,0,6,1.4,0.16,0,6,,,,,,,,,,
1,19,0,0,0,0,0,6,1.3,0.16,0,6,,,,,,,,,,
1,19,1,0,0,0,0,5,1.3,0.16,0,5,,,,,,,,,,
1,19,2,0,0,0,0,5,1.3,0.16,0,5,,,,,,,,,,
1,19,3,0,0,0,0,5,1.4,0.16,0,5,,,,,,,,,,
1,19,4,0,0,0,0,4,1.6,0.16,0,4,,,,,,,,,,
1,19,5,0,0,0,0,4,1.8,0.16,0,4,,,,,,,,,,
1,19,6,0,0,0,0,4,1.9,0.16,0,4,,,,,,,,,,
1,19,7,81.523,62.78,198,14,5,2.2,0.16,48.731,5.966,,,,,,,,,,
1,19,8,1133.036,1077.034,654,53,8,2.3,0.16,329.543,16.738,,,,,,,,,,
1,19,9,2005.804,1918.876,819,72,11,2.2,0.16,577.14,26.769,,,,,,,,,,
1,19,10,2575.708,2468.586,893,83,13,2.2,0.16,767.999,33.937,,,,,,,,,,
1,19,11,2889.002,2770.779,927,91,15,2.2,0.16,885.136,39.094,,,,,,,,,,
1,19,12,2998.891,2876.774,932,95,16,2.4,0.16,925.457,40.235,,,,,,,,,,
1,19,13,2899.905,2781.295,916,95,16,2.7,0.16,884.828,37.948,,,,,,,,,,
1,19,14,2577.099,2469.928,875,90,16,2.9,0.16,770.744,34.49,,,,,,,,,,
1,19,15,1996.642,1910.039,793,79,15,2.9,0.16,579.867,28.941,,,,,,,,,,
1,19,16,1152.271,1095.587,627,60,13,2.4,0.16,338.529,21.829,,,,,,,,,,
1,19,17,115.47,95.524,207,19,11,2.1,0.16,65.736,12.388,,,,,,,,,,
1,19,18,0,0,0,0,10,2.5,0.16,0,10,,,,,,,,,,
1,19,19,0,0,0,0,10,2.6,0.16,0,10,,,,,,,,,,
1,19,20,0,0,0,0,10,2.4,0.16,0,10,,,,,,,,,,
1,19,21,0,0,0,0,10,2.3,0.16,0,10,,,,,,,,,,
1,19,22,0,0,0,0,10,1.9,0.16,0,10,,,,,,,,,,
1,19,23,0,0,0,0,10,1.6,0.16,0,10,,,,,,,,,,
1,20,0,0,0,0,0,10,1.5,0.16,0,10,,,,,,,,,,
1,20,1,0,0,0,0,10,1.3,0.16,0,10,,,,,,,,,,
1,20,2,0,0,0,0,10,1.3,0.16,0,10,,,,,,,,,,
1,20,3,0,0,0,0,10,1.3,0.16,0,10,,,,,,,,,,
1,20,4,0,0,0,0,10,1.3,0.16,0,10,,,,,,,,,,
1,20,5,0,0,0,0,11,1.3,0.16,0,11,,,,,,,,,,
1,20,6,0,0,0,0,11,1.2,0.16,0,11,,,,,,,,,,
1,20,7,45.334,27.873,66,15,13,1.3,0.16,26.233,13.671,,,,,,,,,,
1,20,8,37.883,20.686,0,13,15,1.1,0.16,12.288,15.424,,,,,,,,,,
1,20,9,81.154,62.424,0,27,16,0.9,0.16,25.563,16.929,,,,,,,,,,
1,20,10,300.388,273.89,0,96,17,1.7,0.16,91.447,19.744,,,,,,,,,,
1,20,11,669.246,629.678,6,199,17,3.4,0.16,200.377,21.395,,,,,,,,,,
1,20,12,86.274,67.363,0,29,16,5.7,0.16,27.508,16.442,,,,,,,,,,
1,20,13,252.079,227.293,0,80,13,7.7,0.16,75.986,13.993,,,,,,,,,,
1,20,14,336.562,308.782,0,103,9,8.3,0.16,98.348,10.218,,,,,,,,,,
1,20,15,419.601,388.879,0,123,7,8,0.16,119.851,8.529,,,,,,,,,,
1,20,16,983.297,932.6,385,95,5,7.4,0.16,275.487,8.714,,,,,,,,,,
1,20,17,77.352,58.757,78,21,4,6.9,0.16,40.535,4.457,,,,,,,,,,
1,20,18,0,0,0,0,3,6.4,0.16,0,3,,,,,,,,,,
1,20,19,0,0,0,0,3,6,0.16,0,3,,,,,,,,,,
1,20,20,0,0,0,0,2,5.6,0.16,0,2,,,,,,,,,,
1,20,21,0,0,0,0,1,5.2,0.16,0,1,,,,,,,,,,
1,20,22,0,0,0,0,1,4.9,0.16,0,1,,,,,,,,,,
1,20,23,0,0,0,0,0,4.5,0.16,0,0,,,,,,,,,,
1,21,0,0,0,0,0,0,4.1,0.16,0,0,,,,,,,,,,
1,21,1,0,0,0,0,0,3.6,0.16,0,0,,,,,,,,,,
1,21,2,0,0,0,0,0,3.2,0.16,0,0,,,,,,,,,,
1,21,3,0,0,0,0,-1,2.9,0.16,0,-1,,,,,,,,,,
1,21,4,0,0,0,0,-1,2.5,0.16,0,-1,,,,,,,,,,
1,21,5,0,0,0,0,-2,2.2,0.16,0,-2,,,,,,,,,,
1,21,6,0,0,0,0,-2,2.2,0.16,0,-2,,,,,,,,,,
1,21,7,91.27,72.182,218,15,-1,2.9,0.16,53.134,-0.074,,,,,,,,,,
1,21,8,1215.083,1156.173,678,55,0,3.3,0.16,341.3,7.601,,,,,,,,,,
1,21,9,710.419,669.392,45,164,2,2.9,0.16,197.484,6.725,,,,,,,,,,
1,21,10,969.851,919.631,50,227,4,2.5,0.16,274.051,11.022,,,,,,,,,,
1,21,11,3063.976,2939.553,953,89,5,2.1,0.16,907.268,30.185,,,,,,,,,,
1,21,12,3159.99,3032.165,963,90,6,1.9,0.16,950.087,33.448,,,,,,,,,,
1,21,13,3029.266,2906.073,951,88,7,1.8,0.16,910.084,33.859,,,,,,,,,,
1,21,14,2682.236,2571.34,918,82,8,1.8,0.16,792.808,31.433,,,,,,,,,,
1,21,15,2117.215,2026.339,844,73,8,1.8,0.16,607.805,26.004,,,,,,,,,,
1,21,16,1261.646,1201.086,699,55,6,1.3,0.16,363.936,17.96,,,,,,,,,,
1,21,17,154.867,133.525,297,20,4,1,0.16,86.228,6.307,,,,,,,,,,
1,21,18,0,0,0,0,3,1.1,0.16,0,3,,,,,,,,,,
1,21,19,0,0,0,0,2,1.2,0.16,0,2,,,,,,,,,,
1,21,20,0,0,0,0,1,1.3,0.16,0,1,,,,,,,,,,
1,21,21,0,0,0,0,1,1.2,0.16,0,1,,,,,,,,,,
1,21,22,0,0,0,0,0,1.1,0.16,0,0,,,,,,,,,,
1,21,23,0,0,0,0,0,1.1,0.16,0,0,,,,,,,,,,
1,22,0,0,0,0,0,0,1.1,0.16,0,0,,,,,,,,,,
1,22,1,0,0,0,0,0,1.1,0.16,0,0,,,,,,,,,,
1,22,2,0,0,0,0,-1,1.1,0.16,0,-1,,,,,,,,,,
1,22,3,0,0,0,0,-1,1.2,0.16,0,-1,,,,,,,,,,
1,22,4,0,0,0,0,-1,1.3,0.16,0,-1,,,,,,,,,,
1,22,5,0,0,0,0,-1,1.4,0.16,0,-1,,,,,,,,,,
1,22,6,0,0,0,0,-1,1.4,0.16,0,-1,,,,,,,,,,
1,22,7,97.769,78.451,243,15,0,2,0.16,57.499,1.177,,,,,,,,,,
1,22,8,1224.867,1165.61,710,51,3,2.2,0.16,350.019,12.463,,,,,,,,,,
1,22,9,2120.942,2029.934,875,66,7,1.9,0.16,604.904,24.553,,,,,,,,,,
1,22,10,2690.061,2578.887,952,73,10,2,0.16,798.123,32.641,,,,,,,,,,
1,22,11,3006.294,2883.915,987,78,12,1.7,0.16,924.498,39.877,,,,,,,,,,
1,22,12,3056.604,2932.442,995,80,13,1.1,0.16,968.263,46.513,,,,,,,,,,
1,22,13,2902.338,2783.642,984,79,14,0.7,0.16,929.567,49.724,,,,,,,,,,
1,22,14,2630.181,2521.129,950,75,14,1.1,0.16,810.934,42.121,,,,,,,,,,
1,22,15,2116.251,2025.409,870,70,13,1.6,0.16,622.175,32.241,,,,,,,,,,
1,22,16,1276.145,1215.072,718,54,10,1.6,0.16,372.399,21.433,,,,,,,,,,
1,22,17,161.736,140.151,309,21,7,1.9,0.16,90.599,8.977,,,,,,,,,,
1,22,18,0,0,0,0,6,2.4,0.16,0,6,,,,,,,,,,
1,22,19,0,0,0,0,6,2.5,0.16,0,6,,,,,,,,,,
1,22,20,0,0,0,0,5,2.3,0.16,0,5,,,,,,,,,,
1,22,21,0,0,0,0,4,1.9,0.16,0,4,,,,,,,,,,
1,22,22,0,0,0,0,4,1.6,0.16,0,4,,,,,,,,,,
1,22,23,0,0,0,0,4,1.5,0.16,0,4,,,,,,,,,,
1,23,0,0,0,0,0,4,1.5,0.16,0,4,,,,,,,,,,
1,23,1,0,0,0,0,4,1.5,0.16,0,4,,,,,,,,,,
1,23,2,0,0,0,0,4,1.6,0.16,0,4,,,,,,,,,,
1,23,3,0,0,0,0,4,1.6,0.16,0,4,,,,,,,,,,
1,23,4,0,0,0,0,4,1.6,0.16,0,4,,,,,,,,,,
1,23,5,0,0,0,0,5,1.6,0.16,0,5,,,,,,,,,,
1,23,6,0,0,0,0,5,1.8,0.16,0,5,,,,,,,,,,
1,23,7,71.074,52.701,150,16,8,2.7,0.16,41.986,8.775,,,,,,,,,,
1,23,8,1089.945,1035.47,602,59,11,3.8,0.16,317.664,17.552,,,,,,,,,,
1,23,9,1960.023,1874.717,774,80,14,4.1,0.16,561.25,25.194,,,,,,,,,,
1,23,10,2556.898,2450.443,849,94,15,4.1,0.16,751.559,29.956,,,,,,,,,,
1,23,11,2895.182,2776.74,880,102,16,3.9,0.16,869.704,33.785,,,,,,,,,,
1,23,12,2983.661,2862.083,880,109,17,3.5,0.16,909.195,36.735,,,,,,,,,,
1,23,13,2845.249,2728.576,851,113,16,3,0.16,863.921,36.338,,,,,,,,,,
1,23,14,651.812,612.861,8,190,15,2.8,0.16,193.112,19.684,,,,,,,,,,
1,23,15,288.232,262.165,0,90,14,2.7,0.16,85.977,16.127,,,,,,,,,,
1,23,16,169.775,147.905,0,54,13,2.7,0.16,51.2,14.268,,,,,,,,,,
1,23,17,93.618,74.446,99,25,12,2.8,0.16,50.458,12.976,,,,,,,,,,
1,23,18,0,0,0,0,11,2.9,0.16,0,11,,,,,,,,,,
1,23,19,0,0,0,0,11,2.8,0.16,0,11,,,,,,,,,,
1,23,20,0,0,0,0,11,2.5,0.16,0,11,,,,,,,,,,
1,23,21,0,0,0,0,11,2.1,0.16,0,11,,,,,,,,,,
1,23,22,0,0,0,0,11,1.7,0.16,0,11,,,,,,,,,,
1,23,23,0,0,0,0,11,1.9,0.16,0,11,,,,,,,,,,
1,24,0,0,0,0,0,10,2.6,0.16,0,10,,,,,,,,,,
1,24,1,0,0,0,0,10,3.3,0.16,0,10,,,,,,,,,,
1,24,2,0,0,0,0,10,3.7,0.16,0,10,,,,,,,,,,
1,24,3,0,0,0,0,9,3.9,0.16,0,9,,,,,,,,,,
1,24,4,0,0,0,0,9,3.9,0.16,0,9,,,,,,,,,,
1,24,5,0,0,0,0,9,3.8,0.16,0,9,,,,,,,,,,
1,24,6,0,0,0,0,9,3.7,0.16,0,9,,,,,,,,,,
1,24,7,0,0,0,0,9,3.7,0.16,0,0,,,,,,,,,,
1,24,8,17.382,0.911,0,6,9,3.9,0.16,5.668,9.116,,,,,,,,,,
1,24,9,109.435,89.703,0,35,10,4.1,0.16,33.151,10.657,,,,,,,,,,
1,24,10,348.134,319.944,0,107,10,4.2,0.16,102.305,11.995,,,,,,,,,,
1,24,11,85.128,66.257,0,28,11,4.1,0.16,26.554,11.524,,,,,,,,,,
1,24,12,53.326,35.582,0,18,12,3.9,0.16,17.07,12.347,,,,,,,,,,
1,24,13,87.463,68.509,0,29,13,3.6,0.16,27.505,13.584,,,,,,,,,,
1,24,14,142.136,121.245,0,46,13,3.2,0.16,43.625,13.989,,,,,,,,,,
1,24,15,426.083,395.131,0,128,12,3.1,0.16,124.713,14.881,,,,,,,,,,
1,24,16,57.646,39.749,0,19,11,3.3,0.16,17.969,11.402,,,,,,,,,,
1,24,17,111.919,92.099,130,25,10,3.7,0.16,59.961,10.996,,,,,,,,,,
1,24,18,0,0,0,0,10,4.1,0.15,0,10,,,,,,,,,,
1,24,19,0,0,0,0,9,4.2,0.15,0,9,,,,,,,,,,
1,24,20,0,0,0,0,9,4.1,0.15,0,9,,,,,,,,,,
1,24,21,0,0,0,0,8,3.9,0.15,0,8,,,,,,,,,,
1,24,22,0,0,0,0,8,3.7,0.15,0,8,,,,,,,,,,
1,24,23,0,0,0,0,8,3.6,0.15,0,8,,,,,,,,,,
1,25,0,0,0,0,0,7,3.6,0.15,0,7,,,,,,,,,,
1,25,1,0,0,0,0,7,3.5,0.15,0,7,,,,,,,,,,
1,25,2,0,0,0,0,7,3.3,0.15,0,7,,,,,,,,,,
1,25,3,0,0,0,0,7,3.1,0.15,0,7,,,,,,,,,,
1,25,4,0,0,0,0,7,3,0.15,0,7,,,,,,,,,,
1,25,5,0,0,0,0,6,3.2,0.15,0,6,,,,,,,,,,
1,25,6,0,0,0,0,6,3.8,0.15,0,6,,,,,,,,,,
1,25,7,9.224,0,0,5,6,4.5,0.15,4.849,6.076,,,,,,,,,,
1,25,8,157.317,135.888,0,49,7,5.1,0.15,46.433,7.806,,,,,,,,,,
1,25,9,1937.835,1853.316,691,104,9,5.3,0.15,541.75,18.228,,,,,,,,,,
1,25,10,2585.366,2477.902,798,116,11,5.3,0.15,742.924,23.627,,,,,,,,,,
1,25,11,3001.868,2879.645,872,114,12,5.3,0.15,879.153,26.921,,,,,,,,,,
1,25,12,3162.145,3034.243,917,105,13,5.5,0.15,933.714,28.465,,,,,,,,,,
1,25,13,3077.573,2952.668,930,95,14,5.6,0.15,908.031,28.872,,,,,,,,,,
1,25,14,2752.426,2639.042,909,86,13,5.5,0.15,798.566,26.253,,,,,,,,,,
1,25,15,2169.263,2076.543,842,75,12,4.9,0.15,616.304,23.036,,,,,,,,,,
1,25,16,1287.7,1226.218,691,58,10,3.5,0.15,369.707,18.01,,,,,,,,,,
1,25,17,171.166,149.246,304,23,8,2.4,0.15,94.677,9.891,,,,,,,,,,
1,25,18,0,0,0,0,6,2.2,0.15,0,6,,,,,,,,,,
1,25,19,0,0,0,0,5,1.9,0.15,0,5,,,,,,,,,,
1,25,20,0,0,0,0,4,1.6,0.15,0,4,,,,,,,,,,
1,25,21,0,0,0,0,4,1.4,0.15,0,4,,,,,,,,,,
1,25,22,0,0,0,0,3,1.4,0.15,0,3,,,,,,,,,,
1,25,23,0,0,0,0,3,1.4,0.15,0,3,,,,,,,,,,
1,26,0,0,0,0,0,2,1.4,0.15,0,2,,,,,,,,,,
1,26,1,0,0,0,0,2,1.3,0.15,0,2,,,,,,,,,,
1,26,2,0,0,0,0,1,1.3,0.15,0,1,,,,,,,,,,
1,26,3,0,0,0,0,1,1.3,0.15,0,1,,,,,,,,,,
1,26,4,0,0,0,0,0,1.2,0.15,0,0,,,,,,,,,,
1,26,5,0,0,0,0,0,1.2,0.15,0,0,,,,,,,,,,
1,26,6,0,0,0,0,0,1.2,0.15,0,0,,,,,,,,,,
1,26,7,117.262,97.253,273,16,3,1.6,0.15,68.457,4.541,,,,,,,,,,
1,26,8,1231.773,1172.272,724,51,6,1.8,0.15,356.531,16.457,,,,,,,,,,
1,26,9,2104.553,2014.126,883,66,9,1.5,0.15,608.872,28.258,,,,,,,,,,
1,26,10,2663.723,2553.482,956,75,12,1.4,0.15,807.965,38.083,,,,,,,,,,
1,26,11,2960.217,2839.47,989,80,13,1,0.15,934.7,46.184,,,,,,,,,,
1,26,12,3013.184,2890.56,994,85,14,0.6,0.15,980.637,52.724,,,,,,,,,,
1,26,13,2908.064,2789.165,983,84,14,0.5,0.15,942.742,52.325,,,,,,,,,,
1,26,14,2631.676,2522.571,949,80,14,0.7,0.15,824.337,45.717,,,,,,,,,,
1,26,15,2122.291,2031.236,876,72,13,0.8,0.15,635.862,36.864,,,,,,,,,,
1,26,16,1308.697,1246.471,735,56,12,0.7,0.15,387.941,26.872,,,,,,,,,,
1,26,17,211.624,188.271,364,24,10,0.7,0.15,109.157,13.352,,,,,,,,,,
1,26,18,0,0,0,0,9,0.7,0.15,0,9,,,,,,,,,,
1,26,19,0,0,0,0,9,0.7,0.15,0,9,,,,,,,,,,
1,26,20,0,0,0,0,8,0.8,0.15,0,8,,,,,,,,,,
1,26,21,0,0,0,0,8,0.8,0.15,0,8,,,,,,,,,,
1,26,22,0,0,0,0,7,0.8,0.15,0,7,,,,,,,,,,
1,26,23,0,0,0,0,7,0.9,0.15,0,7,,,,,,,,,,
1,27,0,0,0,0,0,6,1,0.15,0,6,,,,,,,,,,
1,27,1,0,0,0,0,6,1,0.15,0,6,,,,,,,,,,
1,27,2,0,0,0,0,5,1,0.15,0,5,,,,,,,,,,
1,27,3,0,0,0,0,5,1.1,0.15,0,5,,,,,,,,,,
1,27,4,0,0,0,0,4,1.1,0.15,0,4,,,,,,,,,,
1,27,5,0,0,0,0,4,1.2,0.15,0,4,,,,,,,,,,
1,27,6,0,0,0,0,4,1.2,0.15,0,4,,,,,,,,,,
1,27,7,50.247,32.612,0,24,5,1.9,0.15,24.502,5.592,,,,,,,,,,
1,27,8,1171.948,1114.567,660,57,8,2.5,0.15,339.471,16.678,,,,,,,,,,
1,27,9,2065.255,1976.221,837,73,11,2.5,0.15,593.617,26.322,,,,,,,,,,
1,27,10,2651.618,2541.807,916,83,14,2.9,0.15,788.483,32.914,,,,,,,,,,
1,27,11,3013.461,2890.828,955,87,15,3,0.15,915.637,36.561,,,,,,,,,,
1,27,12,3146.067,3018.735,969,88,16,3.2,0.15,963.955,37.947,,,,,,,,,,
1,27,13,3032.342,2909.039,959,87,17,3.2,0.15,927.758,38.132,,,,,,,,,,
1,27,14,2694.912,2583.567,925,83,17,3.1,0.15,811.489,35.816,,,,,,,,,,
1,27,15,2127.297,2036.064,859,73,16,2.2,0.15,628.349,33.159,,,,,,,,,,
1,27,16,1302.895,1240.874,720,57,13,1.3,0.15,384.07,25.644,,,,,,,,,,
1,27,17,226.802,202.911,354,24,11,1.2,0.15,108.228,14.051,,,,,,,,,,
1,27,18,0,0,0,0,9,1.5,0.15,0,9,,,,,,,,,,
1,27,19,0,0,0,0,8,1.8,0.15,0,8,,,,,,,,,,
1,27,20,0,0,0,0,8,2.1,0.15,0,8,,,,,,,,,,
1,27,21,0,0,0,0,7,2.3,0.15,0,7,,,,,,,,,,
1,27,22,0,0,0,0,7,2.3,0.15,0,7,,,,,,,,,,
1,27,23,0,0,0,0,6,2.3,0.15,0,6,,,,,,,,,,
1,28,0,0,0,0,0,6,2.3,0.15,0,6,,,,,,,,,,
1,28,1,0,0,0,0,6,2.4,0.15,0,6,,,,,,,,,,
1,28,2,0,0,0,0,5,2.6,0.15,0,5,,,,,,,,,,
1,28,3,0,0,0,0,5,2.6,0.15,0,5,,,,,,,,,,
1,28,4,0,0,0,0,4,2.5,0.15,0,4,,,,,,,,,,
1,28,5,0,0,0,0,4,2.3,0.15,0,4,,,,,,,,,,
1,28,6,0,0,0,0,4,2.4,0.15,0,4,,,,,,,,,,
1,28,7,114.727,94.807,251,17,6,3.1,0.15,66.794,7.142,,,,,,,,,,
1,28,8,1198.419,1140.1,690,54,9,3.4,0.15,346.834,16.608,,,,,,,,,,
1,28,9,2095.353,2005.253,857,68,13,3.7,0.15,600.734,25.704,,,,,,,,,,
1,28,10,2683.991,2573.032,929,77,16,4.4,0.15,792.63,31.129,,,,,,,,,,
1,28,11,3040.893,2917.288,963,83,18,4.5,0.15,919.507,35.287,,,,,,,,,,
1,28,12,3150.723,3023.226,971,86,19,4.2,0.15,965.384,37.901,,,,,,,,,,
1,28,13,3021.176,2898.27,959,85,20,3.9,0.15,927.553,38.965,,,,,,,,,,
1,28,14,2671.423,2560.909,925,81,20,3.4,0.15,811.261,37.92,,,,,,,,,,
