,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.669614,0.592108,0.634495,0.34937,0.585628,0.146225,0.146784,0.42286,0.118618,0.5485099999999999,0.488632,0.538246,0.09353,0.5191420000000001,0.077179,0.08512900000000001,0.018408,0.54241,0.611726,0.562566,0.13346,0.41359199999999996,0.14080299999999998,0.555572,0.486911,0.22798400000000002,0.033999,0.5071,0.4768,0.355476,0.260455,0.200629,0.587146,0.2036195,0.515521,0.297709,0.36754200000000004,0.36754200000000004,0.328048,0.45111199999999996,0.33870900000000004,0.3557835,0.1871045,0.564778,0.518578,0.571359,0.090112,0.406615,0.16666475,0.1198775,0.3163755,0.375454,0.37483525,0.278327,0.326581125,0.3779925,0.337935,0.48484499999999997,0.46020125,0.38468775
8,1.599081,1.498057,1.5534919999999999,1.5536240000000001,1.476153,0.791745,0.44829399999999997,1.271223,0.359074,1.4675440000000002,1.397226,1.457519,0.524322,1.464269,0.569926,0.5711609999999999,0.030729,1.534725,1.6402860000000001,1.5565499999999999,0.520018,1.357596,0.616713,1.673579,1.487701,0.713776,0.335843,1.592997,1.5307639999999998,1.328479,0.911772,0.7642424999999999,1.5984180000000001,0.680033,1.4659754999999999,0.9449189999999998,1.1533864999999999,1.1533864999999999,1.040436,1.377411,1.29703,1.1445915,0.7527604999999999,1.5665715,1.37623375,1.6359985,0.563794,1.2054472499999997,0.77225275,0.6580334999999999,1.1217525,1.1558294999999998,1.1546552499999998,0.744124,0.9493896249999999,1.379535625,1.0273714999999999,1.376822375,1.4571303125,1.25109375
9,2.239547,2.1857040000000003,2.2306340000000002,2.188548,2.1094090000000003,1.1958330000000001,0.39896,0.563067,1.221468,2.109102,2.09049,2.131026,2.08178,2.1643380000000003,1.467632,0.27195600000000003,0.332677,2.24878,2.357581,2.250403,2.0762869999999998,2.058376,0.136934,2.469408,2.199612,1.938837,0.045778,2.369919,2.260442,2.0619720000000004,1.122695,0.6298144999999999,2.303992,0.7608275,2.169635,1.740955,2.154378,2.154378,2.1660915000000003,2.074433,2.17731975,1.598564,1.567335,2.276386,2.1969624999999997,2.3867000000000003,0.6208055000000001,1.955295,1.3815840000000001,1.6388065000000003,1.96852,1.3645792500000002,1.908869,1.2318514999999999,1.5703602499999998,2.0719215,2.1625335,2.13569775,2.16035075,1.82847
