,probs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0,0.38292492254802624,24.600042,26.652617,28.805796,26.466568,27.824583,32.884285,29.64454,22.59981,28.568249,28.79226,24.903124,26.688074,27.904081,26.578697,26.821524,26.791212,26.240343,24.762798,25.392101,24.00513,23.091099,24.652262,30.651192,28.846395,25.178625,26.997213,17.984415,15.326626,17.787577,15.515779,17.571861,20.004894,20.362782,20.454464,20.138027,20.128868,21.543535,21.931396,21.229317,22.972408,21.734447,24.416431,26.888811,24.407597,25.906284,26.86773,28.347216,26.277697,26.630411,28.654633,27.376118,27.507462,28.656857,30.496826,31.682175,29.096457,29.222902,29.14886,25.448502,23.794989,26.677753,26.648708,26.633251,28.095892,31.450891,29.019299,30.234426,31.665144,29.862185,27.344162,31.628172,30.91705,26.22922,24.78201,23.982136,24.888697,25.069689,26.927721,25.17704,25.305252,25.97339,30.965466,33.715305,37.878235,38.36438,35.77199,34.896564,35.61867,33.44625,28.307178,36.832733,38.6915,31.793644,27.177917,33.198174,31.198696
1,0.38292492254802624,25.189486,26.582153,30.280003,29.001543,28.744402,32.751865,31.383211,22.730522,27.034431,28.208225,24.598772,26.833988,26.412355,25.71303,26.41099,26.723747,27.728994,27.926483,26.96465,24.342705,22.691832,23.647575,30.235466,28.609528,25.278152,26.579185,19.796673,14.68967,17.93085,17.346111,18.00238,20.491936,21.67268,20.098808,20.337881,21.151468,22.355812,22.850536,21.110847,22.24274,24.271353,24.295982,25.41907,26.130318,26.207048,25.107912,25.519669,23.791037,24.339737,28.561024,27.854898,28.560513,31.267944,32.021244,31.407623,30.725807,32.62779,32.113934,27.057701,26.992083,27.3752,25.382133,26.680843,29.366032,32.14436,24.540987,26.963717,30.412014,28.51238,28.626019,31.953949,31.048378,27.539059,27.040638,23.807959,23.665321,28.408085,29.702993,26.863354,28.131523,30.735907,31.9323,30.066467,37.186646,39.13616,36.340946,34.626896,35.745174,35.822273,26.027584,35.822853,38.690304,33.230747,27.0454,32.792755,31.635902
2,0.24173033745712882,29.45951,29.659193,29.218674,32.081318,28.753506,33.000095,27.868303,21.051222,26.762102,31.38472,30.205917,25.623026,27.888647,30.29379,26.566895,25.119247,28.761644,26.483889,25.102396,23.68678,25.016216,26.307245,30.833208,28.326502,25.12979,28.694664,19.293972,15.657431,17.428074,16.419928,17.35431,18.060148,20.114338,20.332613,19.702677,20.34583,22.654987,21.79273,23.651628,22.461687,20.484814,25.277418,23.928118,25.648876,24.701681,26.135977,28.091274,25.565866,26.594112,25.961517,24.050402,28.047007,30.693554,31.908745,30.677338,30.910048,26.270666,27.169323,29.327646,25.036682,24.240799,28.869091,32.539165,29.712347,33.63124,29.780285,30.222118,32.13104,30.593208,31.178177,33.47278,29.47043,30.617579,31.256117,26.436825,29.074474,29.410624,26.781649,25.336197,26.619028,28.384033,33.653774,36.4593,39.679424,40.118523,38.04057,38.034832,39.027267,36.295395,27.787481,36.17486,37.229107,30.296705,26.35362,31.811195,28.379107
3,0.24173033745712882,25.704868,29.469492,27.071375,24.480576,25.953543,29.994865,27.71773,22.176773,28.103062,30.616318,26.793154,26.374018,27.988876,26.744894,27.360546,27.938015,25.449236,24.976389,26.057621,24.947464,23.050377,23.20111,30.916794,30.011988,20.49622,25.546783,19.137716,15.326981,16.808426,16.455738,16.528936,19.201656,20.108358,19.781336,20.542593,21.180855,21.938751,22.28389,21.631086,23.137697,22.493681,25.7638,27.130217,24.615995,26.720146,26.229172,25.955914,26.302626,27.63784,28.62821,26.803373,27.217163,27.955965,28.781824,30.080498,28.453665,29.022346,28.142384,24.717697,25.926336,27.845947,27.397936,26.169155,28.466698,30.570257,28.80859,27.28167,30.577927,30.753332,26.627584,28.905249,30.271164,26.624632,23.658298,27.002728,26.147877,23.950768,27.990294,25.596209,25.30903,29.320087,32.641296,35.901756,38.115345,37.16709,33.7699,30.741629,33.289738,31.63721,28.22615,36.403255,39.387814,31.680597,28.664825,32.64292,30.439205
4,0.38292492254802624,28.753456,28.094776,24.665154,29.32668,25.325718,28.823208,27.246931,22.254612,28.049929,28.219032,25.208754,27.47288,28.500193,26.04646,27.299675,26.13229,24.391758,24.941397,25.085344,23.027723,22.590128,23.75581,29.964113,28.179688,23.541058,27.879213,21.25712,15.204842,17.79463,18.778744,16.9409,20.709427,21.095942,21.669077,21.857124,20.217499,21.302374,23.231518,23.779018,23.7981,21.03409,23.673588,24.59905,23.920343,23.628553,25.246191,25.709848,25.44631,27.59632,26.813942,26.19039,29.326092,28.613379,24.259375,28.675552,28.180937,24.824497,24.968767,24.431082,24.103092,27.225672,29.801888,28.859203,27.206442,29.02417,31.236502,29.070072,27.497879,25.963968,25.359049,27.943357,28.13345,26.430342,23.376118,28.224344,30.79491,27.107838,29.468403,26.450533,22.351643,26.4766,33.213985,37.6424,39.47398,39.70983,38.73786,36.833282,36.36895,32.865883,30.521162,33.04426,36.68918,28.911642,25.491844,31.186707,27.840971
5,0.38292492254802624,26.706106,27.433395,30.448788,30.266895,30.560953,32.797417,27.956697,23.413092,26.342432,27.801348,25.940083,26.080046,26.586514,26.75573,25.707537,23.856932,25.157324,24.649132,24.529291,23.973867,23.64723,23.825226,28.293451,28.362478,25.685362,25.843271,19.930363,16.068483,16.98528,16.708447,18.489948,20.44343,20.00886,20.465418,20.282188,19.611498,21.916285,22.816011,22.385925,22.857082,23.362478,24.331995,23.47803,24.111841,24.75878,25.974173,27.62016,23.75294,25.314024,28.03731,25.638294,26.58657,28.948187,29.013496,27.013834,25.257055,26.263569,29.148138,28.687027,27.356089,29.642723,28.544209,30.185104,27.838358,30.699362,30.4017,31.138899,31.369596,30.781292,28.238787,31.248835,30.177599,27.979965,26.80666,25.095325,26.487137,26.547056,26.039011,24.36935,26.195541,28.337044,33.070503,34.657776,38.923203,39.51353,37.072903,38.118126,38.039978,34.899895,27.738276,34.228146,35.31897,27.110056,23.661037,29.325567,28.11729
6,0.38292492254802624,27.696781,29.57057,32.120407,34.2924,35.667572,34.23344,32.165604,26.386541,28.583021,28.508488,24.890985,27.076,28.147446,24.546566,23.96044,24.670797,24.549898,25.076859,26.463057,26.046402,21.887722,22.682566,29.561682,30.307947,27.304438,26.806671,19.032383,14.364213,15.499078,15.966397,18.671675,21.44737,20.022707,22.339796,23.068432,21.082394,22.620346,23.969421,23.138727,22.83936,26.364864,25.458849,22.345322,24.04242,29.400934,28.174654,23.332159,22.53067,26.393358,29.310291,25.935862,28.720171,25.991764,23.578787,30.474606,26.95027,27.257252,30.77557,25.979076,25.030695,30.984938,29.175852,28.231312,28.65859,29.100874,30.377277,30.996088,31.522684,27.83758,30.534552,32.82778,30.813984,25.877886,25.8633,25.6962,25.859102,25.208572,26.79527,25.13239,27.056992,30.580772,35.14048,35.26012,39.62107,40.03066,38.89919,39.611683,38.91858,36.13604,31.464836,34.503174,35.37813,28.261095,23.770233,29.820444,28.169434
7,0.24173033745712882,25.740105,27.220236,30.426897,29.814804,28.219362,31.059338,30.299433,24.402308,29.334879,26.23631,24.042944,27.067873,25.99115,23.804804,26.232737,25.868195,24.79752,25.959845,25.428078,24.520298,23.415976,24.199379,28.284197,27.665161,28.37116,28.88387,20.536802,16.095736,17.314882,16.933838,17.343624,19.770014,20.287132,20.921663,20.329624,20.300539,21.274742,21.991405,21.922802,22.323172,24.541641,24.5628,24.054909,23.754728,26.340809,28.265284,26.57162,23.5893,25.839264,29.419792,26.6765,26.808025,28.38049,26.012037,28.126328,24.465094,27.13916,29.256935,22.465826,24.675148,29.517982,27.482231,25.029438,27.315746,27.48971,28.0255,28.170664,27.838198,27.855589,28.621115,31.688591,31.981792,26.810934,23.93528,26.097155,24.716135,24.124077,25.633705,25.367643,25.691017,26.107649,30.64434,32.522682,37.35719,38.20411,36.248623,35.308754,34.124554,33.039932,33.649033,36.740837,36.4348,31.554783,27.633352,30.293718,28.261295
8,0.38292492254802624,24.376432,27.596773,31.422525,28.16765,26.902306,33.64647,29.40759,23.574373,30.406137,27.72877,23.738768,26.442238,26.559664,24.055384,28.161032,28.448584,25.959488,25.846222,25.831985,25.067923,22.811684,23.780947,29.48493,29.079504,26.320059,30.624418,21.871758,14.326818,17.363699,17.507996,17.376404,19.01206,19.5297,19.873747,19.616924,21.168621,21.667076,23.377775,22.849457,23.069107,20.952967,24.656544,27.774979,24.616962,24.837881,28.194118,29.357483,24.453867,25.894676,32.58963,31.230022,26.755264,33.043957,32.423096,30.965357,23.006924,28.147757,28.295668,21.70701,24.652699,27.995575,27.995972,28.143475,27.822758,28.141354,29.53809,31.896032,28.838554,28.626003,29.214804,32.305584,32.192722,29.893383,25.577374,28.612528,26.005684,25.132109,27.57802,25.10739,23.983326,24.617384,30.160133,34.34293,38.149635,39.696667,36.320568,33.53009,32.419098,29.743214,33.808598,37.749985,37.408886,35.662643,31.51054,32.078873,31.125055
9,0.38292492254802624,26.218515,25.823385,25.469576,27.374655,29.676868,32.876266,27.45023,23.209295,25.98591,30.186916,27.152433,25.512802,28.46852,25.480131,23.01481,24.827515,27.189816,25.204296,25.115543,24.392708,24.948929,25.357044,31.832172,31.53452,25.932405,27.82371,20.163748,13.882405,17.030315,17.133896,19.18035,21.73788,20.308569,19.727629,20.096632,20.416069,22.599607,22.868597,22.392345,22.131552,20.397457,24.856901,25.322695,26.169426,26.655592,26.399752,24.736145,25.298817,24.401741,24.126173,24.452242,27.50665,27.61814,30.683407,31.191889,32.07834,31.395905,30.535336,31.01704,24.913399,24.7709,29.744745,31.919994,27.5665,34.257065,33.242615,30.423922,32.790718,32.021038,26.336456,28.649677,28.848757,27.004978,27.384064,26.243746,25.947046,29.487902,31.367783,25.282185,28.744934,29.930334,30.635996,35.802532,38.124992,38.329056,37.648174,36.70246,37.961254,37.586697,30.149508,35.449646,36.47524,29.35689,24.768328,31.31858,30.303194
